Banco,Contrato,Origen,Tipo archivo recaudo,periodo,mes,Valor pago,Año_mes
nequi,industria y comercio,p,pagos web,2023,8,14629568,2023-08-01
nequi,industria y comercio,p,pagos web,2023,9,8952211,2023-09-01
nequi,industria y comercio,p,pagos web,2023,10,16905088,2023-10-01
nequi,industria y comercio,p,pagos web,2023,11,4980365,2023-11-01
nequi,industria y comercio,p,pagos web,2023,12,5624910,2023-12-01
nequi,industria y comercio,w,pagos web,2023,7,198465,2023-07-01
nequi,industria y comercio,w,pagos web,2023,8,169287,2023-08-01
nequi,industria y comercio,w,pagos web,2023,9,2185,2023-09-01
nequi,industria y comercio,w,pagos web,2023,10,952456,2023-10-01
nequi,industria y comercio,w,pagos web,2023,11,550500,2023-11-01
nequi,ingresos no tributarios,n,pagos web,2023,4,64882,2023-04-01
nequi,ingresos no tributarios,n,pagos web,2023,6,64882,2023-06-01
nequi,ingresos no tributarios,n,pagos web,2023,8,89829,2023-08-01
nequi,ingresos no tributarios,n,pagos web,2023,10,85043,2023-10-01
nequi,ingresos no tributarios,n,pagos web,2023,11,85043,2023-11-01
nequi,ingresos no tributarios,n,pagos web,2023,12,85043,2023-12-01
nequi,ingresos no tributarios,p,pagos web,2020,8,66178,2020-08-01
nequi,ingresos no tributarios,p,pagos web,2021,8,496952,2021-08-01
nequi,ingresos no tributarios,p,pagos web,2022,1,394516,2022-01-01
nequi,ingresos no tributarios,p,pagos web,2023,8,674420,2023-08-01
nequi,ingresos no tributarios,p,pagos web,2023,9,85043,2023-09-01
nequi,movilidad,n,pagos web,2023,2,274000,2023-02-01
nequi,movilidad,p,pagos web,2021,11,330000,2021-11-01
nequi,movilidad,p,pagos web,2021,12,990000,2021-12-01
nequi,movilidad,p,pagos web,2022,1,240600,2022-01-01
nequi,movilidad,p,pagos web,2022,7,245500,2022-07-01
nequi,movilidad,p,pagos web,2022,10,245500,2022-10-01
nequi,movilidad,p,pagos web,2022,11,245500,2022-11-01
nequi,movilidad,p,pagos web,2023,1,268500,2023-01-01
nequi,movilidad,p,pagos web,2023,3,548000,2023-03-01
nequi,movilidad,p,pagos web,2023,6,1207500,2023-06-01
nequi,movilidad,p,pagos web,2023,10,659500,2023-10-01
nequi,otros ingresos,n,pagos web,2023,2,7730,2023-02-01
nequi,otros ingresos,p,pagos web,2020,8,60000,2020-08-01
nequi,publicidad exterior visual,p,pagos web,2022,10,136000,2022-10-01
nequi,publicidad exterior visual,p,pagos web,2023,3,303000,2023-03-01
nequi,publicidad exterior visual,p,pagos web,2023,9,151000,2023-09-01
nequi,publicidad exterior visual,p,pagos web,2023,10,151000,2023-10-01
nequi,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,8,875,2022-08-01
nequi,rentas contractuales,n,pagos web,2022,10,127007,2022-10-01
nequi,rentas contractuales,n,pagos web,2022,11,78354,2022-11-01
nequi,rentas contractuales,n,pagos web,2022,12,373003,2022-12-01
nequi,rentas contractuales,n,pagos web,2023,1,677814,2023-01-01
nequi,rentas contractuales,n,pagos web,2023,2,964191,2023-02-01
nequi,rentas contractuales,n,pagos web,2023,3,712444,2023-03-01
nequi,rentas contractuales,n,pagos web,2023,4,306251,2023-04-01
nequi,rentas contractuales,n,pagos web,2023,5,858396,2023-05-01
nequi,rentas contractuales,n,pagos web,2023,6,2197176,2023-06-01
nequi,rentas contractuales,n,pagos web,2023,7,1912084,2023-07-01
nequi,rentas contractuales,n,pagos web,2023,8,2001491,2023-08-01
nequi,rentas contractuales,n,pagos web,2023,9,4141697,2023-09-01
nequi,rentas contractuales,n,pagos web,2023,10,658381,2023-10-01
nequi,rentas contractuales,n,pagos web,2023,11,2485424,2023-11-01
nequi,rentas contractuales,n,pagos web,2023,12,3087751,2023-12-01
nequi,rentas contractuales,p,pagos web,2020,4,2424,2020-04-01
nequi,rentas contractuales,p,pagos web,2021,9,333843,2021-09-01
nequi,rentas contractuales,p,pagos web,2021,11,377620,2021-11-01
nequi,rentas contractuales,p,pagos web,2021,12,711084,2021-12-01
nequi,rentas contractuales,p,pagos web,2022,2,711084,2022-02-01
nequi,rentas contractuales,p,pagos web,2022,3,1871039,2022-03-01
nequi,rentas contractuales,p,pagos web,2022,4,716553,2022-04-01
nequi,rentas contractuales,p,pagos web,2022,5,4276221,2022-05-01
nequi,rentas contractuales,p,pagos web,2022,6,1579314,2022-06-01
nequi,rentas contractuales,p,pagos web,2022,7,1073715,2022-07-01
nequi,rentas contractuales,p,pagos web,2022,8,434347,2022-08-01
nequi,rentas contractuales,p,pagos web,2022,9,533009,2022-09-01
nequi,rentas contractuales,p,pagos web,2022,10,391077,2022-10-01
nequi,rentas contractuales,p,pagos web,2022,11,381496,2022-11-01
nequi,rentas contractuales,p,pagos web,2022,12,381496,2022-12-01
nequi,rentas contractuales,p,pagos web,2023,2,762992,2023-02-01
nequi,rentas contractuales,p,pagos web,2023,3,381496,2023-03-01
nequi,rentas contractuales,p,pagos web,2023,6,1573347,2023-06-01
nequi,rentas contractuales,p,pagos web,2023,9,429269,2023-09-01
nequi,rentas contractuales,p,pagos web,2023,10,674927,2023-10-01
nequi,rentas contractuales,p,pagos web,2023,11,1012214,2023-11-01
nequi,rentas contractuales,p,pagos web,2023,12,783072,2023-12-01
nequi,retencion ica,n,pagos web,2022,12,32000,2022-12-01
nequi,retencion ica,n,pagos web,2023,3,8000,2023-03-01
nequi,retencion ica,n,pagos web,2023,5,153000,2023-05-01
nequi,retencion ica,n,pagos web,2023,7,21000,2023-07-01
nequi,retencion ica,p,pagos web,2020,5,32000,2020-05-01
nequi,retencion ica,p,pagos web,2020,9,115000,2020-09-01
nequi,retencion ica,p,pagos web,2022,1,236000,2022-01-01
nequi,retencion ica,p,pagos web,2022,3,182000,2022-03-01
nequi,retencion ica,p,pagos web,2022,5,262000,2022-05-01
nequi,retencion ica,p,pagos web,2022,7,15000,2022-07-01
nequi,retencion ica,p,pagos web,2022,9,20000,2022-09-01
nequi,retencion ica,p,pagos web,2022,11,21000,2022-11-01
nequi,retencion ica,p,pagos web,2023,1,441000,2023-01-01
nequi,retencion ica,p,pagos web,2023,9,20000,2023-09-01
nequi,retencion ica,p,pagos web,2023,11,20000,2023-11-01
nequi,servicios,n,pagos web,2023,4,25708,2023-04-01
nequi,servicios,n,pagos web,2023,6,25708,2023-06-01
nequi,servicios,n,pagos web,2023,7,173529,2023-07-01
nequi,servicios,n,pagos web,2023,8,154248,2023-08-01
nequi,servicios,n,pagos web,2023,9,404901,2023-09-01
nequi,servicios,n,pagos web,2023,10,379193,2023-10-01
nequi,servicios,n,pagos web,2023,11,392047,2023-11-01
nequi,servicios,n,pagos web,2023,12,302069,2023-12-01
nequi,servicios,p,pagos web,2021,11,36000,2021-11-01
nequi,servicios,p,pagos web,2021,12,32900,2021-12-01
nequi,servicios,p,pagos web,2022,3,14900,2022-03-01
nequi,servicios,p,pagos web,2022,4,29800,2022-04-01
nequi,servicios,p,pagos web,2022,8,6000,2022-08-01
nequi,servicios,p,pagos web,2022,9,104500,2022-09-01
nequi,servicios,p,pagos web,2023,3,19281,2023-03-01
nequi,servicios,p,pagos web,2023,8,19281,2023-08-01
nequi,servicios,p,pagos web,2023,10,12854,2023-10-01
nequi,servicios,p,pagos web,2023,12,6427,2023-12-01
netspend,impuesto predial,n,pagos web,2023,8,361487,2023-08-01
netspend,impuesto predial,p,pagos web,2023,2,570776,2023-02-01
nexi payments spa,impuesto predial,a,pagos web,2022,8,481,2022-08-01
nexi payments spa,impuesto predial,a,pagos web,2023,3,3643289,2023-03-01
nexi payments spa,impuesto predial,a,pagos web,2023,7,4778,2023-07-01
nexi payments spa,impuesto predial,n,pagos web,2023,8,4778,2023-08-01
nexi payments spa,servicios,p,pagos web,2023,11,12854,2023-11-01
nium pte. ltd.,impuesto predial,n,pagos web,2022,10,551856,2022-10-01
nium pte. ltd.,impuesto predial,n,pagos web,2023,2,520672,2023-02-01
nium pte. ltd.,impuesto predial,n,pagos web,2023,8,211360,2023-08-01
nium pte. ltd.,impuesto predial,p,pagos web,2022,12,3775968,2022-12-01
nium pte. ltd.,impuesto predial,p,pagos web,2023,1,624390,2023-01-01
nium pte. ltd.,impuesto predial,p,pagos web,2023,2,22941544,2023-02-01
nium pte. ltd.,impuesto predial,p,pagos web,2023,3,3477908,2023-03-01
nium pte. ltd.,impuesto predial,p,pagos web,2023,5,619624,2023-05-01
nium pte. ltd.,impuesto predial,p,pagos web,2023,10,3164953,2023-10-01
nium pte. ltd.,impuesto predial,p,pagos web,2023,11,211360,2023-11-01
nu bn servicios méxico s.a. de,impuesto predial,n,pagos web,2022,10,643979,2022-10-01
nu bn servicios méxico sa de c,impuesto predial,p,pagos web,2023,1,7612150,2023-01-01
nu pagamentos sa,alumbrado publico,n,pagos web,2023,4,2383124,2023-04-01
nu pagamentos sa,alumbrado publico,p,pagos web,2021,11,22963,2021-11-01
nu pagamentos sa,alumbrado publico,p,pagos web,2022,4,462704,2022-04-01
nu pagamentos sa,alumbrado publico,p,pagos web,2022,12,9019,2022-12-01
nu pagamentos sa,alumbrado publico,p,pagos web,2023,3,76333,2023-03-01
nu pagamentos sa,alumbrado publico,p,pagos web,2023,4,29129,2023-04-01
nu pagamentos sa,alumbrado publico,p,pagos web,2023,6,49958,2023-06-01
nu pagamentos sa,alumbrado publico,p,pagos web,2023,7,126146,2023-07-01
nu pagamentos sa,aprov.esp.pub,n,pagos web,2023,7,200143,2023-07-01
nu pagamentos sa,aprov.esp.pub,n,pagos web,2023,9,200143,2023-09-01
nu pagamentos sa,aprov.esp.pub,n,pagos web,2023,10,337173,2023-10-01
nu pagamentos sa,aprov.esp.pub,p,pagos web,2022,10,625714,2022-10-01
nu pagamentos sa,circulacion y transito,n,pagos web,2023,4,10009,2023-04-01
nu pagamentos sa,circulacion y transito,p,pagos web,2022,2,33540,2022-02-01
nu pagamentos sa,circulacion y transito,p,pagos web,2022,4,241280,2022-04-01
nu pagamentos sa,circulacion y transito,p,pagos web,2022,7,119918,2022-07-01
nu pagamentos sa,circulacion y transito,p,pagos web,2023,1,11660,2023-01-01
nu pagamentos sa,circulacion y transito,p,pagos web,2023,2,33880,2023-02-01
nu pagamentos sa,circulacion y transito,p,pagos web,2023,3,74380,2023-03-01
nu pagamentos sa,circulacion y transito,p,pagos web,2023,6,737353,2023-06-01
nu pagamentos sa,delineación urbana,p,pagos web,2022,5,925000,2022-05-01
nu pagamentos sa,delineación urbana,p,pagos web,2023,1,3061000,2023-01-01
nu pagamentos sa,delineación urbana,p,pagos web,2023,10,856000,2023-10-01
nu pagamentos sa,facilidades,a,pagos web,2022,2,250561,2022-02-01
nu pagamentos sa,facilidades,a,pagos web,2022,3,250561,2022-03-01
nu pagamentos sa,facilidades,a,pagos web,2022,6,250561,2022-06-01
nu pagamentos sa,facilidades,a,pagos web,2022,7,250561,2022-07-01
nu pagamentos sa,facilidades,a,pagos web,2022,8,545889,2022-08-01
nu pagamentos sa,facilidades,a,pagos web,2022,9,250561,2022-09-01
nu pagamentos sa,facilidades,a,pagos web,2022,11,250561,2022-11-01
nu pagamentos sa,facilidades,a,pagos web,2022,12,308462,2022-12-01
nu pagamentos sa,facilidades,a,pagos web,2023,4,250561,2023-04-01
nu pagamentos sa,facilidades,a,pagos web,2023,5,250561,2023-05-01
nu pagamentos sa,facilidades,a,pagos web,2023,6,1051931,2023-06-01
nu pagamentos sa,facilidades,a,pagos web,2023,8,250561,2023-08-01
nu pagamentos sa,facilidades,a,pagos web,2023,9,1277300,2023-09-01
nu pagamentos sa,facilidades,a,pagos web,2023,11,1042814,2023-11-01
nu pagamentos sa,facilidades,n,pagos web,2022,10,148650,2022-10-01
nu pagamentos sa,facilidades,n,pagos web,2022,11,925249,2022-11-01
nu pagamentos sa,facilidades,n,pagos web,2022,12,68939,2022-12-01
nu pagamentos sa,facilidades,n,pagos web,2023,1,1086811,2023-01-01
nu pagamentos sa,facilidades,n,pagos web,2023,2,1784168,2023-02-01
nu pagamentos sa,facilidades,n,pagos web,2023,3,699102,2023-03-01
nu pagamentos sa,facilidades,n,pagos web,2023,4,3746349,2023-04-01
nu pagamentos sa,facilidades,n,pagos web,2023,5,13192867,2023-05-01
nu pagamentos sa,facilidades,n,pagos web,2023,6,10741616,2023-06-01
nu pagamentos sa,facilidades,n,pagos web,2023,8,268604,2023-08-01
nu pagamentos sa,facilidades,n,pagos web,2023,9,124426,2023-09-01
nu pagamentos sa,facilidades,n,pagos web,2023,11,1198021,2023-11-01
nu pagamentos sa,facilidades,p,pagos web,2021,7,119471,2021-07-01
nu pagamentos sa,facilidades,p,pagos web,2021,8,119471,2021-08-01
nu pagamentos sa,facilidades,p,pagos web,2021,9,119471,2021-09-01
nu pagamentos sa,facilidades,p,pagos web,2021,11,17743920,2021-11-01
nu pagamentos sa,facilidades,p,pagos web,2021,12,12765310,2021-12-01
nu pagamentos sa,facilidades,p,pagos web,2022,1,4884862,2022-01-01
nu pagamentos sa,facilidades,p,pagos web,2022,2,601430,2022-02-01
nu pagamentos sa,facilidades,p,pagos web,2022,3,1226242,2022-03-01
nu pagamentos sa,facilidades,p,pagos web,2022,4,3678028,2022-04-01
nu pagamentos sa,facilidades,p,pagos web,2022,5,3848493,2022-05-01
nu pagamentos sa,facilidades,p,pagos web,2022,6,3473239,2022-06-01
nu pagamentos sa,facilidades,p,pagos web,2022,7,3916526,2022-07-01
nu pagamentos sa,facilidades,p,pagos web,2022,8,3910450,2022-08-01
nu pagamentos sa,facilidades,p,pagos web,2022,9,3963586,2022-09-01
nu pagamentos sa,facilidades,p,pagos web,2022,10,4808942,2022-10-01
nu pagamentos sa,facilidades,p,pagos web,2022,11,3652860,2022-11-01
nu pagamentos sa,facilidades,p,pagos web,2022,12,2532494,2022-12-01
nu pagamentos sa,facilidades,p,pagos web,2023,1,4807931,2023-01-01
nu pagamentos sa,facilidades,p,pagos web,2023,2,17827634,2023-02-01
nu pagamentos sa,facilidades,p,pagos web,2023,3,14329306,2023-03-01
nu pagamentos sa,facilidades,p,pagos web,2023,4,7882500,2023-04-01
nu pagamentos sa,facilidades,p,pagos web,2023,5,18131386,2023-05-01
nu pagamentos sa,facilidades,p,pagos web,2023,6,38990034,2023-06-01
nu pagamentos sa,facilidades,p,pagos web,2023,7,593346,2023-07-01
nu pagamentos sa,facilidades,p,pagos web,2023,8,2920620,2023-08-01
nu pagamentos sa,facilidades,p,pagos web,2023,9,954598,2023-09-01
nu pagamentos sa,facilidades,p,pagos web,2023,10,4850538,2023-10-01
nu pagamentos sa,facilidades,p,pagos web,2023,11,5573714,2023-11-01
nu pagamentos sa,facilidades,p,pagos web,2023,12,1555849,2023-12-01
nu pagamentos sa,impuesto predial,a,pagos web,2021,4,146340,2021-04-01
nu pagamentos sa,impuesto predial,a,pagos web,2021,9,906943,2021-09-01
nu pagamentos sa,impuesto predial,a,pagos web,2021,11,70652,2021-11-01
nu pagamentos sa,impuesto predial,a,pagos web,2021,12,1208464,2021-12-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,1,1160710,2022-01-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,2,2652549,2022-02-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,3,13618559,2022-03-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,4,5000369,2022-04-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,5,9462086,2022-05-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,6,3442362,2022-06-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,7,1005841,2022-07-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,8,2719604,2022-08-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,9,8211366,2022-09-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,10,347767,2022-10-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,11,2374800,2022-11-01
nu pagamentos sa,impuesto predial,a,pagos web,2022,12,2657532,2022-12-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,1,4202078,2023-01-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,2,18529515,2023-02-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,3,12541474,2023-03-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,4,4525903,2023-04-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,5,2934735,2023-05-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,6,1678861,2023-06-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,7,2053665,2023-07-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,8,6228858,2023-08-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,9,3289543,2023-09-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,10,1860107,2023-10-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,11,10223809,2023-11-01
nu pagamentos sa,impuesto predial,a,pagos web,2023,12,9321947,2023-12-01
nu pagamentos sa,impuesto predial,n,pagos web,2022,9,6057012,2022-09-01
nu pagamentos sa,impuesto predial,n,pagos web,2022,10,7386954,2022-10-01
nu pagamentos sa,impuesto predial,n,pagos web,2022,11,15015948,2022-11-01
nu pagamentos sa,impuesto predial,n,pagos web,2022,12,16792883,2022-12-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,1,15149395,2023-01-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,2,67121257,2023-02-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,3,33610595,2023-03-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,4,12416127,2023-04-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,5,14770919,2023-05-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,6,4074171,2023-06-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,7,3051321,2023-07-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,8,12546944,2023-08-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,9,12030977,2023-09-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,10,1581403,2023-10-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,11,3898483,2023-11-01
nu pagamentos sa,impuesto predial,n,pagos web,2023,12,185537,2023-12-01
nu pagamentos sa,impuesto predial,p,pagos web,2021,4,333340,2021-04-01
nu pagamentos sa,impuesto predial,p,pagos web,2021,5,3921056,2021-05-01
nu pagamentos sa,impuesto predial,p,pagos web,2021,6,366661,2021-06-01
nu pagamentos sa,impuesto predial,p,pagos web,2021,7,1702752,2021-07-01
nu pagamentos sa,impuesto predial,p,pagos web,2021,8,9205573,2021-08-01
nu pagamentos sa,impuesto predial,p,pagos web,2021,9,3542237,2021-09-01
nu pagamentos sa,impuesto predial,p,pagos web,2021,10,17200131,2021-10-01
nu pagamentos sa,impuesto predial,p,pagos web,2021,11,9215774,2021-11-01
nu pagamentos sa,impuesto predial,p,pagos web,2021,12,32196086,2021-12-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,1,33429469,2022-01-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,2,100845607,2022-02-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,3,125680299,2022-03-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,4,37397534,2022-04-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,5,46475037,2022-05-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,6,93042593,2022-06-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,7,32466290,2022-07-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,8,76754921,2022-08-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,9,62113534,2022-09-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,10,8154116,2022-10-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,11,50156159,2022-11-01
nu pagamentos sa,impuesto predial,p,pagos web,2022,12,83066542,2022-12-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,1,68426116,2023-01-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,2,230641920,2023-02-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,3,147226817,2023-03-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,4,38386511,2023-04-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,5,81798950,2023-05-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,6,52863545,2023-06-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,7,45026888,2023-07-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,8,77675844,2023-08-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,9,53590083,2023-09-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,10,36393118,2023-10-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,11,95760559,2023-11-01
nu pagamentos sa,impuesto predial,p,pagos web,2023,12,111550996,2023-12-01
nu pagamentos sa,impuesto predial,w,pagos web,2023,8,216984,2023-08-01
nu pagamentos sa,impuesto predial,w,pagos web,2023,9,527179,2023-09-01
nu pagamentos sa,impuesto predial,w,pagos web,2023,12,528719,2023-12-01
nu pagamentos sa,impuesto telefonico,p,pagos web,2021,12,22562,2021-12-01
nu pagamentos sa,impuesto telefonico,p,pagos web,2022,9,10767,2022-09-01
nu pagamentos sa,industria y comercio,a,pagos web,2021,9,36000,2021-09-01
nu pagamentos sa,industria y comercio,a,pagos web,2021,10,36000,2021-10-01
