Banco,Contrato,Origen,Tipo archivo recaudo,periodo,mes,Valor pago,Año_mes
banco de bogota,facilidades,a,pagos web,2021,11,166121,2021-11-01
banco de bogota,facilidades,a,pagos web,2021,12,856393,2021-12-01
banco de bogota,facilidades,a,pagos web,2022,2,332710,2022-02-01
banco de bogota,facilidades,a,pagos web,2022,6,333461,2022-06-01
banco de bogota,facilidades,a,pagos web,2022,7,135007,2022-07-01
banco de bogota,facilidades,a,pagos web,2022,8,98239,2022-08-01
banco de bogota,facilidades,a,pagos web,2022,9,368863,2022-09-01
banco de bogota,facilidades,a,pagos web,2022,10,471697,2022-10-01
banco de bogota,facilidades,a,pagos web,2022,11,196124,2022-11-01
banco de bogota,facilidades,a,pagos web,2022,12,370390,2022-12-01
banco de bogota,facilidades,a,pagos web,2023,2,280575,2023-02-01
banco de bogota,facilidades,a,pagos web,2023,4,651124,2023-04-01
banco de bogota,facilidades,a,pagos web,2023,6,300860,2023-06-01
banco de bogota,facilidades,a,pagos web,2023,7,838816,2023-07-01
banco de bogota,facilidades,a,pagos web,2023,8,119815,2023-08-01
banco de bogota,facilidades,a,pagos web,2023,9,718620,2023-09-01
banco de bogota,facilidades,a,pagos web,2023,10,251869,2023-10-01
banco de bogota,facilidades,a,pagos web,2023,11,251869,2023-11-01
banco de bogota,facilidades,n,pagos web,2022,10,124168,2022-10-01
banco de bogota,facilidades,n,pagos web,2022,11,520613,2022-11-01
banco de bogota,facilidades,n,pagos web,2022,12,506423,2022-12-01
banco de bogota,facilidades,n,pagos web,2023,1,240371,2023-01-01
banco de bogota,facilidades,n,pagos web,2023,2,27923230,2023-02-01
banco de bogota,facilidades,n,pagos web,2023,3,5236717,2023-03-01
banco de bogota,facilidades,n,pagos web,2023,4,13455495,2023-04-01
banco de bogota,facilidades,n,pagos web,2023,5,10017652,2023-05-01
banco de bogota,facilidades,n,pagos web,2023,6,245275013,2023-06-01
banco de bogota,facilidades,n,pagos web,2023,7,1519561,2023-07-01
banco de bogota,facilidades,n,pagos web,2023,8,1557458,2023-08-01
banco de bogota,facilidades,n,pagos web,2023,9,4518580,2023-09-01
banco de bogota,facilidades,n,pagos web,2023,10,1040252,2023-10-01
banco de bogota,facilidades,n,pagos web,2023,11,1100509,2023-11-01
banco de bogota,facilidades,n,pagos web,2023,12,2172693,2023-12-01
banco de bogota,facilidades,p,pagos web,2020,7,25206536,2020-07-01
banco de bogota,facilidades,p,pagos web,2020,8,151719632,2020-08-01
banco de bogota,facilidades,p,pagos web,2020,9,124792850,2020-09-01
banco de bogota,facilidades,p,pagos web,2020,10,97998830,2020-10-01
banco de bogota,facilidades,p,pagos web,2021,1,123726,2021-01-01
banco de bogota,facilidades,p,pagos web,2021,3,256899,2021-03-01
banco de bogota,facilidades,p,pagos web,2021,4,399871,2021-04-01
banco de bogota,facilidades,p,pagos web,2021,5,399871,2021-05-01
banco de bogota,facilidades,p,pagos web,2021,6,142972,2021-06-01
banco de bogota,facilidades,p,pagos web,2021,8,256899,2021-08-01
banco de bogota,facilidades,p,pagos web,2021,9,246738,2021-09-01
banco de bogota,facilidades,p,pagos web,2021,10,2003444,2021-10-01
banco de bogota,facilidades,p,pagos web,2021,11,158384116,2021-11-01
banco de bogota,facilidades,p,pagos web,2021,12,95534844,2021-12-01
banco de bogota,facilidades,p,pagos web,2022,1,820360,2022-01-01
banco de bogota,facilidades,p,pagos web,2022,2,1122499,2022-02-01
banco de bogota,facilidades,p,pagos web,2022,3,1306410,2022-03-01
banco de bogota,facilidades,p,pagos web,2022,4,199001,2022-04-01
banco de bogota,facilidades,p,pagos web,2022,5,848648,2022-05-01
banco de bogota,facilidades,p,pagos web,2022,6,2301449,2022-06-01
banco de bogota,facilidades,p,pagos web,2022,7,1178723,2022-07-01
banco de bogota,facilidades,p,pagos web,2022,8,965544,2022-08-01
banco de bogota,facilidades,p,pagos web,2022,9,8326975,2022-09-01
banco de bogota,facilidades,p,pagos web,2022,10,2659366,2022-10-01
banco de bogota,facilidades,p,pagos web,2022,11,4936065,2022-11-01
banco de bogota,facilidades,p,pagos web,2022,12,5337637,2022-12-01
banco de bogota,facilidades,p,pagos web,2023,1,5091651,2023-01-01
banco de bogota,facilidades,p,pagos web,2023,2,21152048,2023-02-01
banco de bogota,facilidades,p,pagos web,2023,3,140298398,2023-03-01
banco de bogota,facilidades,p,pagos web,2023,4,83611963,2023-04-01
banco de bogota,facilidades,p,pagos web,2023,5,83124039,2023-05-01
banco de bogota,facilidades,p,pagos web,2023,6,58146899,2023-06-01
banco de bogota,facilidades,p,pagos web,2023,7,6219189,2023-07-01
banco de bogota,facilidades,p,pagos web,2023,8,5857844,2023-08-01
banco de bogota,facilidades,p,pagos web,2023,9,6351637,2023-09-01
banco de bogota,facilidades,p,pagos web,2023,10,3773042,2023-10-01
banco de bogota,facilidades,p,pagos web,2023,11,5036198,2023-11-01
banco de bogota,facilidades,p,pagos web,2023,12,4453215,2023-12-01
banco de bogota,impuesto predial,a,pagos web,2020,1,3117690,2020-01-01
banco de bogota,impuesto predial,a,pagos web,2020,2,58409766,2020-02-01
banco de bogota,impuesto predial,a,pagos web,2020,3,1372491,2020-03-01
banco de bogota,impuesto predial,a,pagos web,2020,4,88384,2020-04-01
banco de bogota,impuesto predial,a,pagos web,2020,5,5015301,2020-05-01
banco de bogota,impuesto predial,a,pagos web,2020,6,10522155,2020-06-01
banco de bogota,impuesto predial,a,pagos web,2020,7,4245698,2020-07-01
banco de bogota,impuesto predial,a,pagos web,2020,8,10956058,2020-08-01
banco de bogota,impuesto predial,a,pagos web,2020,9,5759507,2020-09-01
banco de bogota,impuesto predial,a,pagos web,2020,10,5438392,2020-10-01
banco de bogota,impuesto predial,a,pagos web,2020,11,3443887,2020-11-01
banco de bogota,impuesto predial,a,pagos web,2020,12,2267267,2020-12-01
banco de bogota,impuesto predial,a,pagos web,2021,1,1946889,2021-01-01
banco de bogota,impuesto predial,a,pagos web,2021,2,15342855,2021-02-01
banco de bogota,impuesto predial,a,pagos web,2021,3,12481645,2021-03-01
banco de bogota,impuesto predial,a,pagos web,2021,4,6771033,2021-04-01
banco de bogota,impuesto predial,a,pagos web,2021,5,1937360,2021-05-01
banco de bogota,impuesto predial,a,pagos web,2021,6,13280120,2021-06-01
banco de bogota,impuesto predial,a,pagos web,2021,7,3105605,2021-07-01
banco de bogota,impuesto predial,a,pagos web,2021,8,4675894,2021-08-01
banco de bogota,impuesto predial,a,pagos web,2021,9,8989766,2021-09-01
banco de bogota,impuesto predial,a,pagos web,2021,10,92125,2021-10-01
banco de bogota,impuesto predial,a,pagos web,2021,11,5669902,2021-11-01
banco de bogota,impuesto predial,a,pagos web,2021,12,8589111,2021-12-01
banco de bogota,impuesto predial,a,pagos web,2022,1,6529299,2022-01-01
banco de bogota,impuesto predial,a,pagos web,2022,2,25071854,2022-02-01
banco de bogota,impuesto predial,a,pagos web,2022,3,16503445,2022-03-01
banco de bogota,impuesto predial,a,pagos web,2022,4,8853174,2022-04-01
banco de bogota,impuesto predial,a,pagos web,2022,5,6946045,2022-05-01
banco de bogota,impuesto predial,a,pagos web,2022,6,4475107,2022-06-01
banco de bogota,impuesto predial,a,pagos web,2022,7,9576077,2022-07-01
banco de bogota,impuesto predial,a,pagos web,2022,8,8920723,2022-08-01
banco de bogota,impuesto predial,a,pagos web,2022,9,1635556,2022-09-01
banco de bogota,impuesto predial,a,pagos web,2022,10,4474723,2022-10-01
banco de bogota,impuesto predial,a,pagos web,2022,11,5377855,2022-11-01
banco de bogota,impuesto predial,a,pagos web,2022,12,10664987,2022-12-01
banco de bogota,impuesto predial,a,pagos web,2023,1,18954720,2023-01-01
banco de bogota,impuesto predial,a,pagos web,2023,2,24003045,2023-02-01
banco de bogota,impuesto predial,a,pagos web,2023,3,8456564,2023-03-01
banco de bogota,impuesto predial,a,pagos web,2023,4,7440342,2023-04-01
banco de bogota,impuesto predial,a,pagos web,2023,5,15445628,2023-05-01
banco de bogota,impuesto predial,a,pagos web,2023,6,9071836,2023-06-01
banco de bogota,impuesto predial,a,pagos web,2023,7,11509024,2023-07-01
banco de bogota,impuesto predial,a,pagos web,2023,8,5796662,2023-08-01
banco de bogota,impuesto predial,a,pagos web,2023,9,913501,2023-09-01
banco de bogota,impuesto predial,a,pagos web,2023,10,5384256,2023-10-01
banco de bogota,impuesto predial,a,pagos web,2023,11,3459703,2023-11-01
banco de bogota,impuesto predial,a,pagos web,2023,12,4816683,2023-12-01
banco de bogota,impuesto predial,n,pagos web,2022,9,12458593,2022-09-01
banco de bogota,impuesto predial,n,pagos web,2022,10,65362219,2022-10-01
banco de bogota,impuesto predial,n,pagos web,2022,11,112909962,2022-11-01
banco de bogota,impuesto predial,n,pagos web,2022,12,54657781,2022-12-01
banco de bogota,impuesto predial,n,pagos web,2023,1,40688483,2023-01-01
banco de bogota,impuesto predial,n,pagos web,2023,2,606487070,2023-02-01
banco de bogota,impuesto predial,n,pagos web,2023,3,451281773,2023-03-01
banco de bogota,impuesto predial,n,pagos web,2023,4,107265206,2023-04-01
banco de bogota,impuesto predial,n,pagos web,2023,5,343778165,2023-05-01
banco de bogota,impuesto predial,n,pagos web,2023,6,42581688,2023-06-01
banco de bogota,impuesto predial,n,pagos web,2023,7,61611566,2023-07-01
banco de bogota,impuesto predial,n,pagos web,2023,8,161611206,2023-08-01
banco de bogota,impuesto predial,n,pagos web,2023,9,14007142,2023-09-01
banco de bogota,impuesto predial,n,pagos web,2023,10,9778682,2023-10-01
banco de bogota,impuesto predial,n,pagos web,2023,11,34622569,2023-11-01
banco de bogota,impuesto predial,n,pagos web,2023,12,19948160,2023-12-01
banco de bogota,impuesto predial,p,pagos web,2020,1,391015390,2020-01-01
banco de bogota,impuesto predial,p,pagos web,2020,2,3516198728,2020-02-01
banco de bogota,impuesto predial,p,pagos web,2020,3,1679534116,2020-03-01
banco de bogota,impuesto predial,p,pagos web,2020,4,47788803,2020-04-01
banco de bogota,impuesto predial,p,pagos web,2020,5,123251180,2020-05-01
banco de bogota,impuesto predial,p,pagos web,2020,6,1786623963,2020-06-01
banco de bogota,impuesto predial,p,pagos web,2020,7,179675674,2020-07-01
banco de bogota,impuesto predial,p,pagos web,2020,8,662244101,2020-08-01
banco de bogota,impuesto predial,p,pagos web,2020,9,391474239,2020-09-01
banco de bogota,impuesto predial,p,pagos web,2020,10,219816684,2020-10-01
banco de bogota,impuesto predial,p,pagos web,2020,11,686571893,2020-11-01
banco de bogota,impuesto predial,p,pagos web,2020,12,244301559,2020-12-01
banco de bogota,impuesto predial,p,pagos web,2021,1,264361960,2021-01-01
banco de bogota,impuesto predial,p,pagos web,2021,2,4149950154,2021-02-01
banco de bogota,impuesto predial,p,pagos web,2021,3,3544606365,2021-03-01
banco de bogota,impuesto predial,p,pagos web,2021,4,441564143,2021-04-01
banco de bogota,impuesto predial,p,pagos web,2021,5,1181873977,2021-05-01
banco de bogota,impuesto predial,p,pagos web,2021,6,269573410,2021-06-01
banco de bogota,impuesto predial,p,pagos web,2021,7,153920343,2021-07-01
banco de bogota,impuesto predial,p,pagos web,2021,8,234306479,2021-08-01
banco de bogota,impuesto predial,p,pagos web,2021,9,535185084,2021-09-01
banco de bogota,impuesto predial,p,pagos web,2021,10,124760673,2021-10-01
banco de bogota,impuesto predial,p,pagos web,2021,11,173270941,2021-11-01
banco de bogota,impuesto predial,p,pagos web,2021,12,784326825,2021-12-01
banco de bogota,impuesto predial,p,pagos web,2022,1,362483046,2022-01-01
banco de bogota,impuesto predial,p,pagos web,2022,2,4858324239,2022-02-01
banco de bogota,impuesto predial,p,pagos web,2022,3,2803640219,2022-03-01
banco de bogota,impuesto predial,p,pagos web,2022,4,599762425,2022-04-01
banco de bogota,impuesto predial,p,pagos web,2022,5,1285410110,2022-05-01
banco de bogota,impuesto predial,p,pagos web,2022,6,972684104,2022-06-01
banco de bogota,impuesto predial,p,pagos web,2022,7,444569114,2022-07-01
banco de bogota,impuesto predial,p,pagos web,2022,8,1051379551,2022-08-01
banco de bogota,impuesto predial,p,pagos web,2022,9,428163285,2022-09-01
banco de bogota,impuesto predial,p,pagos web,2022,10,401657601,2022-10-01
banco de bogota,impuesto predial,p,pagos web,2022,11,516376055,2022-11-01
banco de bogota,impuesto predial,p,pagos web,2022,12,527348931,2022-12-01
banco de bogota,impuesto predial,p,pagos web,2023,1,250224159,2023-01-01
banco de bogota,impuesto predial,p,pagos web,2023,2,4049309866,2023-02-01
banco de bogota,impuesto predial,p,pagos web,2023,3,3874250775,2023-03-01
banco de bogota,impuesto predial,p,pagos web,2023,4,757326069,2023-04-01
banco de bogota,impuesto predial,p,pagos web,2023,5,1254013931,2023-05-01
banco de bogota,impuesto predial,p,pagos web,2023,6,493099549,2023-06-01
banco de bogota,impuesto predial,p,pagos web,2023,7,377712748,2023-07-01
banco de bogota,impuesto predial,p,pagos web,2023,8,1504915036,2023-08-01
banco de bogota,impuesto predial,p,pagos web,2023,9,278267259,2023-09-01
banco de bogota,impuesto predial,p,pagos web,2023,10,195355224,2023-10-01
banco de bogota,impuesto predial,p,pagos web,2023,11,1655503628,2023-11-01
banco de bogota,impuesto predial,p,pagos web,2023,12,551125989,2023-12-01
banco de bogota,impuesto predial,w,pagos web,2023,7,1065776,2023-07-01
banco de bogota,impuesto predial,w,pagos web,2023,8,63923,2023-08-01
banco de bogota,impuesto predial,w,pagos web,2023,9,897822,2023-09-01
banco de bogota,impuesto predial,w,pagos web,2023,11,396000,2023-11-01
banco de bogota,impuesto predial,w,pagos web,2023,12,173200,2023-12-01
banco de bogota,impuesto telefonico,n,pagos web,2023,6,42508,2023-06-01
banco de bogota,impuesto telefonico,n,pagos web,2023,7,3123,2023-07-01
banco de bogota,impuesto telefonico,n,pagos web,2023,9,166242,2023-09-01
banco de bogota,impuesto telefonico,p,pagos web,2020,9,7392000,2020-09-01
banco de bogota,impuesto telefonico,p,pagos web,2020,10,22336215,2020-10-01
banco de bogota,impuesto telefonico,p,pagos web,2021,7,1798,2021-07-01
banco de bogota,impuesto telefonico,p,pagos web,2021,8,123856,2021-08-01
banco de bogota,impuesto telefonico,p,pagos web,2021,12,901,2021-12-01
banco de bogota,impuesto telefonico,p,pagos web,2022,1,14221,2022-01-01
banco de bogota,impuesto telefonico,p,pagos web,2022,2,218140,2022-02-01
banco de bogota,impuesto telefonico,p,pagos web,2022,4,187007,2022-04-01
banco de bogota,impuesto telefonico,p,pagos web,2022,7,9604,2022-07-01
banco de bogota,impuesto telefonico,p,pagos web,2022,9,34342,2022-09-01
banco de bogota,impuesto telefonico,p,pagos web,2022,10,35038,2022-10-01
banco de bogota,impuesto telefonico,p,pagos web,2023,5,241871,2023-05-01
banco de bogota,impuesto telefonico,p,pagos web,2023,6,3257404,2023-06-01
banco de bogota,impuesto telefonico,p,pagos web,2023,10,129131,2023-10-01
banco de bogota,industria y comercio,a,pagos web,2020,2,2400921,2020-02-01
banco de bogota,industria y comercio,a,pagos web,2020,3,36000,2020-03-01
banco de bogota,industria y comercio,a,pagos web,2020,5,36000,2020-05-01
banco de bogota,industria y comercio,a,pagos web,2020,6,218906,2020-06-01
banco de bogota,industria y comercio,a,pagos web,2020,7,9585882,2020-07-01
banco de bogota,industria y comercio,a,pagos web,2020,8,2181740,2020-08-01
banco de bogota,industria y comercio,a,pagos web,2020,10,689736,2020-10-01
banco de bogota,industria y comercio,a,pagos web,2020,11,5301847,2020-11-01
banco de bogota,industria y comercio,a,pagos web,2020,12,1286096,2020-12-01
banco de bogota,industria y comercio,a,pagos web,2021,1,72000,2021-01-01
banco de bogota,industria y comercio,a,pagos web,2021,2,584041,2021-02-01
banco de bogota,industria y comercio,a,pagos web,2021,3,353173,2021-03-01
banco de bogota,industria y comercio,a,pagos web,2021,4,712633,2021-04-01
banco de bogota,industria y comercio,a,pagos web,2021,5,180476,2021-05-01
banco de bogota,industria y comercio,a,pagos web,2021,6,1115188,2021-06-01
banco de bogota,industria y comercio,a,pagos web,2021,7,72000,2021-07-01
banco de bogota,industria y comercio,a,pagos web,2021,8,1562636,2021-08-01
banco de bogota,industria y comercio,a,pagos web,2021,9,490240,2021-09-01
banco de bogota,industria y comercio,a,pagos web,2021,10,999763,2021-10-01
banco de bogota,industria y comercio,a,pagos web,2021,11,1161207,2021-11-01
banco de bogota,industria y comercio,a,pagos web,2021,12,1340335,2021-12-01
banco de bogota,industria y comercio,a,pagos web,2022,4,42162,2022-04-01
banco de bogota,industria y comercio,a,pagos web,2022,5,88224,2022-05-01
banco de bogota,industria y comercio,a,pagos web,2022,6,1253171,2022-06-01
banco de bogota,industria y comercio,a,pagos web,2022,10,252991,2022-10-01
banco de bogota,industria y comercio,a,pagos web,2022,11,252918,2022-11-01
banco de bogota,industria y comercio,a,pagos web,2022,12,252918,2022-12-01
banco de bogota,industria y comercio,a,pagos web,2023,1,252918,2023-01-01
banco de bogota,industria y comercio,a,pagos web,2023,2,252918,2023-02-01
banco de bogota,industria y comercio,a,pagos web,2023,3,256194,2023-03-01
banco de bogota,industria y comercio,a,pagos web,2023,4,252918,2023-04-01
banco de bogota,industria y comercio,a,pagos web,2023,5,252918,2023-05-01
banco de bogota,industria y comercio,a,pagos web,2023,6,252925,2023-06-01
banco de bogota,industria y comercio,n,pagos web,2022,9,13329788,2022-09-01
banco de bogota,industria y comercio,n,pagos web,2022,10,349356,2022-10-01
banco de bogota,industria y comercio,n,pagos web,2022,11,687853947,2022-11-01
banco de bogota,industria y comercio,n,pagos web,2022,12,470087637,2022-12-01
banco de bogota,industria y comercio,n,pagos web,2023,1,35575106,2023-01-01
banco de bogota,industria y comercio,n,pagos web,2023,2,34808569,2023-02-01
banco de bogota,industria y comercio,n,pagos web,2023,3,1864875416,2023-03-01
banco de bogota,industria y comercio,n,pagos web,2023,4,1005506862,2023-04-01
banco de bogota,industria y comercio,n,pagos web,2023,5,1310773844,2023-05-01
banco de bogota,industria y comercio,n,pagos web,2023,6,342800384,2023-06-01
banco de bogota,industria y comercio,n,pagos web,2023,7,1010307340,2023-07-01
banco de bogota,industria y comercio,n,pagos web,2023,8,218103716,2023-08-01
banco de bogota,industria y comercio,n,pagos web,2023,9,460004597,2023-09-01
banco de bogota,industria y comercio,n,pagos web,2023,10,39315850,2023-10-01
banco de bogota,industria y comercio,n,pagos web,2023,11,488645497,2023-11-01
banco de bogota,industria y comercio,n,pagos web,2023,12,339177385,2023-12-01
banco de bogota,industria y comercio,p,pagos web,2020,1,314956059,2020-01-01
banco de bogota,industria y comercio,p,pagos web,2020,2,687032915,2020-02-01
banco de bogota,industria y comercio,p,pagos web,2020,3,1466942043,2020-03-01
banco de bogota,industria y comercio,p,pagos web,2020,4,16293000,2020-04-01
banco de bogota,industria y comercio,p,pagos web,2020,5,834401171,2020-05-01
banco de bogota,industria y comercio,p,pagos web,2020,6,1157060813,2020-06-01
banco de bogota,industria y comercio,p,pagos web,2020,7,1196616623,2020-07-01
banco de bogota,industria y comercio,p,pagos web,2020,8,771608777,2020-08-01
banco de bogota,industria y comercio,p,pagos web,2020,9,2451779756,2020-09-01
banco de bogota,industria y comercio,p,pagos web,2020,10,947881887,2020-10-01
banco de bogota,industria y comercio,p,pagos web,2020,11,2335868587,2020-11-01
banco de bogota,industria y comercio,p,pagos web,2020,12,2125593699,2020-12-01
banco de bogota,industria y comercio,p,pagos web,2021,1,403935132,2021-01-01
banco de bogota,industria y comercio,p,pagos web,2021,2,402544421,2021-02-01
banco de bogota,industria y comercio,p,pagos web,2021,3,2224878615,2021-03-01
banco de bogota,industria y comercio,p,pagos web,2021,4,1180977592,2021-04-01
banco de bogota,industria y comercio,p,pagos web,2021,5,2279291038,2021-05-01
banco de bogota,industria y comercio,p,pagos web,2021,6,392566911,2021-06-01
banco de bogota,industria y comercio,p,pagos web,2021,7,2950270766,2021-07-01
banco de bogota,industria y comercio,p,pagos web,2021,8,454993005,2021-08-01
banco de bogota,industria y comercio,p,pagos web,2021,9,1909877730,2021-09-01
banco de bogota,industria y comercio,p,pagos web,2021,10,227570194,2021-10-01
banco de bogota,industria y comercio,p,pagos web,2021,11,2226450333,2021-11-01
banco de bogota,industria y comercio,p,pagos web,2021,12,2748111758,2021-12-01
banco de bogota,industria y comercio,p,pagos web,2022,1,291727213,2022-01-01
banco de bogota,industria y comercio,p,pagos web,2022,2,9992205,2022-02-01
banco de bogota,industria y comercio,p,pagos web,2022,3,3488059921,2022-03-01
banco de bogota,industria y comercio,p,pagos web,2022,4,855703145,2022-04-01
banco de bogota,industria y comercio,p,pagos web,2022,5,3842444906,2022-05-01
banco de bogota,industria y comercio,p,pagos web,2022,6,200900235,2022-06-01
banco de bogota,industria y comercio,p,pagos web,2022,7,2725347016,2022-07-01
banco de bogota,industria y comercio,p,pagos web,2022,8,93330718,2022-08-01
banco de bogota,industria y comercio,p,pagos web,2022,9,2315815747,2022-09-01
banco de bogota,industria y comercio,p,pagos web,2022,10,24093142,2022-10-01
banco de bogota,industria y comercio,p,pagos web,2022,11,1437933456,2022-11-01
banco de bogota,industria y comercio,p,pagos web,2022,12,2031467176,2022-12-01
banco de bogota,industria y comercio,p,pagos web,2023,1,378559472,2023-01-01
banco de bogota,industria y comercio,p,pagos web,2023,2,86138223,2023-02-01
banco de bogota,industria y comercio,p,pagos web,2023,3,959644716,2023-03-01
banco de bogota,industria y comercio,p,pagos web,2023,4,1898011181,2023-04-01
banco de bogota,industria y comercio,p,pagos web,2023,5,3695509749,2023-05-01
banco de bogota,industria y comercio,p,pagos web,2023,6,653242505,2023-06-01
banco de bogota,industria y comercio,p,pagos web,2023,7,2920325429,2023-07-01
banco de bogota,industria y comercio,p,pagos web,2023,8,223207913,2023-08-01
banco de bogota,industria y comercio,p,pagos web,2023,9,3822462589,2023-09-01
banco de bogota,industria y comercio,p,pagos web,2023,10,192833055,2023-10-01
banco de bogota,industria y comercio,p,pagos web,2023,11,3190598420,2023-11-01
banco de bogota,industria y comercio,p,pagos web,2023,12,2077194772,2023-12-01
banco de bogota,industria y comercio,w,pagos web,2023,7,9872448,2023-07-01
banco de bogota,industria y comercio,w,pagos web,2023,10,1000294,2023-10-01
banco de bogota,industria y comercio,w,pagos web,2023,11,207257,2023-11-01
banco de bogota,ingresos no tributarios,n,pagos web,2022,11,26655469,2022-11-01
banco de bogota,ingresos no tributarios,n,pagos web,2023,6,3859,2023-06-01
banco de bogota,ingresos no tributarios,n,pagos web,2023,10,27108641,2023-10-01
banco de bogota,ingresos no tributarios,p,pagos web,2020,4,58517,2020-04-01
banco de bogota,ingresos no tributarios,p,pagos web,2020,5,611182,2020-05-01
banco de bogota,ingresos no tributarios,p,pagos web,2020,6,999393,2020-06-01
banco de bogota,ingresos no tributarios,p,pagos web,2020,7,343000,2020-07-01
banco de bogota,ingresos no tributarios,p,pagos web,2020,9,157548,2020-09-01
banco de bogota,ingresos no tributarios,p,pagos web,2020,10,214462,2020-10-01
banco de bogota,ingresos no tributarios,p,pagos web,2020,11,279468,2020-11-01
banco de bogota,ingresos no tributarios,p,pagos web,2021,2,343000,2021-02-01
banco de bogota,ingresos no tributarios,p,pagos web,2021,3,167331,2021-03-01
banco de bogota,ingresos no tributarios,p,pagos web,2021,4,386149,2021-04-01
banco de bogota,ingresos no tributarios,p,pagos web,2021,5,520014,2021-05-01
banco de bogota,ingresos no tributarios,p,pagos web,2021,6,570149,2021-06-01
banco de bogota,ingresos no tributarios,p,pagos web,2021,7,933410,2021-07-01
banco de bogota,ingresos no tributarios,p,pagos web,2021,9,623974,2021-09-01
banco de bogota,ingresos no tributarios,p,pagos web,2021,10,2347849,2021-10-01
banco de bogota,ingresos no tributarios,p,pagos web,2021,11,19521084,2021-11-01
banco de bogota,ingresos no tributarios,p,pagos web,2021,12,5448006,2021-12-01
banco de bogota,ingresos no tributarios,p,pagos web,2022,1,540609,2022-01-01
banco de bogota,ingresos no tributarios,p,pagos web,2022,2,30501753,2022-02-01
banco de bogota,ingresos no tributarios,p,pagos web,2022,3,7748600,2022-03-01
banco de bogota,ingresos no tributarios,p,pagos web,2022,4,9676083,2022-04-01
banco de bogota,ingresos no tributarios,p,pagos web,2022,5,161460,2022-05-01
banco de bogota,ingresos no tributarios,p,pagos web,2022,6,11947259,2022-06-01
banco de bogota,ingresos no tributarios,p,pagos web,2022,7,34424291,2022-07-01
banco de bogota,ingresos no tributarios,p,pagos web,2022,8,1785546,2022-08-01
banco de bogota,ingresos no tributarios,p,pagos web,2022,9,2289800,2022-09-01
banco de bogota,ingresos no tributarios,p,pagos web,2022,10,172403328,2022-10-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,1,2017285,2023-01-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,2,440797,2023-02-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,3,8492346,2023-03-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,4,6521469,2023-04-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,5,440797,2023-05-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,6,5915207,2023-06-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,7,864797,2023-07-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,8,848000,2023-08-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,9,3240536,2023-09-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,10,881072,2023-10-01
banco de bogota,ingresos no tributarios,p,pagos web,2023,11,863883,2023-11-01
banco de bogota,movilidad,n,pagos web,2022,10,5946400,2022-10-01
banco de bogota,movilidad,n,pagos web,2022,12,22669900,2022-12-01
banco de bogota,movilidad,n,pagos web,2023,2,1270700,2023-02-01
banco de bogota,movilidad,n,pagos web,2023,5,4159800,2023-05-01
banco de bogota,movilidad,n,pagos web,2023,8,2282300,2023-08-01
banco de bogota,movilidad,n,pagos web,2023,10,2541400,2023-10-01
banco de bogota,movilidad,n,pagos web,2023,12,15247100,2023-12-01
banco de bogota,movilidad,p,pagos web,2021,3,687600,2021-03-01
banco de bogota,movilidad,p,pagos web,2021,7,2077800,2021-07-01
banco de bogota,movilidad,p,pagos web,2021,8,22405640,2021-08-01
banco de bogota,movilidad,p,pagos web,2021,9,13026180,2021-09-01
banco de bogota,movilidad,p,pagos web,2021,10,3597600,2021-10-01
banco de bogota,movilidad,p,pagos web,2021,11,6842500,2021-11-01
banco de bogota,movilidad,p,pagos web,2021,12,49063080,2021-12-01
banco de bogota,movilidad,p,pagos web,2022,1,19765900,2022-01-01
banco de bogota,movilidad,p,pagos web,2022,2,9163900,2022-02-01
banco de bogota,movilidad,p,pagos web,2022,3,26855100,2022-03-01
banco de bogota,movilidad,p,pagos web,2022,4,39449100,2022-04-01
banco de bogota,movilidad,p,pagos web,2022,5,22458500,2022-05-01
banco de bogota,movilidad,p,pagos web,2022,6,24004000,2022-06-01
banco de bogota,movilidad,p,pagos web,2022,7,24933000,2022-07-01
banco de bogota,movilidad,p,pagos web,2022,8,2073000,2022-08-01
banco de bogota,movilidad,p,pagos web,2022,9,5353000,2022-09-01
banco de bogota,movilidad,p,pagos web,2022,10,16251400,2022-10-01
banco de bogota,movilidad,p,pagos web,2022,11,3429900,2022-11-01
banco de bogota,movilidad,p,pagos web,2022,12,29001100,2022-12-01
banco de bogota,movilidad,p,pagos web,2023,2,5986100,2023-02-01
banco de bogota,movilidad,p,pagos web,2023,3,2926900,2023-03-01
banco de bogota,movilidad,p,pagos web,2023,4,27784800,2023-04-01
banco de bogota,movilidad,p,pagos web,2023,6,2427200,2023-06-01
banco de bogota,movilidad,p,pagos web,2023,8,2372600,2023-08-01
banco de bogota,movilidad,p,pagos web,2023,9,1156500,2023-09-01
banco de bogota,movilidad,p,pagos web,2023,10,938600,2023-10-01
banco de bogota,movilidad,p,pagos web,2023,11,3113400,2023-11-01
