"contrato;periodo;mes;nombre_banco;tipo_archivo_recaudo;total_recaudo;total_transacciones;periodo_mes"
"industria y comercio;2023;5;av villas;presencial;415217949;154;2023/5"
"industria y comercio;2023;5;bancolombia;presencial;83280905568;10662;2023/5"
"industria y comercio;2023;5;bancolombia;virtual;89900670;57;2023/5"
"industria y comercio;2023;5;bancolombia;virtual;2142379073;2316;2023/5"
"industria y comercio;2023;5;bancolombia;virtual;1143572364;560;2023/5"
"industria y comercio;2023;5;bancolombia;virtual;50814174740;8838;2023/5"
"industria y comercio;2023;5;bancolombia;virtual;1009733262;383;2023/5"
"industria y comercio;2023;5;bbva;presencial;12161863975;179;2023/5"
"industria y comercio;2023;5;bbva;virtual;5784464297;341;2023/5"
"industria y comercio;2023;5;bogota;presencial;43515688189;789;2023/5"
"industria y comercio;2023;5;bogota;virtual;16101203354;1805;2023/5"
"industria y comercio;2023;5;caja social;presencial;117450963;113;2023/5"
"industria y comercio;2023;5;cfa;presencial;5830069;10;2023/5"
"industria y comercio;2023;5;colpatria;presencial;68230176;77;2023/5"
"industria y comercio;2023;5;confiar;presencial;296494943;211;2023/5"
"industria y comercio;2023;5;coofinep;presencial;22915590;46;2023/5"
"industria y comercio;2023;5;cotrafa;presencial;274373703;516;2023/5"
"industria y comercio;2023;5;cruce cuentas;presencial;37283669;4;2023/5"
"industria y comercio;2023;5;davivienda;presencial;6279158589;977;2023/5"
"industria y comercio;2023;5;occidente;presencial;8593370362;700;2023/5"
"industria y comercio;2023;5;occidente;virtual;244869315;113;2023/5"
"industria y comercio;2023;5;occidente;virtual;2869696598;313;2023/5"
"industria y comercio;2023;5;occidente;virtual;366979779;179;2023/5"
"industria y comercio;2023;5;sudameris;presencial;4394706573;1808;2023/5"
"ingresos no tributarios;2023;5;agrario;presencial;597917;1;2023/5"
"ingresos no tributarios;2023;5;av villas;presencial;3714026;5;2023/5"
"ingresos no tributarios;2023;5;bancolombia;presencial;374829840;208;2023/5"
"ingresos no tributarios;2023;5;bancolombia;virtual;2186478;8;2023/5"
"ingresos no tributarios;2023;5;bancolombia;virtual;789032;2;2023/5"
"ingresos no tributarios;2023;5;bancolombia;virtual;2754508;1;2023/5"
"ingresos no tributarios;2023;5;bogota;presencial;5156755;6;2023/5"
"ingresos no tributarios;2023;5;bogota;virtual;23847910;25;2023/5"
"ingresos no tributarios;2023;5;caja social;presencial;5656992;3;2023/5"
"ingresos no tributarios;2023;5;cfa;presencial;1224729;1;2023/5"
"ingresos no tributarios;2023;5;colpatria;presencial;1491530;3;2023/5"
"ingresos no tributarios;2023;5;confiar;presencial;395526;1;2023/5"
"ingresos no tributarios;2023;5;davivienda;presencial;61961629;69;2023/5"
"ingresos no tributarios;2023;5;occidente;presencial;5171414;15;2023/5"
"ingresos no tributarios;2023;5;occidente;virtual;239184;2;2023/5"
"ingresos no tributarios;2023;5;occidente;virtual;337473;1;2023/5"
"movilidad;2023;5;agrario;presencial;14494623;4;2023/5"
"movilidad;2023;5;bancolombia;presencial;903052676;1221;2023/5"
"movilidad;2023;5;bancolombia;virtual;2946500;10;2023/5"
"movilidad;2023;5;bancolombia;virtual;268500;1;2023/5"
"movilidad;2023;5;bancolombia;virtual;274000;1;2023/5"
"movilidad;2023;5;bbva;presencial;192496;1;2023/5"
"movilidad;2023;5;bogota;virtual;237013300;79;2023/5"
"movilidad;2023;5;cotrafa;presencial;2633906728;8481;2023/5"
"movilidad;2023;5;davivienda;presencial;2819678797;14636;2023/5"
"movilidad;2023;5;popular;presencial;7142602789;22719;2023/5"
"multas codigo de policia;2023;5;bancolombia;presencial;115901173;411;2023/5"
"multas codigo de policia;2023;5;davivienda;presencial;3789889;1;2023/5"
"otros ingresos;2023;5;bancolombia;presencial;203462672;62;2023/5"
"otros ingresos;2023;5;bogota;presencial;178600475799;2;2023/5"
"otros ingresos;2023;5;bogota;virtual;677510237;6;2023/5"
"otros ingresos;2023;5;colpatria;presencial;2717505;1;2023/5"
"otros ingresos;2023;5;cotrafa;presencial;229625;4;2023/5"
"otros ingresos;2023;5;cruce cuentas;presencial;9729029;16;2023/5"
"otros ingresos;2023;5;davivienda;presencial;226855905;4;2023/5"
"otros ingresos;2023;5;occidente;presencial;50002702368;6;2023/5"
"otros ingresos;2023;5;sudameris;presencial;70000000000;1;2023/5"
"pot.;2023;5;bancolombia;presencial;278906855;57;2023/5"
"pot.;2023;5;bogota;presencial;904852;1;2023/5"
"pot.;2023;5;caja social;presencial;2767854;3;2023/5"
"pot.;2023;5;confiar;presencial;2277438;10;2023/5"
"pot.;2023;5;davivienda;presencial;491711780;95;2023/5"
"pot.;2023;5;occidente;presencial;2640077;2;2023/5"
"pot.;2023;5;sudameris;presencial;764056;2;2023/5"
"publicidad exterior visual;2023;5;bancolombia;presencial;23206868;20;2023/5"
"publicidad exterior visual;2023;5;bancolombia;virtual;1405000;6;2023/5"
"publicidad exterior visual;2023;5;bancolombia;virtual;151000;1;2023/5"
"publicidad exterior visual;2023;5;bogota;presencial;6446548;3;2023/5"
"publicidad exterior visual;2023;5;bogota;virtual;139929509;139;2023/5"
"publicidad exterior visual;2023;5;cotrafa;presencial;3924899;1;2023/5"
"publicidad exterior visual;2023;5;davivienda;presencial;7571000;2;2023/5"
"publicidad exterior visual;2023;5;occidente;virtual;473000;1;2023/5"
"publicidad exterior visual;2023;5;occidente;virtual;4170000;2;2023/5"
"recursos fonset;2023;5;bbva;presencial;66127000;2;2023/5"
"recursos fonset;2023;5;bbva;virtual;8466049365;99;2023/5"
"rendimientos financieros y recursos no ejecutados;2023;5;bancolombia;presencial;1718112459;48;2023/5"
"rendimientos financieros y recursos no ejecutados;2023;5;bancolombia;virtual;7049517;5;2023/5"
"rendimientos financieros y recursos no ejecutados;2023;5;bbva;presencial;239740585;16;2023/5"
"rendimientos financieros y recursos no ejecutados;2023;5;bogota;presencial;11935422;3;2023/5"
"rendimientos financieros y recursos no ejecutados;2023;5;bogota;virtual;11574269067;355;2023/5"
"rendimientos financieros y recursos no ejecutados;2023;5;caja social;presencial;2005666;1;2023/5"
"rendimientos financieros y recursos no ejecutados;2023;5;cruce cuentas;presencial;3192000;1;2023/5"
"rendimientos financieros y recursos no ejecutados;2023;5;davivienda;presencial;155938871;7;2023/5"
"rendimientos financieros y recursos no ejecutados;2023;5;occidente;presencial;9914311989;40;2023/5"
"rendimientos financieros y recursos no ejecutados;2023;5;occidente;virtual;7932424;2;2023/5"
"rentas contractuales;2023;5;agrario;presencial;42138060;23;2023/5"
"rentas contractuales;2023;5;bancolombia;presencial;4679540388;368;2023/5"
"rentas contractuales;2023;5;bancolombia;virtual;12037141;36;2023/5"
"rentas contractuales;2023;5;bancolombia;virtual;365662;2;2023/5"
"rentas contractuales;2023;5;bancolombia;virtual;127317979;28;2023/5"
"rentas contractuales;2023;5;bbva;presencial;6130769;3;2023/5"
"rentas contractuales;2023;5;bogota;presencial;373581568;35;2023/5"
"rentas contractuales;2023;5;bogota;virtual;294635;1;2023/5"
"rentas contractuales;2023;5;caja social;presencial;2447318;7;2023/5"
"rentas contractuales;2023;5;colpatria;presencial;91035;1;2023/5"
"rentas contractuales;2023;5;confiar;presencial;728260;4;2023/5"
"rentas contractuales;2023;5;cotrafa;presencial;2433166;5;2023/5"
"rentas contractuales;2023;5;davivienda;presencial;28181802;40;2023/5"
"rentas contractuales;2023;5;occidente;presencial;33124827;57;2023/5"
"rentas contractuales;2023;5;occidente;virtual;337844;2;2023/5"
"retencion ica;2023;5;bancolombia;presencial;15556000;15;2023/5"
"retencion ica;2023;5;bancolombia;virtual;460000;7;2023/5"
"retencion ica;2023;5;bancolombia;virtual;9908000;6;2023/5"
"retencion ica;2023;5;bancolombia;virtual;2482400395;538;2023/5"
"retencion ica;2023;5;bancolombia;virtual;6023907;4;2023/5"
"retencion ica;2023;5;bbva;presencial;266821656;9;2023/5"
"retencion ica;2023;5;bbva;virtual;109714638;47;2023/5"
"retencion ica;2023;5;bogota;presencial;162190000;6;2023/5"
"retencion ica;2023;5;bogota;virtual;4827074252;229;2023/5"
"retencion ica;2023;5;confiar;presencial;9208000;6;2023/5"
"retencion ica;2023;5;davivienda;presencial;807117000;3;2023/5"
"retencion ica;2023;5;occidente;presencial;118309000;12;2023/5"
"retencion ica;2023;5;occidente;virtual;427000;1;2023/5"
"retencion ica;2023;5;occidente;virtual;204855209;71;2023/5"
"retencion ica;2023;5;occidente;virtual;3026000;4;2023/5"
"retencion ica;2023;5;sudameris;presencial;20668000;2;2023/5"
"servicios;2023;5;av villas;presencial;1523199;68;2023/5"
"servicios;2023;5;bancolombia;presencial;9405193;820;2023/5"
"servicios;2023;5;bancolombia;virtual;19281;2;2023/5"
"servicios;2023;5;bancolombia;virtual;12854;1;2023/5"
"servicios;2023;5;bbva;presencial;19281;3;2023/5"
"servicios;2023;5;bogota;presencial;922626;43;2023/5"
"servicios;2023;5;bogota;virtual;19281;2;2023/5"
"servicios;2023;5;caja social;presencial;179956;10;2023/5"
"servicios;2023;5;colpatria;presencial;12854;2;2023/5"
"servicios;2023;5;cotrafa;presencial;51416;2;2023/5"
"servicios;2023;5;davivienda;presencial;495761;15;2023/5"
"servicios;2023;5;occidente;presencial;469074;29;2023/5"
"servicios;2023;5;occidente;virtual;12854;1;2023/5"
"servicios;2023;5;sudameris;presencial;25708;2;2023/5"
"sobretasa a la gasolina;2023;5;cruce cuentas;presencial;6546587000;4;2023/5"
"sobretasa a la gasolina;2023;5;popular;presencial;5563929000;4;2023/5"
"tasa pro deporte;2023;5;bbva;presencial;1401701337;154;2023/5"
"transferencias;2023;5;bogota;virtual;3982465171;46;2023/5"
"alumbrado publico;2023;6;av villas;presencial;2312043;37;2023/6"
"alumbrado publico;2023;6;bancolombia;presencial;432411777;2490;2023/6"
"alumbrado publico;2023;6;bancolombia;virtual;230661;2;2023/6"
"alumbrado publico;2023;6;bancolombia;virtual;2160414;25;2023/6"
"alumbrado publico;2023;6;bancolombia;virtual;574358;7;2023/6"
"alumbrado publico;2023;6;bancolombia;virtual;63546220;48;2023/6"
"alumbrado publico;2023;6;bancolombia;virtual;3755517;8;2023/6"
"alumbrado publico;2023;6;bbva;presencial;4656931;42;2023/6"
"alumbrado publico;2023;6;bbva;virtual;965000;2;2023/6"
"alumbrado publico;2023;6;bogota;presencial;223415339;201;2023/6"
"alumbrado publico;2023;6;bogota;virtual;1580792;20;2023/6"
"alumbrado publico;2023;6;caja social;presencial;1183825;15;2023/6"
"alumbrado publico;2023;6;cfa;presencial;511966;4;2023/6"
"alumbrado publico;2023;6;colpatria;presencial;4629066;8;2023/6"
"alumbrado publico;2023;6;confiar;presencial;7044716;87;2023/6"
"alumbrado publico;2023;6;coofinep;presencial;216050;6;2023/6"
"alumbrado publico;2023;6;cotrafa;presencial;16883738;191;2023/6"
"alumbrado publico;2023;6;cruce cuentas;presencial;13418023832;6;2023/6"
"alumbrado publico;2023;6;davivienda;presencial;48873935;189;2023/6"
"alumbrado publico;2023;6;occidente;presencial;214436435;198;2023/6"
"aprov.esp.pub;2023;6;bancolombia;presencial;93292357;146;2023/6"
"aprov.esp.pub;2023;6;bogota;presencial;221551664;111;2023/6"
"aprov.esp.pub;2023;6;bogota;virtual;6909295;5;2023/6"
"aprov.esp.pub;2023;6;caja social;presencial;7796592;44;2023/6"
"aprov.esp.pub;2023;6;confiar;presencial;1008391;3;2023/6"
"aprov.esp.pub;2023;6;cotrafa;presencial;2350012;6;2023/6"
"aprov.esp.pub;2023;6;davivienda;presencial;3012467;11;2023/6"
"aprov.esp.pub;2023;6;occidente;presencial;514789;4;2023/6"
"circulacion y transito;2023;6;av villas;presencial;2382751;26;2023/6"
"circulacion y transito;2023;6;bancolombia;presencial;125479590;1338;2023/6"
"circulacion y transito;2023;6;bancolombia;virtual;1701988;9;2023/6"
"circulacion y transito;2023;6;bancolombia;virtual;8683075;16;2023/6"
"circulacion y transito;2023;6;bancolombia;virtual;1021220;3;2023/6"
"circulacion y transito;2023;6;bbva;presencial;76988952;33;2023/6"
"circulacion y transito;2023;6;bogota;presencial;8602253;67;2023/6"
"circulacion y transito;2023;6;bogota;virtual;483710;3;2023/6"
"circulacion y transito;2023;6;caja social;presencial;862812;7;2023/6"
"circulacion y transito;2023;6;cfa;presencial;61910;2;2023/6"
"circulacion y transito;2023;6;colpatria;presencial;104226;2;2023/6"
"circulacion y transito;2023;6;confiar;presencial;3573497;70;2023/6"
"circulacion y transito;2023;6;cotrafa;presencial;1644422;20;2023/6"
"circulacion y transito;2023;6;davivienda;presencial;3215317188;251;2023/6"
"circulacion y transito;2023;6;occidente;presencial;9357512;141;2023/6"
"cuotas partes jubilatorias;2023;6;davivienda;presencial;260279745;35;2023/6"
"deguello de ganado;2023;6;bancolombia;virtual;390415400;2;2023/6"
"delineacion urbana;2023;6;av villas;presencial;21769150;6;2023/6"
"delineacion urbana;2023;6;bancolombia;presencial;1882393880;192;2023/6"
"delineacion urbana;2023;6;bancolombia;virtual;13488420;2;2023/6"
"delineacion urbana;2023;6;bancolombia;virtual;3648457;6;2023/6"
"delineacion urbana;2023;6;bancolombia;virtual;25076520;2;2023/6"
"delineacion urbana;2023;6;bancolombia;virtual;5546118649;22;2023/6"
"delineacion urbana;2023;6;bancolombia;virtual;63795616;6;2023/6"
"delineacion urbana;2023;6;bbva;presencial;16313220;1;2023/6"
"delineacion urbana;2023;6;bogota;presencial;103157630;1;2023/6"
"delineacion urbana;2023;6;bogota;virtual;1292171575;4;2023/6"
"delineacion urbana;2023;6;caja social;presencial;545700;1;2023/6"
"delineacion urbana;2023;6;colpatria;presencial;3970770;10;2023/6"
"delineacion urbana;2023;6;confiar;presencial;268570;2;2023/6"
"delineacion urbana;2023;6;cotrafa;presencial;195810;1;2023/6"
"delineacion urbana;2023;6;davivienda;presencial;13673530;12;2023/6"
"delineacion urbana;2023;6;occidente;presencial;1827106320;7;2023/6"
"espectaculos publicos;2023;6;bancolombia;virtual;262455651;3;2023/6"
"espectaculos publicos;2023;6;bogota;virtual;980115034;3;2023/6"
"espectaculos publicos;2023;6;davivienda;presencial;100128552;1;2023/6"
"espectaculos publicos;2023;6;occidente;virtual;119016321;3;2023/6"
"estampilla procultura;2023;6;bbva;presencial;9253000;1;2023/6"
"estampilla procultura;2023;6;bogota;virtual;197553000;11;2023/6"
"estampilla procultura;2023;6;cruce cuentas;presencial;145000;1;2023/6"
"impuesto predial;2023;6;agrario;presencial;88015936;26;2023/6"
"impuesto predial;2023;6;av villas;presencial;1025172620;2219;2023/6"
"impuesto predial;2023;6;bancolombia;presencial;29279253424;83285;2023/6"
"impuesto predial;2023;6;bancolombia;virtual;433416802;368;2023/6"
"impuesto predial;2023;6;bancolombia;virtual;4068879713;8561;2023/6"
"impuesto predial;2023;6;bancolombia;virtual;2766049916;2755;2023/6"
"impuesto predial;2023;6;bancolombia;virtual;11648143197;11928;2023/6"
"impuesto predial;2023;6;bancolombia;virtual;2579327598;2518;2023/6"
"impuesto predial;2023;6;bbva;presencial;830395573;1131;2023/6"
"impuesto predial;2023;6;bbva;virtual;494508045;484;2023/6"
"impuesto predial;2023;6;bogota;presencial;1267260105;3289;2023/6"
"impuesto predial;2023;6;bogota;virtual;2325857700;3120;2023/6"
"impuesto predial;2023;6;caja social;presencial;521811580;1621;2023/6"
"impuesto predial;2023;6;cfa;presencial;69410244;309;2023/6"
"impuesto predial;2023;6;colpatria;presencial;311508804;693;2023/6"
"impuesto predial;2023;6;confiar;presencial;544510137;2290;2023/6"
"impuesto predial;2023;6;coofinep;presencial;85584330;476;2023/6"
"impuesto predial;2023;6;cotrafa;presencial;1120389088;6525;2023/6"
"impuesto predial;2023;6;cruce cuentas;presencial;162982093;19;2023/6"
"impuesto predial;2023;6;davivienda;presencial;8540039099;7752;2023/6"
"impuesto predial;2023;6;occidente;presencial;1472949651;2221;2023/6"
"impuesto predial;2023;6;occidente;virtual;230821998;85;2023/6"
"impuesto predial;2023;6;sudameris;presencial;133944730;244;2023/6"
"impuesto telefonico;2023;6;av villas;presencial;153294;5;2023/6"
"impuesto telefonico;2023;6;bancolombia;presencial;10195430;365;2023/6"
"impuesto telefonico;2023;6;bancolombia;virtual;253445;9;2023/6"
"impuesto telefonico;2023;6;bancolombia;virtual;243661;3;2023/6"
"impuesto telefonico;2023;6;bbva;presencial;953402;5;2023/6"
"impuesto telefonico;2023;6;bogota;presencial;2017598;23;2023/6"
"impuesto telefonico;2023;6;bogota;virtual;144401521;34;2023/6"
"impuesto telefonico;2023;6;caja social;presencial;222138;5;2023/6"
"impuesto telefonico;2023;6;cfa;presencial;3974;1;2023/6"
"impuesto telefonico;2023;6;colpatria;presencial;39619;3;2023/6"
"impuesto telefonico;2023;6;confiar;presencial;24165;4;2023/6"
"impuesto telefonico;2023;6;cotrafa;presencial;755892;10;2023/6"
"impuesto telefonico;2023;6;cruce cuentas;presencial;1624637;2;2023/6"
"impuesto telefonico;2023;6;davivienda;presencial;1208648345;19;2023/6"
"impuesto telefonico;2023;6;occidente;presencial;602392548;18;2023/6"
"industria y comercio;2023;6;agrario;presencial;24119619;4;2023/6"
"industria y comercio;2023;6;av villas;presencial;83592136;106;2023/6"
"industria y comercio;2023;6;bancolombia;presencial;8167022597;7059;2023/6"
"industria y comercio;2023;6;bancolombia;virtual;49865274;33;2023/6"
"industria y comercio;2023;6;bancolombia;virtual;1008044364;1209;2023/6"
"industria y comercio;2023;6;bancolombia;virtual;552455067;328;2023/6"
"industria y comercio;2023;6;bancolombia;virtual;14496157555;3597;2023/6"
"industria y comercio;2023;6;bancolombia;virtual;487729403;253;2023/6"
"industria y comercio;2023;6;bbva;presencial;324901562;69;2023/6"
"industria y comercio;2023;6;bbva;virtual;584748936;90;2023/6"
"industria y comercio;2023;6;bogota;presencial;2700596938;338;2023/6"
"industria y comercio;2023;6;bogota;virtual;2798003709;608;2023/6"
"industria y comercio;2023;6;caja social;presencial;112546521;91;2023/6"
"industria y comercio;2023;6;cfa;presencial;1083386;8;2023/6"
"industria y comercio;2023;6;colpatria;presencial;151693626;79;2023/6"
"industria y comercio;2023;6;confiar;presencial;68303774;121;2023/6"
"industria y comercio;2023;6;coofinep;presencial;18253343;40;2023/6"
"industria y comercio;2023;6;cotrafa;presencial;187529702;389;2023/6"
"industria y comercio;2023;6;cruce cuentas;presencial;762349663;13;2023/6"
"industria y comercio;2023;6;davivienda;presencial;2769281042;664;2023/6"
"industria y comercio;2023;6;occidente;presencial;389450473;198;2023/6"
"industria y comercio;2023;6;occidente;virtual;336304394;77;2023/6"
"industria y comercio;2023;6;sudameris;presencial;1863739590;1906;2023/6"
"ingresos no tributarios;2023;6;av villas;presencial;3975307;6;2023/6"
"ingresos no tributarios;2023;6;bancolombia;presencial;167609503;195;2023/6"
"ingresos no tributarios;2023;6;bancolombia;virtual;4460715;12;2023/6"
"ingresos no tributarios;2023;6;bancolombia;virtual;822086;4;2023/6"
"ingresos no tributarios;2023;6;bancolombia;virtual;403297;1;2023/6"
"ingresos no tributarios;2023;6;bbva;presencial;382853;1;2023/6"
"ingresos no tributarios;2023;6;bogota;presencial;1023106;2;2023/6"
"ingresos no tributarios;2023;6;bogota;virtual;77093621;54;2023/6"
"ingresos no tributarios;2023;6;caja social;presencial;1147521;3;2023/6"
"ingresos no tributarios;2023;6;colpatria;presencial;1174415;1;2023/6"
"ingresos no tributarios;2023;6;cotrafa;presencial;24306;2;2023/6"
"ingresos no tributarios;2023;6;davivienda;presencial;58105169;76;2023/6"
"ingresos no tributarios;2023;6;occidente;presencial;3552035;10;2023/6"
"movilidad;2023;6;agrario;presencial;11609186;6;2023/6"
"movilidad;2023;6;bancolombia;presencial;773821571;1182;2023/6"
"movilidad;2023;6;bancolombia;virtual;7895100;19;2023/6"
"movilidad;2023;6;bancolombia;virtual;548000;2;2023/6"
"movilidad;2023;6;bbva;presencial;577996;2;2023/6"
"movilidad;2023;6;bogota;presencial;2459203;1;2023/6"
"movilidad;2023;6;bogota;virtual;174039700;80;2023/6"
"movilidad;2023;6;cotrafa;presencial;2799562484;8603;2023/6"
"movilidad;2023;6;davivienda;presencial;2654339477;18008;2023/6"
"movilidad;2023;6;popular;presencial;7471771708;22311;2023/6"
"multas codigo de policia;2023;6;bancolombia;presencial;117714302;427;2023/6"
"multas codigo de policia;2023;6;davivienda;presencial;3789889;1;2023/6"
"otros ingresos;2023;6;agrario;presencial;752312;3;2023/6"
"otros ingresos;2023;6;bancolombia;presencial;272832223;40;2023/6"
"otros ingresos;2023;6;bancolombia;virtual;141700;1;2023/6"
"otros ingresos;2023;6;bogota;presencial;34421352198;2;2023/6"
"otros ingresos;2023;6;bogota;virtual;682374704;147;2023/6"
"otros ingresos;2023;6;colpatria;presencial;50000000000;1;2023/6"
"otros ingresos;2023;6;cotrafa;presencial;114812;2;2023/6"
"otros ingresos;2023;6;cruce cuentas;presencial;60429290246;54;2023/6"
"otros ingresos;2023;6;davivienda;presencial;453196674;7;2023/6"
"otros ingresos;2023;6;occidente;presencial;17191932;17;2023/6"
"otros ingresos;2023;6;sudameris;presencial;40102662098;5;2023/6"
"pot.;2023;6;bancolombia;presencial;485247213;70;2023/6"
"pot.;2023;6;caja social;presencial;873600;2;2023/6"
"pot.;2023;6;colpatria;presencial;763266;2;2023/6"
"pot.;2023;6;confiar;presencial;2413227;11;2023/6"
"pot.;2023;6;cruce cuentas;presencial;17361947;1;2023/6"
"pot.;2023;6;davivienda;presencial;436569062;89;2023/6"
"publicidad exterior visual;2023;6;bancolombia;presencial;27758592;23;2023/6"
"publicidad exterior visual;2023;6;bancolombia;virtual;2530000;5;2023/6"
"publicidad exterior visual;2023;6;bancolombia;virtual;1886000;2;2023/6"
"publicidad exterior visual;2023;6;bancolombia;virtual;3471000;3;2023/6"
"publicidad exterior visual;2023;6;bogota;presencial;31734303;13;2023/6"
"publicidad exterior visual;2023;6;bogota;virtual;208906957;182;2023/6"
"publicidad exterior visual;2023;6;davivienda;presencial;35241065;8;2023/6"
"publicidad exterior visual;2023;6;sudameris;presencial;6814000;1;2023/6"
"recursos fonset;2023;6;bbva;presencial;84041000;1;2023/6"
"recursos fonset;2023;6;bbva;virtual;7300990861;107;2023/6"
"rendimientos financieros y recursos no ejecutados;2023;6;bancolombia;presencial;15168016315;34;2023/6"
"rendimientos financieros y recursos no ejecutados;2023;6;bancolombia;virtual;2804481;5;2023/6"
"rendimientos financieros y recursos no ejecutados;2023;6;bbva;presencial;37240502;11;2023/6"
"rendimientos financieros y recursos no ejecutados;2023;6;bogota;presencial;7599338;5;2023/6"
"rendimientos financieros y recursos no ejecutados;2023;6;bogota;virtual;22604843783;331;2023/6"
"rendimientos financieros y recursos no ejecutados;2023;6;davivienda;presencial;769560685;8;2023/6"
"rendimientos financieros y recursos no ejecutados;2023;6;occidente;presencial;175014757;33;2023/6"
"rendimientos financieros y recursos no ejecutados;2023;6;popular;presencial;19635335744;2;2023/6"
"rentas contractuales;2023;6;agrario;presencial;54124897;5;2023/6"
"rentas contractuales;2023;6;bancolombia;presencial;4680645783;364;2023/6"
"rentas contractuales;2023;6;bancolombia;virtual;10590345;25;2023/6"
"rentas contractuales;2023;6;bancolombia;virtual;380174;2;2023/6"
"rentas contractuales;2023;6;bancolombia;virtual;35791892;35;2023/6"
"rentas contractuales;2023;6;bancolombia;virtual;224936;1;2023/6"
"rentas contractuales;2023;6;bbva;presencial;6163452;4;2023/6"
"rentas contractuales;2023;6;bogota;presencial;95093338;31;2023/6"
"rentas contractuales;2023;6;bogota;virtual;1599048;7;2023/6"
"rentas contractuales;2023;6;caja social;presencial;4439489;8;2023/6"
"rentas contractuales;2023;6;confiar;presencial;6261765;6;2023/6"
"rentas contractuales;2023;6;cotrafa;presencial;5550794;8;2023/6"
"rentas contractuales;2023;6;davivienda;presencial;25709352;37;2023/6"
"rentas contractuales;2023;6;occidente;presencial;35214918;52;2023/6"
"rentas contractuales;2023;6;occidente;virtual;142100599;5;2023/6"
"retencion ica;2023;6;bancolombia;virtual;20951520;10;2023/6"
"retencion ica;2023;6;bogota;virtual;3388120;2;2023/6"
"retencion ica;2023;6;occidente;virtual;991000;1;2023/6"
"servicios;2023;6;av villas;presencial;1536053;80;2023/6"
"servicios;2023;6;bancolombia;presencial;9877510;750;2023/6"
"servicios;2023;6;bancolombia;virtual;19554;2;2023/6"
"servicios;2023;6;bancolombia;virtual;32135;1;2023/6"
"servicios;2023;6;bbva;presencial;38562;3;2023/6"
"servicios;2023;6;bogota;presencial;518428;24;2023/6"
"servicios;2023;6;bogota;virtual;38562;2;2023/6"
"servicios;2023;6;caja social;presencial;38562;4;2023/6"
"servicios;2023;6;colpatria;presencial;12854;1;2023/6"
"servicios;2023;6;confiar;presencial;6427;1;2023/6"
"servicios;2023;6;cotrafa;presencial;38562;2;2023/6"
"servicios;2023;6;davivienda;presencial;423840;11;2023/6"
"servicios;2023;6;occidente;presencial;353184;42;2023/6"
"servicios;2023;6;sudameris;presencial;6427;1;2023/6"
"sobretasa a la gasolina;2023;6;cruce cuentas;presencial;7032645000;4;2023/6"
"sobretasa a la gasolina;2023;6;popular;presencial;5978402000;4;2023/6"
"tasa pro deporte;2023;6;bbva;presencial;1919451865;233;2023/6"
"tasa pro deporte;2023;6;cruce cuentas;presencial;551900;2;2023/6"
"transferencias;2023;6;bogota;virtual;3941245363;43;2023/6"
"alumbrado publico;2023;7;av villas;presencial;50000;1;2023/7"
"alumbrado publico;2023;7;bancolombia;presencial;90458620;313;2023/7"
"alumbrado publico;2023;7;bbva;presencial;1519000;10;2023/7"
"alumbrado publico;2023;7;bogota;presencial;28914774;25;2023/7"
"alumbrado publico;2023;7;caja social;presencial;88530;5;2023/7"
"alumbrado publico;2023;7;cfa;presencial;32344;2;2023/7"
"alumbrado publico;2023;7;colpatria;presencial;171133;3;2023/7"
"alumbrado publico;2023;7;confiar;presencial;244399;3;2023/7"
"alumbrado publico;2023;7;cotrafa;presencial;451637;5;2023/7"
"alumbrado publico;2023;7;cruce cuentas;presencial;7273524201;2;2023/7"
"alumbrado publico;2023;7;davivienda;presencial;19918130;57;2023/7"
"alumbrado publico;2023;7;occidente;presencial;170679040;47;2023/7"
"aprov.esp.pub;2023;7;bancolombia;presencial;95815303;137;2023/7"
"aprov.esp.pub;2023;7;bbva;presencial;35610876;2;2023/7"
"aprov.esp.pub;2023;7;bogota;presencial;248614046;146;2023/7"
"aprov.esp.pub;2023;7;bogota;virtual;2007483;3;2023/7"
"aprov.esp.pub;2023;7;caja social;presencial;7531179;41;2023/7"
"aprov.esp.pub;2023;7;colpatria;presencial;203391;1;2023/7"
"aprov.esp.pub;2023;7;confiar;presencial;357682;1;2023/7"
"aprov.esp.pub;2023;7;cotrafa;presencial;1537518;4;2023/7"
"aprov.esp.pub;2023;7;davivienda;presencial;3624345;13;2023/7"
"aprov.esp.pub;2023;7;occidente;presencial;808019;3;2023/7"
"circulacion y transito;2023;7;av villas;presencial;692414;5;2023/7"
"circulacion y transito;2023;7;bancolombia;presencial;108263931;1221;2023/7"
"circulacion y transito;2023;7;bbva;presencial;105443744;23;2023/7"
"circulacion y transito;2023;7;bogota;presencial;41987882;301;2023/7"
"circulacion y transito;2023;7;caja social;presencial;875088;5;2023/7"
"circulacion y transito;2023;7;confiar;presencial;3612769;43;2023/7"
"circulacion y transito;2023;7;cotrafa;presencial;2836198;25;2023/7"
"circulacion y transito;2023;7;davivienda;presencial;5291632613;143;2023/7"
"circulacion y transito;2023;7;occidente;presencial;8725093;104;2023/7"
"cuotas partes jubilatorias;2023;7;bancolombia;presencial;101215;1;2023/7"
"cuotas partes jubilatorias;2023;7;davivienda;presencial;64652066;31;2023/7"
"deguello de ganado;2023;7;bancolombia;virtual;363747100;2;2023/7"
