Banco,Contrato,Origen,Tipo archivo recaudo,periodo,Mes,Total recaudo,Total transacciones
bancolombia s.a.,delineación urbana,p,pagos web,2023,4,3614460,1
bancolombia s.a.,delineación urbana,p,pagos web,2023,5,18767800,1
bancolombia s.a.,delineación urbana,p,pagos web,2023,7,1273300,1
bancolombia s.a.,delineación urbana,p,pagos web,2023,8,10545920,1
bancolombia s.a.,delineación urbana,p,pagos web,2023,9,3878750,1
bancolombia s.a.,delineación urbana,p,pagos web,2023,10,4774340,2
bancolombia s.a.,delineación urbana,p,pagos web,2023,12,14244048,2
bancolombia s.a.,facilidades,a,pagos web,2021,1,93967,1
bancolombia s.a.,facilidades,a,pagos web,2021,3,93967,1
bancolombia s.a.,facilidades,a,pagos web,2021,4,93967,1
bancolombia s.a.,facilidades,a,pagos web,2021,5,93967,1
bancolombia s.a.,facilidades,a,pagos web,2021,6,528281,2
bancolombia s.a.,facilidades,a,pagos web,2021,7,93967,1
bancolombia s.a.,facilidades,a,pagos web,2021,8,93967,1
bancolombia s.a.,facilidades,a,pagos web,2021,9,93967,1
bancolombia s.a.,facilidades,a,pagos web,2021,10,93967,1
bancolombia s.a.,facilidades,a,pagos web,2021,11,2199188,3
bancolombia s.a.,facilidades,a,pagos web,2021,12,1415195,4
bancolombia s.a.,facilidades,a,pagos web,2022,7,67775,1
bancolombia s.a.,facilidades,a,pagos web,2022,8,67775,1
bancolombia s.a.,facilidades,a,pagos web,2022,10,469086,3
bancolombia s.a.,facilidades,a,pagos web,2022,11,294090,1
bancolombia s.a.,facilidades,a,pagos web,2022,12,507519,2
bancolombia s.a.,facilidades,a,pagos web,2023,1,294090,1
bancolombia s.a.,facilidades,a,pagos web,2023,2,3255608,6
bancolombia s.a.,facilidades,a,pagos web,2023,3,295338,1
bancolombia s.a.,facilidades,a,pagos web,2023,4,2038135,4
bancolombia s.a.,facilidades,a,pagos web,2023,5,4089094,5
bancolombia s.a.,facilidades,a,pagos web,2023,6,2731795,3
bancolombia s.a.,facilidades,a,pagos web,2023,8,2396475,3
bancolombia s.a.,facilidades,a,pagos web,2023,9,894574,1
bancolombia s.a.,facilidades,a,pagos web,2023,10,1771908,2
bancolombia s.a.,facilidades,a,pagos web,2023,11,1689560,1
bancolombia s.a.,facilidades,a,pagos web,2023,12,968688,1
bancolombia s.a.,facilidades,n,pagos web,2022,10,1409474,7
bancolombia s.a.,facilidades,n,pagos web,2022,11,662038,4
bancolombia s.a.,facilidades,n,pagos web,2022,12,1493075,6
bancolombia s.a.,facilidades,n,pagos web,2023,1,1400762,4
bancolombia s.a.,facilidades,n,pagos web,2023,2,52485838,28
bancolombia s.a.,facilidades,n,pagos web,2023,3,87875789,53
bancolombia s.a.,facilidades,n,pagos web,2023,4,27668255,22
bancolombia s.a.,facilidades,n,pagos web,2023,5,202198881,78
bancolombia s.a.,facilidades,n,pagos web,2023,6,290028159,179
bancolombia s.a.,facilidades,n,pagos web,2023,7,8769451,24
bancolombia s.a.,facilidades,n,pagos web,2023,8,7287948,14
bancolombia s.a.,facilidades,n,pagos web,2023,9,2772340,12
bancolombia s.a.,facilidades,n,pagos web,2023,10,4470995,13
bancolombia s.a.,facilidades,n,pagos web,2023,11,4690016,15
bancolombia s.a.,facilidades,n,pagos web,2023,12,11716896,21
bancolombia s.a.,facilidades,p,pagos web,2020,11,887286,7
bancolombia s.a.,facilidades,p,pagos web,2020,12,718970,8
bancolombia s.a.,facilidades,p,pagos web,2021,1,2879224,9
bancolombia s.a.,facilidades,p,pagos web,2021,2,4335302,11
bancolombia s.a.,facilidades,p,pagos web,2021,3,2479248,11
bancolombia s.a.,facilidades,p,pagos web,2021,4,2485349,8
bancolombia s.a.,facilidades,p,pagos web,2021,5,2634951,6
bancolombia s.a.,facilidades,p,pagos web,2021,6,4247160,11
bancolombia s.a.,facilidades,p,pagos web,2021,7,6030203,13
bancolombia s.a.,facilidades,p,pagos web,2021,8,5824348,14
bancolombia s.a.,facilidades,p,pagos web,2021,9,3648278,11
bancolombia s.a.,facilidades,p,pagos web,2021,10,4050917,12
bancolombia s.a.,facilidades,p,pagos web,2021,11,215130131,104
bancolombia s.a.,facilidades,p,pagos web,2021,12,332648642,154
bancolombia s.a.,facilidades,p,pagos web,2022,1,4811587,20
bancolombia s.a.,facilidades,p,pagos web,2022,2,3891714,14
bancolombia s.a.,facilidades,p,pagos web,2022,3,3058304,17
bancolombia s.a.,facilidades,p,pagos web,2022,4,7662548,20
bancolombia s.a.,facilidades,p,pagos web,2022,5,8825638,27
bancolombia s.a.,facilidades,p,pagos web,2022,6,4934727,26
bancolombia s.a.,facilidades,p,pagos web,2022,7,7195973,23
bancolombia s.a.,facilidades,p,pagos web,2022,8,10717029,27
bancolombia s.a.,facilidades,p,pagos web,2022,9,10151951,28
bancolombia s.a.,facilidades,p,pagos web,2022,10,4668342,16
bancolombia s.a.,facilidades,p,pagos web,2022,11,7593660,21
bancolombia s.a.,facilidades,p,pagos web,2022,12,8071010,23
bancolombia s.a.,facilidades,p,pagos web,2023,1,7985753,21
bancolombia s.a.,facilidades,p,pagos web,2023,2,170910620,90
bancolombia s.a.,facilidades,p,pagos web,2023,3,146621146,80
bancolombia s.a.,facilidades,p,pagos web,2023,4,319868128,190
bancolombia s.a.,facilidades,p,pagos web,2023,5,280769549,175
bancolombia s.a.,facilidades,p,pagos web,2023,6,486129691,306
bancolombia s.a.,facilidades,p,pagos web,2023,7,14164537,32
bancolombia s.a.,facilidades,p,pagos web,2023,8,13864274,29
bancolombia s.a.,facilidades,p,pagos web,2023,9,14450861,29
bancolombia s.a.,facilidades,p,pagos web,2023,10,24080550,38
bancolombia s.a.,facilidades,p,pagos web,2023,11,35125060,38
bancolombia s.a.,facilidades,p,pagos web,2023,12,49024119,41
bancolombia s.a.,impuesto predial,a,pagos web,2020,11,50882646,68
bancolombia s.a.,impuesto predial,a,pagos web,2020,12,13523482,35
bancolombia s.a.,impuesto predial,a,pagos web,2021,1,69577115,33
bancolombia s.a.,impuesto predial,a,pagos web,2021,2,199662720,140
bancolombia s.a.,impuesto predial,a,pagos web,2021,3,169780509,111
bancolombia s.a.,impuesto predial,a,pagos web,2021,4,40125725,47
bancolombia s.a.,impuesto predial,a,pagos web,2021,5,48867362,67
bancolombia s.a.,impuesto predial,a,pagos web,2021,6,23175826,44
bancolombia s.a.,impuesto predial,a,pagos web,2021,7,30386145,26
bancolombia s.a.,impuesto predial,a,pagos web,2021,8,16425722,29
bancolombia s.a.,impuesto predial,a,pagos web,2021,9,46324665,68
bancolombia s.a.,impuesto predial,a,pagos web,2021,10,5640169,13
bancolombia s.a.,impuesto predial,a,pagos web,2021,11,20933621,24
bancolombia s.a.,impuesto predial,a,pagos web,2021,12,80947413,110
bancolombia s.a.,impuesto predial,a,pagos web,2022,1,68807669,42
bancolombia s.a.,impuesto predial,a,pagos web,2022,2,192149041,146
bancolombia s.a.,impuesto predial,a,pagos web,2022,3,101778500,98
bancolombia s.a.,impuesto predial,a,pagos web,2022,4,129203148,53
bancolombia s.a.,impuesto predial,a,pagos web,2022,5,29796246,58
bancolombia s.a.,impuesto predial,a,pagos web,2022,6,68866913,67
bancolombia s.a.,impuesto predial,a,pagos web,2022,7,48373786,31
bancolombia s.a.,impuesto predial,a,pagos web,2022,8,61439278,95
bancolombia s.a.,impuesto predial,a,pagos web,2022,9,46118959,62
bancolombia s.a.,impuesto predial,a,pagos web,2022,10,27551314,36
bancolombia s.a.,impuesto predial,a,pagos web,2022,11,66675993,98
bancolombia s.a.,impuesto predial,a,pagos web,2022,12,28897460,54
bancolombia s.a.,impuesto predial,a,pagos web,2023,1,35776248,36
bancolombia s.a.,impuesto predial,a,pagos web,2023,2,302220848,213
bancolombia s.a.,impuesto predial,a,pagos web,2023,3,183041253,153
bancolombia s.a.,impuesto predial,a,pagos web,2023,4,42537341,62
bancolombia s.a.,impuesto predial,a,pagos web,2023,5,130105571,163
bancolombia s.a.,impuesto predial,a,pagos web,2023,6,71295116,121
bancolombia s.a.,impuesto predial,a,pagos web,2023,7,95869759,93
bancolombia s.a.,impuesto predial,a,pagos web,2023,8,160915989,181
bancolombia s.a.,impuesto predial,a,pagos web,2023,9,53037752,69
bancolombia s.a.,impuesto predial,a,pagos web,2023,10,73559095,98
bancolombia s.a.,impuesto predial,a,pagos web,2023,11,142511864,176
bancolombia s.a.,impuesto predial,a,pagos web,2023,12,80657990,109
bancolombia s.a.,impuesto predial,n,pagos web,2022,9,40628422,40
bancolombia s.a.,impuesto predial,n,pagos web,2022,10,167762294,195
bancolombia s.a.,impuesto predial,n,pagos web,2022,11,358182168,347
bancolombia s.a.,impuesto predial,n,pagos web,2022,12,220866134,235
bancolombia s.a.,impuesto predial,n,pagos web,2023,1,115237323,74
bancolombia s.a.,impuesto predial,n,pagos web,2023,2,2021710592,1150
bancolombia s.a.,impuesto predial,n,pagos web,2023,3,995970382,625
bancolombia s.a.,impuesto predial,n,pagos web,2023,4,284564752,237
bancolombia s.a.,impuesto predial,n,pagos web,2023,5,629490403,538
bancolombia s.a.,impuesto predial,n,pagos web,2023,6,346242508,322
bancolombia s.a.,impuesto predial,n,pagos web,2023,7,366186641,250
bancolombia s.a.,impuesto predial,n,pagos web,2023,8,393622233,365
bancolombia s.a.,impuesto predial,n,pagos web,2023,9,179446193,179
bancolombia s.a.,impuesto predial,n,pagos web,2023,10,126412004,104
bancolombia s.a.,impuesto predial,n,pagos web,2023,11,231606078,191
bancolombia s.a.,impuesto predial,n,pagos web,2023,12,118862321,97
bancolombia s.a.,impuesto predial,p,pagos web,2020,11,1341299093,1154
bancolombia s.a.,impuesto predial,p,pagos web,2020,12,850966053,741
bancolombia s.a.,impuesto predial,p,pagos web,2021,1,1409901284,777
bancolombia s.a.,impuesto predial,p,pagos web,2021,2,8387534184,4583
bancolombia s.a.,impuesto predial,p,pagos web,2021,3,5924572568,3232
bancolombia s.a.,impuesto predial,p,pagos web,2021,4,1545181509,1220
bancolombia s.a.,impuesto predial,p,pagos web,2021,5,1951876780,1643
bancolombia s.a.,impuesto predial,p,pagos web,2021,6,732348376,722
bancolombia s.a.,impuesto predial,p,pagos web,2021,7,712513242,698
bancolombia s.a.,impuesto predial,p,pagos web,2021,8,631974639,668
bancolombia s.a.,impuesto predial,p,pagos web,2021,9,2071121382,1610
bancolombia s.a.,impuesto predial,p,pagos web,2021,10,572011040,489
bancolombia s.a.,impuesto predial,p,pagos web,2021,11,396977277,461
bancolombia s.a.,impuesto predial,p,pagos web,2021,12,2099561003,1832
bancolombia s.a.,impuesto predial,p,pagos web,2022,1,2294666080,1033
bancolombia s.a.,impuesto predial,p,pagos web,2022,2,7916752856,3891
bancolombia s.a.,impuesto predial,p,pagos web,2022,3,6221387618,3323
bancolombia s.a.,impuesto predial,p,pagos web,2022,4,1745430114,1200
bancolombia s.a.,impuesto predial,p,pagos web,2022,5,1966682353,1477
bancolombia s.a.,impuesto predial,p,pagos web,2022,6,1256104782,1124
bancolombia s.a.,impuesto predial,p,pagos web,2022,7,1169365543,942
bancolombia s.a.,impuesto predial,p,pagos web,2022,8,2249408286,1849
bancolombia s.a.,impuesto predial,p,pagos web,2022,9,801191600,732
bancolombia s.a.,impuesto predial,p,pagos web,2022,10,796234617,639
bancolombia s.a.,impuesto predial,p,pagos web,2022,11,1413691609,1270
bancolombia s.a.,impuesto predial,p,pagos web,2022,12,756520144,800
bancolombia s.a.,impuesto predial,p,pagos web,2023,1,2279528401,1063
bancolombia s.a.,impuesto predial,p,pagos web,2023,2,10541388269,4863
bancolombia s.a.,impuesto predial,p,pagos web,2023,3,5082595605,2862
bancolombia s.a.,impuesto predial,p,pagos web,2023,4,1819659545,1292
bancolombia s.a.,impuesto predial,p,pagos web,2023,5,4474438094,3298
bancolombia s.a.,impuesto predial,p,pagos web,2023,6,1859301110,1725
bancolombia s.a.,impuesto predial,p,pagos web,2023,7,2303494905,1685
bancolombia s.a.,impuesto predial,p,pagos web,2023,8,5346663175,3780
bancolombia s.a.,impuesto predial,p,pagos web,2023,9,1590901213,1475
bancolombia s.a.,impuesto predial,p,pagos web,2023,10,2018629105,1486
bancolombia s.a.,impuesto predial,p,pagos web,2023,11,5092493918,3538
bancolombia s.a.,impuesto predial,p,pagos web,2023,12,2515442090,2105
bancolombia s.a.,impuesto predial,w,pagos web,2023,7,17350785,19
bancolombia s.a.,impuesto predial,w,pagos web,2023,8,13059987,12
bancolombia s.a.,impuesto predial,w,pagos web,2023,9,5825346,11
bancolombia s.a.,impuesto predial,w,pagos web,2023,10,18850095,31
bancolombia s.a.,impuesto predial,w,pagos web,2023,11,15907097,16
bancolombia s.a.,impuesto predial,w,pagos web,2023,12,7817694,13
bancolombia s.a.,impuesto telefonico,n,pagos web,2022,9,5454,1
bancolombia s.a.,impuesto telefonico,n,pagos web,2023,6,155720,1
bancolombia s.a.,impuesto telefonico,n,pagos web,2023,7,167610,1
bancolombia s.a.,impuesto telefonico,n,pagos web,2023,12,770,1
bancolombia s.a.,impuesto telefonico,p,pagos web,2021,5,4441,1
bancolombia s.a.,impuesto telefonico,p,pagos web,2021,7,79729,4
bancolombia s.a.,impuesto telefonico,p,pagos web,2021,8,273410,7
bancolombia s.a.,impuesto telefonico,p,pagos web,2021,12,303315,12
bancolombia s.a.,impuesto telefonico,p,pagos web,2022,2,94102,2
bancolombia s.a.,impuesto telefonico,p,pagos web,2022,3,114232,1
bancolombia s.a.,impuesto telefonico,p,pagos web,2022,4,21694,2
bancolombia s.a.,impuesto telefonico,p,pagos web,2022,7,14213,1
bancolombia s.a.,impuesto telefonico,p,pagos web,2022,8,4790,2
bancolombia s.a.,impuesto telefonico,p,pagos web,2022,9,195945,16
bancolombia s.a.,impuesto telefonico,p,pagos web,2023,2,63097,1
bancolombia s.a.,impuesto telefonico,p,pagos web,2023,6,131974,1
bancolombia s.a.,impuesto telefonico,p,pagos web,2023,8,27846,1
bancolombia s.a.,impuesto telefonico,p,pagos web,2023,9,173986,1
bancolombia s.a.,impuesto telefonico,p,pagos web,2023,12,326914,1
bancolombia s.a.,industria y comercio,a,pagos web,2020,11,2853801,23
bancolombia s.a.,industria y comercio,a,pagos web,2020,12,4961281,22
bancolombia s.a.,industria y comercio,a,pagos web,2021,1,3387824,16
bancolombia s.a.,industria y comercio,a,pagos web,2021,2,1889858,18
bancolombia s.a.,industria y comercio,a,pagos web,2021,3,10281418,29
bancolombia s.a.,industria y comercio,a,pagos web,2021,4,1803263,26
bancolombia s.a.,industria y comercio,a,pagos web,2021,5,960837,16
bancolombia s.a.,industria y comercio,a,pagos web,2021,6,1344505,11
bancolombia s.a.,industria y comercio,a,pagos web,2021,7,1682288,18
bancolombia s.a.,industria y comercio,a,pagos web,2021,8,2906685,16
bancolombia s.a.,industria y comercio,a,pagos web,2021,9,1877939,13
bancolombia s.a.,industria y comercio,a,pagos web,2021,10,7310545,26
bancolombia s.a.,industria y comercio,a,pagos web,2021,11,2652162,12
bancolombia s.a.,industria y comercio,a,pagos web,2021,12,3666931,18
bancolombia s.a.,industria y comercio,a,pagos web,2022,1,160930,3
bancolombia s.a.,industria y comercio,a,pagos web,2022,3,524374,4
bancolombia s.a.,industria y comercio,a,pagos web,2022,4,163572,3
bancolombia s.a.,industria y comercio,a,pagos web,2022,5,811634,4
bancolombia s.a.,industria y comercio,a,pagos web,2022,6,3190128,6
bancolombia s.a.,industria y comercio,a,pagos web,2022,7,1263215,6
bancolombia s.a.,industria y comercio,a,pagos web,2022,8,600250,3
bancolombia s.a.,industria y comercio,a,pagos web,2022,9,1016138,3
bancolombia s.a.,industria y comercio,a,pagos web,2022,10,6893625,4
bancolombia s.a.,industria y comercio,a,pagos web,2022,11,364507,1
bancolombia s.a.,industria y comercio,a,pagos web,2022,12,312462,1
bancolombia s.a.,industria y comercio,a,pagos web,2023,1,2072464,4
bancolombia s.a.,industria y comercio,a,pagos web,2023,2,328416,1
bancolombia s.a.,industria y comercio,a,pagos web,2023,3,1670081,4
bancolombia s.a.,industria y comercio,a,pagos web,2023,4,1522276,3
bancolombia s.a.,industria y comercio,a,pagos web,2023,5,1811798,2
bancolombia s.a.,industria y comercio,a,pagos web,2023,7,1534061,1
bancolombia s.a.,industria y comercio,n,pagos web,2022,9,4048558,4
bancolombia s.a.,industria y comercio,n,pagos web,2022,10,5009072,3
bancolombia s.a.,industria y comercio,n,pagos web,2022,11,85259431,21
bancolombia s.a.,industria y comercio,n,pagos web,2022,12,49977050,11
bancolombia s.a.,industria y comercio,n,pagos web,2023,1,39403924,46
bancolombia s.a.,industria y comercio,n,pagos web,2023,2,27833528,27
bancolombia s.a.,industria y comercio,n,pagos web,2023,3,245878037,25
bancolombia s.a.,industria y comercio,n,pagos web,2023,4,138591961,23
bancolombia s.a.,industria y comercio,n,pagos web,2023,5,779717046,293
bancolombia s.a.,industria y comercio,n,pagos web,2023,6,231124714,126
bancolombia s.a.,industria y comercio,n,pagos web,2023,7,720614719,180
bancolombia s.a.,industria y comercio,n,pagos web,2023,8,153950079,66
bancolombia s.a.,industria y comercio,n,pagos web,2023,9,584904372,119
bancolombia s.a.,industria y comercio,n,pagos web,2023,10,138918639,47
bancolombia s.a.,industria y comercio,n,pagos web,2023,11,197883563,40
bancolombia s.a.,industria y comercio,n,pagos web,2023,12,149247630,33
bancolombia s.a.,industria y comercio,p,pagos web,2020,11,282343291,298
bancolombia s.a.,industria y comercio,p,pagos web,2020,12,388548626,308
bancolombia s.a.,industria y comercio,p,pagos web,2021,1,236131371,290
bancolombia s.a.,industria y comercio,p,pagos web,2021,2,234554813,364
bancolombia s.a.,industria y comercio,p,pagos web,2021,3,343578170,405
bancolombia s.a.,industria y comercio,p,pagos web,2021,4,301425271,425
bancolombia s.a.,industria y comercio,p,pagos web,2021,5,322419543,316
bancolombia s.a.,industria y comercio,p,pagos web,2021,6,290410756,298
bancolombia s.a.,industria y comercio,p,pagos web,2021,7,470221931,295
bancolombia s.a.,industria y comercio,p,pagos web,2021,8,171119187,252
bancolombia s.a.,industria y comercio,p,pagos web,2021,9,288964924,233
bancolombia s.a.,industria y comercio,p,pagos web,2021,10,187246077,263
bancolombia s.a.,industria y comercio,p,pagos web,2021,11,363709940,318
bancolombia s.a.,industria y comercio,p,pagos web,2021,12,540183865,400
bancolombia s.a.,industria y comercio,p,pagos web,2022,1,31955553,97
bancolombia s.a.,industria y comercio,p,pagos web,2022,2,9683246,17
bancolombia s.a.,industria y comercio,p,pagos web,2022,3,326496776,106
bancolombia s.a.,industria y comercio,p,pagos web,2022,4,82560498,86
bancolombia s.a.,industria y comercio,p,pagos web,2022,5,748952242,207
bancolombia s.a.,industria y comercio,p,pagos web,2022,6,108721261,63
bancolombia s.a.,industria y comercio,p,pagos web,2022,7,444660253,116
bancolombia s.a.,industria y comercio,p,pagos web,2022,8,70747606,41
bancolombia s.a.,industria y comercio,p,pagos web,2022,9,387618990,68
bancolombia s.a.,industria y comercio,p,pagos web,2022,10,41688173,20
bancolombia s.a.,industria y comercio,p,pagos web,2022,11,280059093,55
bancolombia s.a.,industria y comercio,p,pagos web,2022,12,300716164,44
bancolombia s.a.,industria y comercio,p,pagos web,2023,1,51304630,25
bancolombia s.a.,industria y comercio,p,pagos web,2023,2,46650901,35
bancolombia s.a.,industria y comercio,p,pagos web,2023,3,262951184,54
bancolombia s.a.,industria y comercio,p,pagos web,2023,4,96158249,40
bancolombia s.a.,industria y comercio,p,pagos web,2023,5,1843283789,578
bancolombia s.a.,industria y comercio,p,pagos web,2023,6,472196842,196
bancolombia s.a.,industria y comercio,p,pagos web,2023,7,1354601321,339
bancolombia s.a.,industria y comercio,p,pagos web,2023,8,609057950,224
bancolombia s.a.,industria y comercio,p,pagos web,2023,9,1407967287,330
bancolombia s.a.,industria y comercio,p,pagos web,2023,10,499989186,181
bancolombia s.a.,industria y comercio,p,pagos web,2023,11,897807939,191
bancolombia s.a.,industria y comercio,p,pagos web,2023,12,596552963,136
bancolombia s.a.,industria y comercio,w,pagos web,2023,7,5006514,6
bancolombia s.a.,industria y comercio,w,pagos web,2023,8,8092545,7
bancolombia s.a.,industria y comercio,w,pagos web,2023,9,6492422,5
bancolombia s.a.,industria y comercio,w,pagos web,2023,10,6618352,2
bancolombia s.a.,industria y comercio,w,pagos web,2023,11,290377,3
bancolombia s.a.,industria y comercio,w,pagos web,2023,12,442093,1
bancolombia s.a.,ingresos no tributarios,n,pagos web,2022,12,2000000,1
bancolombia s.a.,ingresos no tributarios,n,pagos web,2023,6,33054,2
bancolombia s.a.,ingresos no tributarios,n,pagos web,2023,9,483400,1
bancolombia s.a.,ingresos no tributarios,p,pagos web,2020,12,532000,1
bancolombia s.a.,ingresos no tributarios,p,pagos web,2021,1,1028216,4
bancolombia s.a.,ingresos no tributarios,p,pagos web,2021,2,3605664,11
bancolombia s.a.,ingresos no tributarios,p,pagos web,2021,3,4319606,14
bancolombia s.a.,ingresos no tributarios,p,pagos web,2021,4,4318407,11
bancolombia s.a.,ingresos no tributarios,p,pagos web,2021,5,1074525,3
bancolombia s.a.,ingresos no tributarios,p,pagos web,2021,7,431043,1
bancolombia s.a.,ingresos no tributarios,p,pagos web,2021,8,1166702,3
bancolombia s.a.,ingresos no tributarios,p,pagos web,2021,10,139128,1
bancolombia s.a.,ingresos no tributarios,p,pagos web,2021,11,782604,3
bancolombia s.a.,ingresos no tributarios,p,pagos web,2021,12,942830,3
bancolombia s.a.,ingresos no tributarios,p,pagos web,2022,1,789032,2
bancolombia s.a.,ingresos no tributarios,p,pagos web,2022,2,1183548,3
bancolombia s.a.,ingresos no tributarios,p,pagos web,2022,3,2717346,7
bancolombia s.a.,ingresos no tributarios,p,pagos web,2022,4,1972580,5
bancolombia s.a.,ingresos no tributarios,p,pagos web,2022,5,1183548,3
bancolombia s.a.,ingresos no tributarios,p,pagos web,2022,6,1578064,4
bancolombia s.a.,ingresos no tributarios,p,pagos web,2022,8,1740156,4
bancolombia s.a.,ingresos no tributarios,p,pagos web,2023,3,394516,1
bancolombia s.a.,ingresos no tributarios,p,pagos web,2023,4,789032,2
bancolombia s.a.,ingresos no tributarios,p,pagos web,2023,5,3543540,3
bancolombia s.a.,ingresos no tributarios,p,pagos web,2023,6,789032,2
bancolombia s.a.,ingresos no tributarios,p,pagos web,2023,7,1873032,2
bancolombia s.a.,ingresos no tributarios,p,pagos web,2023,8,848377,2
bancolombia s.a.,ingresos no tributarios,p,pagos web,2023,10,118690,2
bancolombia s.a.,ingresos no tributarios,p,pagos web,2023,12,1047708,1
bancolombia s.a.,movilidad,n,pagos web,2023,10,268500,1
bancolombia s.a.,movilidad,n,pagos web,2023,11,5111500,3
bancolombia s.a.,movilidad,n,pagos web,2023,12,928000,3
bancolombia s.a.,movilidad,p,pagos web,2021,3,964000,1
bancolombia s.a.,movilidad,p,pagos web,2021,6,229800,1
bancolombia s.a.,movilidad,p,pagos web,2021,7,1336400,2
bancolombia s.a.,movilidad,p,pagos web,2021,10,559800,1
bancolombia s.a.,movilidad,p,pagos web,2021,11,234500,1
bancolombia s.a.,movilidad,p,pagos web,2021,12,234500,1
bancolombia s.a.,movilidad,p,pagos web,2022,1,1138600,1
bancolombia s.a.,movilidad,p,pagos web,2022,3,245500,1
bancolombia s.a.,movilidad,p,pagos web,2022,4,708000,1
bancolombia s.a.,movilidad,p,pagos web,2022,10,1794600,1
bancolombia s.a.,movilidad,p,pagos web,2022,12,240600,1
bancolombia s.a.,movilidad,p,pagos web,2023,2,268500,1
bancolombia s.a.,movilidad,p,pagos web,2023,3,268500,1
bancolombia s.a.,movilidad,p,pagos web,2023,4,771000,1
bancolombia s.a.,movilidad,p,pagos web,2023,5,268500,1
bancolombia s.a.,movilidad,p,pagos web,2023,7,7510000,1
bancolombia s.a.,movilidad,p,pagos web,2023,8,542500,2
bancolombia s.a.,movilidad,p,pagos web,2023,10,675600,2
bancolombia s.a.,movilidad,p,pagos web,2023,11,385500,1
bancolombia s.a.,movilidad,p,pagos web,2023,12,11899200,1
bancolombia s.a.,otros ingresos,p,pagos web,2021,2,59535,1
bancolombia s.a.,otros ingresos,p,pagos web,2021,7,59534,1
bancolombia s.a.,otros ingresos,p,pagos web,2023,12,3736268,1
bancolombia s.a.,publicidad exterior visual,n,pagos web,2023,7,884182,3
bancolombia s.a.,publicidad exterior visual,n,pagos web,2023,8,6028661,1
bancolombia s.a.,publicidad exterior visual,p,pagos web,2021,8,36000,1
bancolombia s.a.,publicidad exterior visual,p,pagos web,2021,9,36000,1
bancolombia s.a.,publicidad exterior visual,p,pagos web,2021,10,556000,2
bancolombia s.a.,publicidad exterior visual,p,pagos web,2021,11,166000,2
bancolombia s.a.,publicidad exterior visual,p,pagos web,2021,12,36000,1
bancolombia s.a.,publicidad exterior visual,p,pagos web,2022,1,36000,1
bancolombia s.a.,publicidad exterior visual,p,pagos web,2022,3,76000,2
bancolombia s.a.,publicidad exterior visual,p,pagos web,2022,4,654000,2
bancolombia s.a.,publicidad exterior visual,p,pagos web,2022,5,667000,4
bancolombia s.a.,publicidad exterior visual,p,pagos web,2022,7,309000,1
bancolombia s.a.,publicidad exterior visual,p,pagos web,2022,8,1664000,3
bancolombia s.a.,publicidad exterior visual,p,pagos web,2022,11,842784,1
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,1,979000,3
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,2,302000,2
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,3,151000,1
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,4,1413000,1
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,5,4170000,2
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,6,4733000,3
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,7,8679000,7
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,8,2183000,2
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,9,8666000,3
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,10,7253000,2
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,11,496000,2
bancolombia s.a.,publicidad exterior visual,p,pagos web,2023,12,1258153,3
bancolombia s.a.,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,11,777966,2
bancolombia s.a.,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,6,13113805,1
bancolombia s.a.,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,11,1510590,2
bancolombia s.a.,rentas contractuales,a,pagos web,2021,11,2000000,1
bancolombia s.a.,rentas contractuales,a,pagos web,2022,1,272736,1
bancolombia s.a.,rentas contractuales,n,pagos web,2022,9,397140,1
bancolombia s.a.,rentas contractuales,n,pagos web,2023,4,1751083,5
bancolombia s.a.,rentas contractuales,n,pagos web,2023,5,4757037,3
bancolombia s.a.,rentas contractuales,n,pagos web,2023,6,1870757,1
bancolombia s.a.,rentas contractuales,n,pagos web,2023,7,8720960,5
bancolombia s.a.,rentas contractuales,n,pagos web,2023,8,3353230,5
bancolombia s.a.,rentas contractuales,n,pagos web,2023,10,408686,2
bancolombia s.a.,rentas contractuales,n,pagos web,2023,12,4319434,3
bancolombia s.a.,rentas contractuales,p,pagos web,2021,3,9489609,1
bancolombia s.a.,rentas contractuales,p,pagos web,2021,12,1000554,4
bancolombia s.a.,rentas contractuales,p,pagos web,2022,1,377620,2
bancolombia s.a.,rentas contractuales,p,pagos web,2022,3,1234144,3
bancolombia s.a.,rentas contractuales,p,pagos web,2022,4,1009260,5
bancolombia s.a.,rentas contractuales,p,pagos web,2022,5,1015944,5
bancolombia s.a.,rentas contractuales,p,pagos web,2022,6,638324,3
bancolombia s.a.,rentas contractuales,p,pagos web,2022,8,1585715,2
bancolombia s.a.,rentas contractuales,p,pagos web,2022,9,1482948,1
