Banco,Contrato,Origen,Tipo archivo recaudo,periodo,Mes,Total recaudo,Total transacciones
banco falabella,impuesto predial,a,pagos web,2022,12,12397670,24
banco falabella,impuesto predial,a,pagos web,2023,1,9428827,6
banco falabella,impuesto predial,a,pagos web,2023,2,23878883,20
banco falabella,impuesto predial,a,pagos web,2023,3,16228366,32
banco falabella,impuesto predial,a,pagos web,2023,4,5200588,8
banco falabella,impuesto predial,a,pagos web,2023,5,2795326,10
banco falabella,impuesto predial,a,pagos web,2023,6,11879144,20
banco falabella,impuesto predial,a,pagos web,2023,7,7220174,10
banco falabella,impuesto predial,a,pagos web,2023,8,24010306,16
banco falabella,impuesto predial,a,pagos web,2023,9,3051664,6
banco falabella,impuesto predial,a,pagos web,2023,10,3774759,4
banco falabella,impuesto predial,a,pagos web,2023,11,28849909,19
banco falabella,impuesto predial,a,pagos web,2023,12,8253442,10
banco falabella,impuesto predial,n,pagos web,2022,9,5935993,14
banco falabella,impuesto predial,n,pagos web,2022,10,43608136,33
banco falabella,impuesto predial,n,pagos web,2022,11,42848444,47
banco falabella,impuesto predial,n,pagos web,2022,12,67559057,79
banco falabella,impuesto predial,n,pagos web,2023,1,9114751,9
banco falabella,impuesto predial,n,pagos web,2023,2,169486077,134
banco falabella,impuesto predial,n,pagos web,2023,3,86317262,111
banco falabella,impuesto predial,n,pagos web,2023,4,25328980,30
banco falabella,impuesto predial,n,pagos web,2023,5,20807509,32
banco falabella,impuesto predial,n,pagos web,2023,6,32578236,37
banco falabella,impuesto predial,n,pagos web,2023,7,6774692,11
banco falabella,impuesto predial,n,pagos web,2023,8,23443013,29
banco falabella,impuesto predial,n,pagos web,2023,9,14827416,26
banco falabella,impuesto predial,n,pagos web,2023,10,1742997,7
banco falabella,impuesto predial,n,pagos web,2023,11,1705864,9
banco falabella,impuesto predial,n,pagos web,2023,12,14357532,21
banco falabella,impuesto predial,p,pagos web,2020,1,9993529,11
banco falabella,impuesto predial,p,pagos web,2020,2,16038246,20
banco falabella,impuesto predial,p,pagos web,2020,3,3186807,16
banco falabella,impuesto predial,p,pagos web,2020,5,1851908,8
banco falabella,impuesto predial,p,pagos web,2020,6,7561961,29
banco falabella,impuesto predial,p,pagos web,2020,7,9659334,10
banco falabella,impuesto predial,p,pagos web,2020,8,3787588,8
banco falabella,impuesto predial,p,pagos web,2020,9,6975442,11
banco falabella,impuesto predial,p,pagos web,2020,10,1786694,4
banco falabella,impuesto predial,p,pagos web,2020,11,82538986,110
banco falabella,impuesto predial,p,pagos web,2020,12,128782914,155
banco falabella,impuesto predial,p,pagos web,2021,1,103734326,65
banco falabella,impuesto predial,p,pagos web,2021,2,322130811,351
banco falabella,impuesto predial,p,pagos web,2021,3,360954680,375
banco falabella,impuesto predial,p,pagos web,2021,4,141302471,124
banco falabella,impuesto predial,p,pagos web,2021,5,137988551,192
banco falabella,impuesto predial,p,pagos web,2021,6,167751204,156
banco falabella,impuesto predial,p,pagos web,2021,7,102743649,94
banco falabella,impuesto predial,p,pagos web,2021,8,120830376,84
banco falabella,impuesto predial,p,pagos web,2021,9,206032976,228
banco falabella,impuesto predial,p,pagos web,2021,10,51502020,57
banco falabella,impuesto predial,p,pagos web,2021,11,57902035,78
banco falabella,impuesto predial,p,pagos web,2021,12,208550255,268
banco falabella,impuesto predial,p,pagos web,2022,1,105066089,68
banco falabella,impuesto predial,p,pagos web,2022,2,393068179,354
banco falabella,impuesto predial,p,pagos web,2022,3,451610687,461
banco falabella,impuesto predial,p,pagos web,2022,4,151498387,152
banco falabella,impuesto predial,p,pagos web,2022,5,134708606,181
banco falabella,impuesto predial,p,pagos web,2022,6,223916812,246
banco falabella,impuesto predial,p,pagos web,2022,7,68361074,91
banco falabella,impuesto predial,p,pagos web,2022,8,203914835,252
banco falabella,impuesto predial,p,pagos web,2022,9,155758150,171
banco falabella,impuesto predial,p,pagos web,2022,10,37949069,70
banco falabella,impuesto predial,p,pagos web,2022,11,132538409,143
banco falabella,impuesto predial,p,pagos web,2022,12,167548311,177
banco falabella,impuesto predial,p,pagos web,2023,1,161098774,81
banco falabella,impuesto predial,p,pagos web,2023,2,498988880,386
banco falabella,impuesto predial,p,pagos web,2023,3,290294604,299
banco falabella,impuesto predial,p,pagos web,2023,4,121655930,95
banco falabella,impuesto predial,p,pagos web,2023,5,133637616,174
banco falabella,impuesto predial,p,pagos web,2023,6,119736522,154
banco falabella,impuesto predial,p,pagos web,2023,7,96202285,83
banco falabella,impuesto predial,p,pagos web,2023,8,178539456,194
banco falabella,impuesto predial,p,pagos web,2023,9,145893379,132
banco falabella,impuesto predial,p,pagos web,2023,10,107338314,68
banco falabella,impuesto predial,p,pagos web,2023,11,180734815,193
banco falabella,impuesto predial,p,pagos web,2023,12,240104825,207
banco falabella,impuesto predial,w,pagos web,2023,8,146362,1
banco falabella,impuesto predial,w,pagos web,2023,9,962785,2
banco falabella,impuesto predial,w,pagos web,2023,11,1259258,6
banco falabella,impuesto telefonico,p,pagos web,2021,12,42804,2
banco falabella,impuesto telefonico,p,pagos web,2022,9,136808,3
banco falabella,impuesto telefonico,p,pagos web,2023,9,725,1
banco falabella,industria y comercio,a,pagos web,2020,6,42418,1
banco falabella,industria y comercio,a,pagos web,2020,11,82800,1
banco falabella,industria y comercio,a,pagos web,2020,12,48000,1
banco falabella,industria y comercio,a,pagos web,2021,1,72000,2
banco falabella,industria y comercio,a,pagos web,2021,2,36000,1
banco falabella,industria y comercio,a,pagos web,2021,3,913547,3
banco falabella,industria y comercio,a,pagos web,2021,4,2425977,4
banco falabella,industria y comercio,a,pagos web,2021,5,145908,1
banco falabella,industria y comercio,a,pagos web,2021,6,234943,4
banco falabella,industria y comercio,a,pagos web,2021,7,855078,5
banco falabella,industria y comercio,a,pagos web,2021,8,36000,1
banco falabella,industria y comercio,a,pagos web,2021,9,915720,3
banco falabella,industria y comercio,a,pagos web,2021,10,460436,2
banco falabella,industria y comercio,a,pagos web,2021,11,1110251,5
banco falabella,industria y comercio,a,pagos web,2021,12,666182,3
banco falabella,industria y comercio,a,pagos web,2022,3,350321,2
banco falabella,industria y comercio,a,pagos web,2022,5,173724,1
banco falabella,industria y comercio,a,pagos web,2022,6,3229434,3
banco falabella,industria y comercio,a,pagos web,2022,7,1259559,2
banco falabella,industria y comercio,a,pagos web,2022,12,49391,1
banco falabella,industria y comercio,a,pagos web,2023,1,1853942,1
banco falabella,industria y comercio,a,pagos web,2023,4,1423458,2
banco falabella,industria y comercio,a,pagos web,2023,6,9262959,2
banco falabella,industria y comercio,a,pagos web,2023,7,255028,1
banco falabella,industria y comercio,n,pagos web,2022,10,166626,1
banco falabella,industria y comercio,n,pagos web,2022,11,1672836,4
banco falabella,industria y comercio,n,pagos web,2022,12,307556,2
banco falabella,industria y comercio,n,pagos web,2023,1,7508984,8
banco falabella,industria y comercio,n,pagos web,2023,2,8073534,5
banco falabella,industria y comercio,n,pagos web,2023,3,14537436,9
banco falabella,industria y comercio,n,pagos web,2023,4,25343164,9
banco falabella,industria y comercio,n,pagos web,2023,5,48814589,20
banco falabella,industria y comercio,n,pagos web,2023,6,13443055,20
banco falabella,industria y comercio,n,pagos web,2023,7,39412027,12
banco falabella,industria y comercio,n,pagos web,2023,8,11143268,6
banco falabella,industria y comercio,n,pagos web,2023,9,18741854,10
banco falabella,industria y comercio,n,pagos web,2023,10,10100690,7
banco falabella,industria y comercio,n,pagos web,2023,11,13185654,3
banco falabella,industria y comercio,n,pagos web,2023,12,1372575,3
banco falabella,industria y comercio,p,pagos web,2020,2,145338,2
banco falabella,industria y comercio,p,pagos web,2020,3,144365,1
banco falabella,industria y comercio,p,pagos web,2020,5,27590,1
banco falabella,industria y comercio,p,pagos web,2020,6,72717,1
banco falabella,industria y comercio,p,pagos web,2020,7,122162,1
banco falabella,industria y comercio,p,pagos web,2020,8,1264271,5
banco falabella,industria y comercio,p,pagos web,2020,10,2645537,3
banco falabella,industria y comercio,p,pagos web,2020,11,14176847,29
banco falabella,industria y comercio,p,pagos web,2020,12,15597529,31
banco falabella,industria y comercio,p,pagos web,2021,1,7867540,27
banco falabella,industria y comercio,p,pagos web,2021,2,15660522,38
banco falabella,industria y comercio,p,pagos web,2021,3,39002401,59
banco falabella,industria y comercio,p,pagos web,2021,4,24038249,54
banco falabella,industria y comercio,p,pagos web,2021,5,13573636,34
banco falabella,industria y comercio,p,pagos web,2021,6,17244900,34
banco falabella,industria y comercio,p,pagos web,2021,7,37467365,36
banco falabella,industria y comercio,p,pagos web,2021,8,10135462,18
banco falabella,industria y comercio,p,pagos web,2021,9,38128341,27
banco falabella,industria y comercio,p,pagos web,2021,10,6064684,25
banco falabella,industria y comercio,p,pagos web,2021,11,81000082,67
banco falabella,industria y comercio,p,pagos web,2021,12,96213828,83
banco falabella,industria y comercio,p,pagos web,2022,1,3531048,11
banco falabella,industria y comercio,p,pagos web,2022,2,1315901,4
banco falabella,industria y comercio,p,pagos web,2022,3,7457092,20
banco falabella,industria y comercio,p,pagos web,2022,4,7107570,11
banco falabella,industria y comercio,p,pagos web,2022,5,16102725,25
banco falabella,industria y comercio,p,pagos web,2022,6,9858376,18
banco falabella,industria y comercio,p,pagos web,2022,7,12401122,23
banco falabella,industria y comercio,p,pagos web,2022,8,10589978,13
banco falabella,industria y comercio,p,pagos web,2022,9,7063027,6
banco falabella,industria y comercio,p,pagos web,2022,10,9093507,9
banco falabella,industria y comercio,p,pagos web,2022,11,8761484,15
banco falabella,industria y comercio,p,pagos web,2022,12,2737568,6
banco falabella,industria y comercio,p,pagos web,2023,1,5944836,7
banco falabella,industria y comercio,p,pagos web,2023,2,18458079,5
banco falabella,industria y comercio,p,pagos web,2023,3,15941661,6
banco falabella,industria y comercio,p,pagos web,2023,4,12012290,8
banco falabella,industria y comercio,p,pagos web,2023,5,42995428,17
banco falabella,industria y comercio,p,pagos web,2023,6,19015952,17
banco falabella,industria y comercio,p,pagos web,2023,7,20814242,18
banco falabella,industria y comercio,p,pagos web,2023,8,21425203,20
banco falabella,industria y comercio,p,pagos web,2023,9,11450839,13
banco falabella,industria y comercio,p,pagos web,2023,10,13106262,11
banco falabella,industria y comercio,p,pagos web,2023,11,11729484,8
banco falabella,industria y comercio,p,pagos web,2023,12,21336235,11
banco falabella,industria y comercio,w,pagos web,2023,10,458850,1
banco falabella,industria y comercio,w,pagos web,2023,11,140262,1
banco falabella,ingresos no tributarios,p,pagos web,2021,11,239184,2
banco falabella,ingresos no tributarios,p,pagos web,2022,2,200758,1
banco falabella,ingresos no tributarios,p,pagos web,2022,3,692450,4
banco falabella,ingresos no tributarios,p,pagos web,2022,4,239184,2
banco falabella,ingresos no tributarios,p,pagos web,2022,5,572858,3
banco falabella,ingresos no tributarios,p,pagos web,2022,6,239184,2
banco falabella,ingresos no tributarios,p,pagos web,2022,8,239184,2
banco falabella,ingresos no tributarios,p,pagos web,2022,12,239184,2
banco falabella,ingresos no tributarios,p,pagos web,2023,2,239184,2
banco falabella,ingresos no tributarios,p,pagos web,2023,4,1895416,3
banco falabella,ingresos no tributarios,p,pagos web,2023,5,239184,2
banco falabella,ingresos no tributarios,p,pagos web,2023,8,1551057,3
banco falabella,ingresos no tributarios,p,pagos web,2023,9,229746,1
banco falabella,ingresos no tributarios,p,pagos web,2023,11,689238,3
banco falabella,publicidad exterior visual,p,pagos web,2023,3,613223,2
banco falabella,publicidad exterior visual,p,pagos web,2023,9,151000,1
banco falabella,rentas contractuales,a,pagos web,2022,9,520723,2
banco falabella,rentas contractuales,n,pagos web,2023,10,1032136,2
banco falabella,rentas contractuales,n,pagos web,2023,11,206719,1
banco falabella,rentas contractuales,p,pagos web,2020,12,261800,1
banco falabella,retencion ica,p,pagos web,2022,7,1028000,1
banco falabella,retencion ica,p,pagos web,2022,11,68812,1
banco falabella,retencion ica,p,pagos web,2023,3,108000,1
banco falabella,servicios,n,pagos web,2023,7,61497,2
banco falabella,servicios,n,pagos web,2023,8,38562,1
banco falabella,servicios,n,pagos web,2023,9,25708,1
banco falabella,servicios,n,pagos web,2023,11,19281,1
banco falabella,servicios,n,pagos web,2023,12,32135,2
banco finandina s.a. bic,facilidades,p,pagos web,2023,11,391976,1
banco finandina s.a. bic,impuesto predial,n,pagos web,2023,2,266421,1
banco finandina s.a. bic,impuesto predial,p,pagos web,2023,2,1678746,2
banco finandina s.a. bic,impuesto predial,p,pagos web,2023,11,1207363,1
banco finandina s.a. bic,industria y comercio,n,pagos web,2023,6,4613667,1
banco general s.a.,facilidades,p,pagos web,2020,9,6440721,1
banco general s.a.,impuesto predial,n,pagos web,2023,2,2551339,1
banco general s.a.,impuesto predial,p,pagos web,2020,11,1046602,1
banco general s.a.,impuesto predial,p,pagos web,2021,2,15929622,2
banco general s.a.,impuesto predial,p,pagos web,2022,8,16004,1
banco general s.a.,impuesto predial,p,pagos web,2022,11,1544040,1
banco general s.a.,impuesto predial,p,pagos web,2023,8,4071,1
"banco general, s.a.",impuesto predial,n,pagos web,2022,10,907151,1
"banco general, s.a.",impuesto predial,n,pagos web,2023,8,113813,1
"banco general, s.a.",impuesto predial,p,pagos web,2020,1,2610490,1
"banco general, s.a.",impuesto predial,p,pagos web,2022,5,610162,1
"banco general, s.a.",impuesto predial,p,pagos web,2022,10,2099925,1
"banco general, s.a.",impuesto predial,p,pagos web,2023,1,3389455,1
"banco general, s.a.",impuesto predial,p,pagos web,2023,2,20215479,3
"banco general, s.a.",impuesto predial,p,pagos web,2023,3,5946917,4
"banco general, s.a.",impuesto predial,p,pagos web,2023,5,2599462,2
"banco general, s.a.",impuesto predial,p,pagos web,2023,8,2524530,1
"banco general, s.a.",impuesto predial,p,pagos web,2023,11,2524530,1
"banco general, s.a.",industria y comercio,p,pagos web,2023,10,9843383,1
"banco general, s.a.",servicios,n,pagos web,2023,9,25708,1
banco gnb sudameris,alumbrado publico,n,pagos web,2023,6,196703,1
banco gnb sudameris,alumbrado publico,p,pagos web,2021,11,52409,1
banco gnb sudameris,alumbrado publico,p,pagos web,2022,6,2590303,6
banco gnb sudameris,alumbrado publico,p,pagos web,2023,5,1231,2
banco gnb sudameris,alumbrado publico,p,pagos web,2023,6,681699,4
banco gnb sudameris,alumbrado publico,p,pagos web,2023,12,780048,4
banco gnb sudameris,aprov.esp.pub,n,pagos web,2022,11,3057904,1
banco gnb sudameris,circulacion y transito,p,pagos web,2020,9,16924994,106
banco gnb sudameris,circulacion y transito,p,pagos web,2021,7,19674620,133
banco gnb sudameris,circulacion y transito,p,pagos web,2022,4,10505340,81
banco gnb sudameris,circulacion y transito,p,pagos web,2023,3,3674880,22
banco gnb sudameris,circulacion y transito,p,pagos web,2023,4,3037540,24
banco gnb sudameris,delineación urbana,n,pagos web,2023,10,84298880,1
banco gnb sudameris,delineación urbana,p,pagos web,2020,6,27249000,1
banco gnb sudameris,facilidades,n,pagos web,2023,5,1921754,1
banco gnb sudameris,facilidades,n,pagos web,2023,6,7598254,5
banco gnb sudameris,facilidades,p,pagos web,2020,6,281834,1
banco gnb sudameris,facilidades,p,pagos web,2020,8,2699674,4
banco gnb sudameris,facilidades,p,pagos web,2020,9,7748591,6
banco gnb sudameris,facilidades,p,pagos web,2020,10,1768614,1
banco gnb sudameris,facilidades,p,pagos web,2020,12,89335,1
banco gnb sudameris,facilidades,p,pagos web,2021,1,89335,1
banco gnb sudameris,facilidades,p,pagos web,2021,8,1593167,1
banco gnb sudameris,facilidades,p,pagos web,2021,9,1593167,1
banco gnb sudameris,facilidades,p,pagos web,2021,11,2391924,2
banco gnb sudameris,facilidades,p,pagos web,2021,12,2731075,2
banco gnb sudameris,facilidades,p,pagos web,2022,4,190336,1
banco gnb sudameris,facilidades,p,pagos web,2022,5,57971,1
banco gnb sudameris,facilidades,p,pagos web,2022,6,77170,1
banco gnb sudameris,facilidades,p,pagos web,2022,7,77170,1
banco gnb sudameris,facilidades,p,pagos web,2022,8,77170,1
banco gnb sudameris,facilidades,p,pagos web,2022,9,77170,1
banco gnb sudameris,facilidades,p,pagos web,2022,10,77170,1
banco gnb sudameris,facilidades,p,pagos web,2023,2,5691188,3
banco gnb sudameris,facilidades,p,pagos web,2023,4,5185836,5
banco gnb sudameris,facilidades,p,pagos web,2023,5,3232760,2
banco gnb sudameris,facilidades,p,pagos web,2023,6,3384378,5
banco gnb sudameris,facilidades,p,pagos web,2023,8,1598431,1
banco gnb sudameris,facilidades,p,pagos web,2023,9,1598431,1
