index,Banco,Contrato,Origen,Tipo archivo recaudo,Hora,DiaSemana,Total recaudo,Total transacciones
16641,banco falabella,facilidades,p,pagos web,19,4,12086486,9
16642,banco falabella,facilidades,p,pagos web,19,5,178089,1
16643,banco falabella,facilidades,p,pagos web,19,6,3153928,1
16644,banco falabella,facilidades,p,pagos web,20,0,7872436,5
16645,banco falabella,facilidades,p,pagos web,20,1,5405717,6
16646,banco falabella,facilidades,p,pagos web,20,2,14961529,8
16647,banco falabella,facilidades,p,pagos web,20,3,1180404,3
16648,banco falabella,facilidades,p,pagos web,20,4,1134917,3
16649,banco falabella,facilidades,p,pagos web,20,6,4143213,1
16650,banco falabella,facilidades,p,pagos web,21,0,42272810,6
16651,banco falabella,facilidades,p,pagos web,21,1,8353225,8
16652,banco falabella,facilidades,p,pagos web,21,2,3436685,4
16653,banco falabella,facilidades,p,pagos web,21,3,550237,2
16654,banco falabella,facilidades,p,pagos web,21,4,3738983,3
16655,banco falabella,facilidades,p,pagos web,21,6,1700499,2
16656,banco falabella,facilidades,p,pagos web,22,0,10561408,5
16657,banco falabella,facilidades,p,pagos web,22,1,6176672,4
16658,banco falabella,facilidades,p,pagos web,22,2,312515,1
16659,banco falabella,facilidades,p,pagos web,22,3,6262880,2
16660,banco falabella,facilidades,p,pagos web,22,4,159723,1
16661,banco falabella,facilidades,p,pagos web,22,5,192035,1
16662,banco falabella,facilidades,p,pagos web,22,6,206981,1
16663,banco falabella,facilidades,p,pagos web,23,0,3256053,1
16664,banco falabella,facilidades,p,pagos web,23,1,2907537,4
16665,banco falabella,facilidades,p,pagos web,23,2,239185,2
16666,banco falabella,facilidades,p,pagos web,23,3,4399559,1
16667,banco falabella,facilidades,p,pagos web,23,5,591698,1
16668,banco falabella,facilidades,p,pagos web,23,6,1621910,3
16669,banco falabella,impuesto predial,a,pagos web,0,3,1640576,1
16670,banco falabella,impuesto predial,a,pagos web,0,4,393802,1
16671,banco falabella,impuesto predial,a,pagos web,0,5,100576,1
16672,banco falabella,impuesto predial,a,pagos web,1,0,1286782,1
16673,banco falabella,impuesto predial,a,pagos web,1,3,186,1
16674,banco falabella,impuesto predial,a,pagos web,4,2,190657,1
16675,banco falabella,impuesto predial,a,pagos web,4,4,233881,1
16676,banco falabella,impuesto predial,a,pagos web,6,0,1161229,2
16677,banco falabella,impuesto predial,a,pagos web,6,2,247118,1
16678,banco falabella,impuesto predial,a,pagos web,6,4,5545069,3
16679,banco falabella,impuesto predial,a,pagos web,6,6,236539,1
16680,banco falabella,impuesto predial,a,pagos web,7,0,1353282,6
16681,banco falabella,impuesto predial,a,pagos web,7,1,1376481,3
16682,banco falabella,impuesto predial,a,pagos web,7,2,989802,2
16683,banco falabella,impuesto predial,a,pagos web,7,3,70147,1
16684,banco falabella,impuesto predial,a,pagos web,7,4,32689,1
16685,banco falabella,impuesto predial,a,pagos web,7,5,290638,2
16686,banco falabella,impuesto predial,a,pagos web,7,6,1144374,2
16687,banco falabella,impuesto predial,a,pagos web,8,0,7124704,1
16688,banco falabella,impuesto predial,a,pagos web,8,1,18872774,10
16689,banco falabella,impuesto predial,a,pagos web,8,2,1118879,5
16690,banco falabella,impuesto predial,a,pagos web,8,3,6303521,3
16691,banco falabella,impuesto predial,a,pagos web,8,4,2273908,3
16692,banco falabella,impuesto predial,a,pagos web,8,6,123950,1
16693,banco falabella,impuesto predial,a,pagos web,9,0,4202627,7
16694,banco falabella,impuesto predial,a,pagos web,9,1,1658206,5
16695,banco falabella,impuesto predial,a,pagos web,9,2,1400183,4
16696,banco falabella,impuesto predial,a,pagos web,9,3,705680,2
16697,banco falabella,impuesto predial,a,pagos web,9,4,3459051,4
16698,banco falabella,impuesto predial,a,pagos web,9,5,3360671,1
16699,banco falabella,impuesto predial,a,pagos web,9,6,449185,1
16700,banco falabella,impuesto predial,a,pagos web,10,0,18713486,7
16701,banco falabella,impuesto predial,a,pagos web,10,1,3766483,5
16702,banco falabella,impuesto predial,a,pagos web,10,2,6313354,8
16703,banco falabella,impuesto predial,a,pagos web,10,3,29652245,3
16704,banco falabella,impuesto predial,a,pagos web,10,4,739693,3
16705,banco falabella,impuesto predial,a,pagos web,10,5,853219,3
16706,banco falabella,impuesto predial,a,pagos web,10,6,358955,2
16707,banco falabella,impuesto predial,a,pagos web,11,0,4588226,7
16708,banco falabella,impuesto predial,a,pagos web,11,1,5756613,6
16709,banco falabella,impuesto predial,a,pagos web,11,2,2492960,6
16710,banco falabella,impuesto predial,a,pagos web,11,3,4906156,8
16711,banco falabella,impuesto predial,a,pagos web,11,4,132745,2
16712,banco falabella,impuesto predial,a,pagos web,11,5,283517,1
16713,banco falabella,impuesto predial,a,pagos web,12,0,7349666,7
16714,banco falabella,impuesto predial,a,pagos web,12,1,9647425,4
16715,banco falabella,impuesto predial,a,pagos web,12,2,4127664,5
16716,banco falabella,impuesto predial,a,pagos web,12,3,9177368,4
16717,banco falabella,impuesto predial,a,pagos web,12,4,1472939,7
16718,banco falabella,impuesto predial,a,pagos web,12,5,683169,3
16719,banco falabella,impuesto predial,a,pagos web,12,6,1345788,5
16720,banco falabella,impuesto predial,a,pagos web,13,0,4234588,4
16721,banco falabella,impuesto predial,a,pagos web,13,1,1360368,5
16722,banco falabella,impuesto predial,a,pagos web,13,2,590209,3
16723,banco falabella,impuesto predial,a,pagos web,13,3,1674877,3
16724,banco falabella,impuesto predial,a,pagos web,13,4,369756,2
16725,banco falabella,impuesto predial,a,pagos web,13,5,1191424,1
16726,banco falabella,impuesto predial,a,pagos web,13,6,412641,1
16727,banco falabella,impuesto predial,a,pagos web,14,0,7853486,4
16728,banco falabella,impuesto predial,a,pagos web,14,1,8119803,7
16729,banco falabella,impuesto predial,a,pagos web,14,2,2389423,5
16730,banco falabella,impuesto predial,a,pagos web,14,3,2263710,6
16731,banco falabella,impuesto predial,a,pagos web,14,4,250166,1
16732,banco falabella,impuesto predial,a,pagos web,14,5,229585,1
16733,banco falabella,impuesto predial,a,pagos web,14,6,1237456,3
16734,banco falabella,impuesto predial,a,pagos web,15,0,1993116,7
16735,banco falabella,impuesto predial,a,pagos web,15,1,5161840,8
16736,banco falabella,impuesto predial,a,pagos web,15,2,6539440,7
16737,banco falabella,impuesto predial,a,pagos web,15,3,591190,2
16738,banco falabella,impuesto predial,a,pagos web,15,4,2035879,3
16739,banco falabella,impuesto predial,a,pagos web,15,5,8446927,3
16740,banco falabella,impuesto predial,a,pagos web,15,6,668544,2
16741,banco falabella,impuesto predial,a,pagos web,16,0,3765417,9
16742,banco falabella,impuesto predial,a,pagos web,16,1,1475575,3
16743,banco falabella,impuesto predial,a,pagos web,16,2,3409787,5
16744,banco falabella,impuesto predial,a,pagos web,16,3,4939867,3
16745,banco falabella,impuesto predial,a,pagos web,16,4,2060217,4
16746,banco falabella,impuesto predial,a,pagos web,16,5,582443,4
16747,banco falabella,impuesto predial,a,pagos web,16,6,131856,1
16748,banco falabella,impuesto predial,a,pagos web,17,0,14294654,11
16749,banco falabella,impuesto predial,a,pagos web,17,1,2676797,9
16750,banco falabella,impuesto predial,a,pagos web,17,2,5712608,7
16751,banco falabella,impuesto predial,a,pagos web,17,3,3464170,6
16752,banco falabella,impuesto predial,a,pagos web,17,4,412221,2
16753,banco falabella,impuesto predial,a,pagos web,17,5,407112,3
16754,banco falabella,impuesto predial,a,pagos web,17,6,2299801,3
16755,banco falabella,impuesto predial,a,pagos web,18,0,7315370,8
16756,banco falabella,impuesto predial,a,pagos web,18,1,31350523,14
16757,banco falabella,impuesto predial,a,pagos web,18,2,5598608,7
16758,banco falabella,impuesto predial,a,pagos web,18,3,970454,3
16759,banco falabella,impuesto predial,a,pagos web,18,4,2496164,4
16760,banco falabella,impuesto predial,a,pagos web,18,5,516906,1
16761,banco falabella,impuesto predial,a,pagos web,19,0,135,1
16762,banco falabella,impuesto predial,a,pagos web,19,1,371516,2
16763,banco falabella,impuesto predial,a,pagos web,19,2,1161686,2
16764,banco falabella,impuesto predial,a,pagos web,19,3,3827871,6
16765,banco falabella,impuesto predial,a,pagos web,19,4,1543754,4
16766,banco falabella,impuesto predial,a,pagos web,19,5,282054,1
16767,banco falabella,impuesto predial,a,pagos web,19,6,554827,1
16768,banco falabella,impuesto predial,a,pagos web,20,0,3014682,6
16769,banco falabella,impuesto predial,a,pagos web,20,1,4286278,7
16770,banco falabella,impuesto predial,a,pagos web,20,2,404525,2
16771,banco falabella,impuesto predial,a,pagos web,20,3,373434,3
16772,banco falabella,impuesto predial,a,pagos web,20,4,1527061,4
16773,banco falabella,impuesto predial,a,pagos web,20,5,375332,3
16774,banco falabella,impuesto predial,a,pagos web,20,6,4385424,4
16775,banco falabella,impuesto predial,a,pagos web,21,0,2011587,1
16776,banco falabella,impuesto predial,a,pagos web,21,1,4378044,4
16777,banco falabella,impuesto predial,a,pagos web,21,2,4409073,12
16778,banco falabella,impuesto predial,a,pagos web,21,3,5864854,10
16779,banco falabella,impuesto predial,a,pagos web,21,4,740445,4
16780,banco falabella,impuesto predial,a,pagos web,21,5,1220281,2
16781,banco falabella,impuesto predial,a,pagos web,21,6,212978,2
16782,banco falabella,impuesto predial,a,pagos web,22,0,5799478,7
16783,banco falabella,impuesto predial,a,pagos web,22,2,1231383,5
16784,banco falabella,impuesto predial,a,pagos web,22,3,532933,4
16785,banco falabella,impuesto predial,a,pagos web,22,4,2951481,3
16786,banco falabella,impuesto predial,a,pagos web,22,6,269184,1
16787,banco falabella,impuesto predial,a,pagos web,23,1,2910477,2
16788,banco falabella,impuesto predial,a,pagos web,23,2,2455589,2
16789,banco falabella,impuesto predial,a,pagos web,23,4,4344,1
16790,banco falabella,impuesto predial,a,pagos web,23,5,2325201,2
16791,banco falabella,impuesto predial,n,pagos web,0,3,190723,1
16792,banco falabella,impuesto predial,n,pagos web,1,1,603079,1
16793,banco falabella,impuesto predial,n,pagos web,1,6,1146996,2
16794,banco falabella,impuesto predial,n,pagos web,2,0,731948,1
16795,banco falabella,impuesto predial,n,pagos web,2,3,332449,2
16796,banco falabella,impuesto predial,n,pagos web,2,6,190975,1
16797,banco falabella,impuesto predial,n,pagos web,5,2,220165,1
16798,banco falabella,impuesto predial,n,pagos web,6,0,151287,1
16799,banco falabella,impuesto predial,n,pagos web,6,2,628226,3
16800,banco falabella,impuesto predial,n,pagos web,6,3,414110,2
16801,banco falabella,impuesto predial,n,pagos web,6,4,667303,1
16802,banco falabella,impuesto predial,n,pagos web,6,5,4274761,2
16803,banco falabella,impuesto predial,n,pagos web,6,6,1457703,1
16804,banco falabella,impuesto predial,n,pagos web,7,0,51813,1
16805,banco falabella,impuesto predial,n,pagos web,7,1,7997559,4
16806,banco falabella,impuesto predial,n,pagos web,7,2,2375880,4
16807,banco falabella,impuesto predial,n,pagos web,7,3,601236,4
16808,banco falabella,impuesto predial,n,pagos web,7,4,1312128,1
16809,banco falabella,impuesto predial,n,pagos web,7,5,1716069,2
16810,banco falabella,impuesto predial,n,pagos web,7,6,652250,1
16811,banco falabella,impuesto predial,n,pagos web,8,0,2238049,3
16812,banco falabella,impuesto predial,n,pagos web,8,1,7203471,3
16813,banco falabella,impuesto predial,n,pagos web,8,2,10197684,10
16814,banco falabella,impuesto predial,n,pagos web,8,3,65992,1
16815,banco falabella,impuesto predial,n,pagos web,8,4,21162414,8
16816,banco falabella,impuesto predial,n,pagos web,8,5,1104784,2
16817,banco falabella,impuesto predial,n,pagos web,8,6,160764,2
16818,banco falabella,impuesto predial,n,pagos web,9,0,8887198,10
16819,banco falabella,impuesto predial,n,pagos web,9,1,3601908,4
16820,banco falabella,impuesto predial,n,pagos web,9,2,13228709,11
16821,banco falabella,impuesto predial,n,pagos web,9,3,4338933,6
16822,banco falabella,impuesto predial,n,pagos web,9,4,6439295,3
16823,banco falabella,impuesto predial,n,pagos web,9,5,15880132,4
16824,banco falabella,impuesto predial,n,pagos web,9,6,656773,2
16825,banco falabella,impuesto predial,n,pagos web,10,0,687643,4
16826,banco falabella,impuesto predial,n,pagos web,10,1,8468696,8
16827,banco falabella,impuesto predial,n,pagos web,10,2,10996260,9
16828,banco falabella,impuesto predial,n,pagos web,10,3,5280077,9
16829,banco falabella,impuesto predial,n,pagos web,10,4,4670232,5
16830,banco falabella,impuesto predial,n,pagos web,10,5,5354904,2
16831,banco falabella,impuesto predial,n,pagos web,10,6,305888,1
16832,banco falabella,impuesto predial,n,pagos web,11,0,15483738,9
16833,banco falabella,impuesto predial,n,pagos web,11,1,9707519,7
16834,banco falabella,impuesto predial,n,pagos web,11,2,11198009,12
16835,banco falabella,impuesto predial,n,pagos web,11,3,11956507,14
16836,banco falabella,impuesto predial,n,pagos web,11,4,11430916,7
16837,banco falabella,impuesto predial,n,pagos web,11,5,4714332,5
16838,banco falabella,impuesto predial,n,pagos web,11,6,563988,1
16839,banco falabella,impuesto predial,n,pagos web,12,0,2917918,4
16840,banco falabella,impuesto predial,n,pagos web,12,1,20889634,15
16841,banco falabella,impuesto predial,n,pagos web,12,2,6602971,9
16842,banco falabella,impuesto predial,n,pagos web,12,3,3415134,4
16843,banco falabella,impuesto predial,n,pagos web,12,4,623913,2
16844,banco falabella,impuesto predial,n,pagos web,12,5,1475488,3
16845,banco falabella,impuesto predial,n,pagos web,12,6,5867137,4
16846,banco falabella,impuesto predial,n,pagos web,13,0,2370681,3
16847,banco falabella,impuesto predial,n,pagos web,13,1,6833087,10
16848,banco falabella,impuesto predial,n,pagos web,13,2,11350114,4
16849,banco falabella,impuesto predial,n,pagos web,13,3,9593597,9
16850,banco falabella,impuesto predial,n,pagos web,13,4,1866484,3
16851,banco falabella,impuesto predial,n,pagos web,13,5,9952656,8
16852,banco falabella,impuesto predial,n,pagos web,13,6,5242980,4
16853,banco falabella,impuesto predial,n,pagos web,14,0,5568783,4
16854,banco falabella,impuesto predial,n,pagos web,14,1,9729631,14
16855,banco falabella,impuesto predial,n,pagos web,14,2,6563594,12
16856,banco falabella,impuesto predial,n,pagos web,14,3,2454936,6
16857,banco falabella,impuesto predial,n,pagos web,14,4,3202061,10
16858,banco falabella,impuesto predial,n,pagos web,14,5,8999110,6
16859,banco falabella,impuesto predial,n,pagos web,14,6,2409045,4
16860,banco falabella,impuesto predial,n,pagos web,15,0,12549764,9
16861,banco falabella,impuesto predial,n,pagos web,15,1,5968128,14
16862,banco falabella,impuesto predial,n,pagos web,15,2,21180164,15
16863,banco falabella,impuesto predial,n,pagos web,15,3,1867654,5
16864,banco falabella,impuesto predial,n,pagos web,15,4,4390372,5
16865,banco falabella,impuesto predial,n,pagos web,15,5,1405718,4
16866,banco falabella,impuesto predial,n,pagos web,15,6,524423,2
16867,banco falabella,impuesto predial,n,pagos web,16,0,104942,2
16868,banco falabella,impuesto predial,n,pagos web,16,1,4740492,10
16869,banco falabella,impuesto predial,n,pagos web,16,2,6575053,12
16870,banco falabella,impuesto predial,n,pagos web,16,3,3809615,4
16871,banco falabella,impuesto predial,n,pagos web,16,4,1398040,4
16872,banco falabella,impuesto predial,n,pagos web,16,6,9495775,4
16873,banco falabella,impuesto predial,n,pagos web,17,0,14443178,12
16874,banco falabella,impuesto predial,n,pagos web,17,1,3857059,4
16875,banco falabella,impuesto predial,n,pagos web,17,2,7178906,7
16876,banco falabella,impuesto predial,n,pagos web,17,3,2359045,6
16877,banco falabella,impuesto predial,n,pagos web,17,5,5621020,4
16878,banco falabella,impuesto predial,n,pagos web,17,6,3338669,5
16879,banco falabella,impuesto predial,n,pagos web,18,0,2525741,4
16880,banco falabella,impuesto predial,n,pagos web,18,1,589397,4
16881,banco falabella,impuesto predial,n,pagos web,18,2,2828039,5
16882,banco falabella,impuesto predial,n,pagos web,18,3,502905,3
16883,banco falabella,impuesto predial,n,pagos web,18,4,10055052,4
16884,banco falabella,impuesto predial,n,pagos web,18,5,554779,2
16885,banco falabella,impuesto predial,n,pagos web,18,6,1227365,2
16886,banco falabella,impuesto predial,n,pagos web,19,0,3406925,7
16887,banco falabella,impuesto predial,n,pagos web,19,1,2080142,3
16888,banco falabella,impuesto predial,n,pagos web,19,2,1994984,7
16889,banco falabella,impuesto predial,n,pagos web,19,3,960387,3
16890,banco falabella,impuesto predial,n,pagos web,19,4,459027,2
16891,banco falabella,impuesto predial,n,pagos web,19,5,2058014,4
16892,banco falabella,impuesto predial,n,pagos web,19,6,4830712,2
16893,banco falabella,impuesto predial,n,pagos web,20,0,3681969,9
16894,banco falabella,impuesto predial,n,pagos web,20,1,502997,4
16895,banco falabella,impuesto predial,n,pagos web,20,2,9002095,9
16896,banco falabella,impuesto predial,n,pagos web,20,3,1196776,3
16897,banco falabella,impuesto predial,n,pagos web,20,4,700575,2
16898,banco falabella,impuesto predial,n,pagos web,20,5,566028,1
16899,banco falabella,impuesto predial,n,pagos web,20,6,4372053,5
16900,banco falabella,impuesto predial,n,pagos web,21,0,6613273,10
16901,banco falabella,impuesto predial,n,pagos web,21,1,4085151,8
16902,banco falabella,impuesto predial,n,pagos web,21,2,2580022,7
16903,banco falabella,impuesto predial,n,pagos web,21,3,4073141,3
16904,banco falabella,impuesto predial,n,pagos web,21,4,1942453,5
16905,banco falabella,impuesto predial,n,pagos web,21,5,12304,1
16906,banco falabella,impuesto predial,n,pagos web,21,6,4280596,3
16907,banco falabella,impuesto predial,n,pagos web,22,0,3949776,4
16908,banco falabella,impuesto predial,n,pagos web,22,1,2535550,6
16909,banco falabella,impuesto predial,n,pagos web,22,2,10230698,14
16910,banco falabella,impuesto predial,n,pagos web,22,3,474584,1
16911,banco falabella,impuesto predial,n,pagos web,22,4,2611510,1
16912,banco falabella,impuesto predial,n,pagos web,22,5,433698,1
16913,banco falabella,impuesto predial,n,pagos web,22,6,3742512,5
16914,banco falabella,impuesto predial,n,pagos web,23,0,64386,1
16915,banco falabella,impuesto predial,n,pagos web,23,1,538374,3
16916,banco falabella,impuesto predial,n,pagos web,23,2,827241,1
16917,banco falabella,impuesto predial,n,pagos web,23,3,122625,1
16918,banco falabella,impuesto predial,n,pagos web,23,4,1061851,2
16919,banco falabella,impuesto predial,n,pagos web,23,6,1721806,3
16920,banco falabella,impuesto predial,p,pagos web,0,0,1591470,3
16921,banco falabella,impuesto predial,p,pagos web,0,1,3058876,7
16922,banco falabella,impuesto predial,p,pagos web,0,2,1134252,3
16923,banco falabella,impuesto predial,p,pagos web,0,3,3158592,5
16924,banco falabella,impuesto predial,p,pagos web,0,4,6416043,6
16925,banco falabella,impuesto predial,p,pagos web,0,5,1083111,4
16926,banco falabella,impuesto predial,p,pagos web,0,6,138112,1
16927,banco falabella,impuesto predial,p,pagos web,1,0,1037625,1
16928,banco falabella,impuesto predial,p,pagos web,1,1,1581752,4
16929,banco falabella,impuesto predial,p,pagos web,1,2,15746905,4
16930,banco falabella,impuesto predial,p,pagos web,1,3,1136878,1
16931,banco falabella,impuesto predial,p,pagos web,1,4,1014858,3
16932,banco falabella,impuesto predial,p,pagos web,1,5,6148513,3
16933,banco falabella,impuesto predial,p,pagos web,2,0,1256531,2
16934,banco falabella,impuesto predial,p,pagos web,2,1,228951,1
16935,banco falabella,impuesto predial,p,pagos web,2,2,1747198,1
16936,banco falabella,impuesto predial,p,pagos web,2,4,345790,1
16937,banco falabella,impuesto predial,p,pagos web,2,5,410472,1
16938,banco falabella,impuesto predial,p,pagos web,2,6,591958,2
16939,banco falabella,impuesto predial,p,pagos web,3,2,192251,1
16940,banco falabella,impuesto predial,p,pagos web,3,5,278306,5
16941,banco falabella,impuesto predial,p,pagos web,4,1,2768693,2
16942,banco falabella,impuesto predial,p,pagos web,4,2,156661,1
16943,banco falabella,impuesto predial,p,pagos web,4,3,4399626,3
16944,banco falabella,impuesto predial,p,pagos web,4,4,1091266,4
16945,banco falabella,impuesto predial,p,pagos web,5,0,4615699,4
16946,banco falabella,impuesto predial,p,pagos web,5,1,3920500,6
16947,banco falabella,impuesto predial,p,pagos web,5,2,1221253,2
16948,banco falabella,impuesto predial,p,pagos web,5,3,7159499,5
16949,banco falabella,impuesto predial,p,pagos web,5,4,1736594,3
16950,banco falabella,impuesto predial,p,pagos web,5,5,1262321,1
16951,banco falabella,impuesto predial,p,pagos web,6,0,8481980,15
16952,banco falabella,impuesto predial,p,pagos web,6,1,33501499,16
16953,banco falabella,impuesto predial,p,pagos web,6,2,16534666,19
16954,banco falabella,impuesto predial,p,pagos web,6,3,15439420,17
16955,banco falabella,impuesto predial,p,pagos web,6,4,4900899,6
16956,banco falabella,impuesto predial,p,pagos web,6,5,19849220,9
16957,banco falabella,impuesto predial,p,pagos web,6,6,6428360,5
16958,banco falabella,impuesto predial,p,pagos web,7,0,23240104,31
16959,banco falabella,impuesto predial,p,pagos web,7,1,43733027,44
16960,banco falabella,impuesto predial,p,pagos web,7,2,47476976,53
16961,banco falabella,impuesto predial,p,pagos web,7,3,14344244,29
16962,banco falabella,impuesto predial,p,pagos web,7,4,20247047,30
16963,banco falabella,impuesto predial,p,pagos web,7,5,17626954,15
16964,banco falabella,impuesto predial,p,pagos web,7,6,5224421,11
16965,banco falabella,impuesto predial,p,pagos web,8,0,36087975,44
16966,banco falabella,impuesto predial,p,pagos web,8,1,58812334,79
16967,banco falabella,impuesto predial,p,pagos web,8,2,72004336,88
16968,banco falabella,impuesto predial,p,pagos web,8,3,42676713,45
16969,banco falabella,impuesto predial,p,pagos web,8,4,36730376,42
16970,banco falabella,impuesto predial,p,pagos web,8,5,40323724,34
16971,banco falabella,impuesto predial,p,pagos web,8,6,21623833,17
16972,banco falabella,impuesto predial,p,pagos web,9,0,62774088,72
16973,banco falabella,impuesto predial,p,pagos web,9,1,124748082,99
16974,banco falabella,impuesto predial,p,pagos web,9,2,100892163,89
16975,banco falabella,impuesto predial,p,pagos web,9,3,64333165,78
16976,banco falabella,impuesto predial,p,pagos web,9,4,104340824,79
16977,banco falabella,impuesto predial,p,pagos web,9,5,48145170,33
16978,banco falabella,impuesto predial,p,pagos web,9,6,30677390,27
16979,banco falabella,impuesto predial,p,pagos web,10,0,90441229,103
16980,banco falabella,impuesto predial,p,pagos web,10,1,132628549,117
16981,banco falabella,impuesto predial,p,pagos web,10,2,93841065,93
16982,banco falabella,impuesto predial,p,pagos web,10,3,96073836,85
16983,banco falabella,impuesto predial,p,pagos web,10,4,71686694,73
16984,banco falabella,impuesto predial,p,pagos web,10,5,47514700,46
16985,banco falabella,impuesto predial,p,pagos web,10,6,27725595,32
16986,banco falabella,impuesto predial,p,pagos web,11,0,109028684,105
16987,banco falabella,impuesto predial,p,pagos web,11,1,111870975,117
16988,banco falabella,impuesto predial,p,pagos web,11,2,86569493,92
16989,banco falabella,impuesto predial,p,pagos web,11,3,83131781,96
16990,banco falabella,impuesto predial,p,pagos web,11,4,42892977,59
16991,banco falabella,impuesto predial,p,pagos web,11,5,45905935,57
16992,banco falabella,impuesto predial,p,pagos web,11,6,15185836,31
16993,banco falabella,impuesto predial,p,pagos web,12,0,53027839,73
16994,banco falabella,impuesto predial,p,pagos web,12,1,98410922,103
16995,banco falabella,impuesto predial,p,pagos web,12,2,109577464,84
16996,banco falabella,impuesto predial,p,pagos web,12,3,77108067,74
16997,banco falabella,impuesto predial,p,pagos web,12,4,75217986,73
16998,banco falabella,impuesto predial,p,pagos web,12,5,60754641,37
16999,banco falabella,impuesto predial,p,pagos web,12,6,39012829,39
17000,banco falabella,impuesto predial,p,pagos web,13,0,85837292,76
17001,banco falabella,impuesto predial,p,pagos web,13,1,110654832,100
17002,banco falabella,impuesto predial,p,pagos web,13,2,49816333,72
17003,banco falabella,impuesto predial,p,pagos web,13,3,75115184,82
17004,banco falabella,impuesto predial,p,pagos web,13,4,55266397,51
17005,banco falabella,impuesto predial,p,pagos web,13,5,32457676,33
17006,banco falabella,impuesto predial,p,pagos web,13,6,22035457,23
17007,banco falabella,impuesto predial,p,pagos web,14,0,80289471,88
17008,banco falabella,impuesto predial,p,pagos web,14,1,88077991,84
17009,banco falabella,impuesto predial,p,pagos web,14,2,86641539,89
17010,banco falabella,impuesto predial,p,pagos web,14,3,58734917,66
17011,banco falabella,impuesto predial,p,pagos web,14,4,57286103,67
17012,banco falabella,impuesto predial,p,pagos web,14,5,46310193,27
17013,banco falabella,impuesto predial,p,pagos web,14,6,22822758,18
17014,banco falabella,impuesto predial,p,pagos web,15,0,81560373,95
17015,banco falabella,impuesto predial,p,pagos web,15,1,113428780,110
17016,banco falabella,impuesto predial,p,pagos web,15,2,79960849,82
17017,banco falabella,impuesto predial,p,pagos web,15,3,82673298,72
17018,banco falabella,impuesto predial,p,pagos web,15,4,77909277,71
17019,banco falabella,impuesto predial,p,pagos web,15,5,24553465,28
17020,banco falabella,impuesto predial,p,pagos web,15,6,34333063,35
17021,banco falabella,impuesto predial,p,pagos web,16,0,70953231,81
17022,banco falabella,impuesto predial,p,pagos web,16,1,106567455,92
17023,banco falabella,impuesto predial,p,pagos web,16,2,144396141,121
17024,banco falabella,impuesto predial,p,pagos web,16,3,109275619,84
17025,banco falabella,impuesto predial,p,pagos web,16,4,52255927,60
17026,banco falabella,impuesto predial,p,pagos web,16,5,18047956,26
17027,banco falabella,impuesto predial,p,pagos web,16,6,26874865,35
17028,banco falabella,impuesto predial,p,pagos web,17,0,70057494,88
17029,banco falabella,impuesto predial,p,pagos web,17,1,109920608,81
17030,banco falabella,impuesto predial,p,pagos web,17,2,69143659,60
17031,banco falabella,impuesto predial,p,pagos web,17,3,45189683,42
17032,banco falabella,impuesto predial,p,pagos web,17,4,74143185,44
17033,banco falabella,impuesto predial,p,pagos web,17,5,27724056,36
17034,banco falabella,impuesto predial,p,pagos web,17,6,23550063,37
17035,banco falabella,impuesto predial,p,pagos web,18,0,81984466,87
17036,banco falabella,impuesto predial,p,pagos web,18,1,82253974,96
17037,banco falabella,impuesto predial,p,pagos web,18,2,70156469,62
17038,banco falabella,impuesto predial,p,pagos web,18,3,44346372,63
17039,banco falabella,impuesto predial,p,pagos web,18,4,50049432,49
17040,banco falabella,impuesto predial,p,pagos web,18,5,18508342,24
17041,banco falabella,impuesto predial,p,pagos web,18,6,22919954,23
17042,banco falabella,impuesto predial,p,pagos web,19,0,120266948,87
17043,banco falabella,impuesto predial,p,pagos web,19,1,50030283,69
17044,banco falabella,impuesto predial,p,pagos web,19,2,31838245,56
17045,banco falabella,impuesto predial,p,pagos web,19,3,37574839,40
17046,banco falabella,impuesto predial,p,pagos web,19,4,50906590,45
17047,banco falabella,impuesto predial,p,pagos web,19,5,12443160,16
17048,banco falabella,impuesto predial,p,pagos web,19,6,23720738,28
17049,banco falabella,impuesto predial,p,pagos web,20,0,82661277,87
17050,banco falabella,impuesto predial,p,pagos web,20,1,75585840,75
17051,banco falabella,impuesto predial,p,pagos web,20,2,74493974,76
17052,banco falabella,impuesto predial,p,pagos web,20,3,35404101,45
17053,banco falabella,impuesto predial,p,pagos web,20,4,39779794,33
17054,banco falabella,impuesto predial,p,pagos web,20,5,7475211,18
17055,banco falabella,impuesto predial,p,pagos web,20,6,41345849,43
17056,banco falabella,impuesto predial,p,pagos web,21,0,82355344,79
17057,banco falabella,impuesto predial,p,pagos web,21,1,55417288,77
17058,banco falabella,impuesto predial,p,pagos web,21,2,41118151,66
17059,banco falabella,impuesto predial,p,pagos web,21,3,37293941,42
17060,banco falabella,impuesto predial,p,pagos web,21,4,29058915,34
17061,banco falabella,impuesto predial,p,pagos web,21,5,6946487,9
17062,banco falabella,impuesto predial,p,pagos web,21,6,39310668,43
17063,banco falabella,impuesto predial,p,pagos web,22,0,34600738,43
17064,banco falabella,impuesto predial,p,pagos web,22,1,52513668,58
17065,banco falabella,impuesto predial,p,pagos web,22,2,23696143,38
17066,banco falabella,impuesto predial,p,pagos web,22,3,54241126,51
17067,banco falabella,impuesto predial,p,pagos web,22,4,29787928,23
