Banco,Contrato,Origen,Hora,Tipo archivo recaudo,Cuenta
bancolombia - botón bancolombi,impuesto predial,a,16,pagos web,649
bancolombia,publicidad exterior visual,p,15,pagos web,648
banco colpatria,impuesto predial,p,11,pagos web,644
popular,circulacion y transito,presencial,8,pagos presencial,641
bancolombia s.a.,industria y comercio,p,9,pagos web,640
banco de bogota,industria y comercio,p,9,pagos web,639
banco de bogota,impuesto predial,p,21,pagos web,631
bancolombia - botón bancolombi,impuesto predial,p,0,pagos web,629
bogota_1,publicidad exterior visual,presencial,8,pagos presencial,628
bancolombia,industria y comercio,a,15,pagos web,626
bancolombia,industria y comercio,a,14,pagos web,625
bancolombia,industria y comercio,a,13,pagos web,625
bogota_1,industria y comercio,presencial,16,pagos presencial,624
bancolombia - botón bancolombi,impuesto predial,n,16,pagos web,616
banco colpatria,impuesto predial,p,10,pagos web,616
bancolombia,circulacion y transito,p,12,pagos web,614
bancolombia,delineación urbana,presencial,16,pagos presencial,610
banco bbva colombia s.a.,industria y comercio,p,9,pagos web,605
bbva,impuesto predial,p,11,pagos web,604
bancolombia,industria y comercio,a,16,pagos web,604
bancolombia,circulacion y transito,p,10,pagos web,601
bancolombia - botón bancolombi,impuesto predial,a,8,pagos web,601
bancolombia,industria y comercio,p,0,pagos web,599
banco de occidente,industria y comercio,p,13,pagos web,598
bancolombia - botón bancolombi,facilidades,p,11,pagos web,598
bbva,impuesto predial,p,10,pagos web,598
citibank,impuesto predial,p,8,pagos web,597
bancolombia - botón bancolombi,impuesto predial,n,13,pagos web,596
banco colpatria,impuesto predial,p,9,pagos web,595
banco de occidente,impuesto predial,p,16,pagos web,595
bogota_1,industria y comercio,presencial,12,pagos presencial,590
bancolombia s.a.,industria y comercio,p,12,pagos web,590
occidente,impuesto predial,presencial,9,pagos presencial,586
bancolombia,facilidades,p,23,pagos web,586
bancolombia - botón bancolombi,industria y comercio,p,18,pagos web,585
bancolombia,circulacion y transito,p,14,pagos web,583
banco de occidente,impuesto predial,p,13,pagos web,581
bbva,impuesto predial,p,9,pagos web,580
confiar,impuesto predial,presencial,8,pagos presencial,580
bancolombia - botón bancolombi,facilidades,p,10,pagos web,580
banco caja social,impuesto predial,p,8,pagos web,578
occidente,impuesto predial,presencial,11,pagos presencial,578
bancolombia - botón bancolombi,industria y comercio,p,8,pagos web,578
nequi,impuesto predial,p,8,pagos web,577
citibank,impuesto predial,p,19,pagos web,575
bancolombia,delineación urbana,presencial,13,pagos presencial,575
bancolombia,rentas contractuales,presencial,16,pagos presencial,573
banco colpatria,impuesto predial,p,15,pagos web,573
bancolombia,alumbrado publico,p,15,pagos web,573
bancolombia,industria y comercio,a,9,pagos web,572
bancolombia,publicidad exterior visual,presencial,15,pagos presencial,571
banco caja social,impuesto predial,p,19,pagos web,568
banco colpatria,impuesto predial,p,16,pagos web,567
bancolombia,industria y comercio,a,17,pagos web,567
banco colpatria,impuesto predial,p,14,pagos web,566
bancolombia - botón bancolombi,impuesto predial,n,12,pagos web,566
bancolombia,multas codigo de policia,presencial,13,pagos presencial,566
occidente,servicios,presencial,11,pagos presencial,564
banco caja social,impuesto predial,p,20,pagos web,562
bancolombia,alumbrado publico,p,11,pagos web,558
scotiabank colpatria,impuesto predial,p,7,pagos web,557
banco falabella,impuesto predial,p,11,pagos web,557
bancolombia,impuesto predial,p,2,pagos web,556
bancolombia - botón bancolombi,facilidades,p,16,pagos web,555
bancolombia,delineación urbana,presencial,8,pagos presencial,553
banco falabella,impuesto predial,p,10,pagos web,549
banco de bogota,industria y comercio,p,17,pagos web,549
occidente,impuesto predial,presencial,10,pagos presencial,548
confiar,circulacion y transito,presencial,14,pagos presencial,545
bancolombia,alumbrado publico,p,14,pagos web,545
citibank,impuesto predial,p,20,pagos web,544
bogota_1,circulacion y transito,presencial,10,pagos presencial,544
bancolombia - botón bancolombi,impuesto predial,n,20,pagos web,543
confiar,industria y comercio,presencial,13,pagos presencial,543
bancolombia,publicidad exterior visual,p,14,pagos web,543
occidente,impuesto predial,presencial,14,pagos presencial,542
bancolombia,impuesto predial,a,23,pagos web,542
bancolombia s.a.,industria y comercio,p,17,pagos web,541
bbva,industria y comercio,presencial,15,pagos presencial,540
bancolombia,impuesto predial,a,6,pagos web,540
banco davivienda,industria y comercio,p,19,pagos web,539
bancolombia,publicidad exterior visual,presencial,11,pagos presencial,537
bancolombia,alumbrado publico,p,16,pagos web,535
bancolombia,multas codigo de policia,presencial,8,pagos presencial,534
confiar,circulacion y transito,presencial,10,pagos presencial,531
bancolombia,rendimientos financieros y recursos no ejecutados,p,15,pagos web,531
bogota_1,industria y comercio,presencial,13,pagos presencial,530
bancolombia,impuesto predial,p,3,pagos web,530
scotiabank colpatria s.a.,impuesto predial,p,11,pagos web,528
nequi,impuesto predial,p,22,pagos web,528
banco de bogota,impuesto predial,p,7,pagos web,524
popular,circulacion y transito,presencial,12,pagos presencial,521
bancolombia,retencion ica,p,8,pagos web,520
bancolombia - botón bancolombi,facilidades,p,15,pagos web,519
occidente,impuesto predial,presencial,15,pagos presencial,517
banco itau,impuesto predial,p,11,pagos web,517
banco bbva colombia s.a.,industria y comercio,p,17,pagos web,516
banco bbva colombia s.a.,industria y comercio,p,13,pagos web,514
bancolombia,circulacion y transito,presencial,18,pagos presencial,513
bogota_1,circulacion y transito,presencial,9,pagos presencial,513
bbva,impuesto predial,p,16,pagos web,511
citibank,impuesto predial,p,21,pagos web,511
occidente,servicios,presencial,10,pagos presencial,509
bancolombia,publicidad exterior visual,p,16,pagos web,508
cotrafa,circulacion y transito,presencial,9,pagos presencial,508
bancolombia - botón bancolombi,impuesto predial,n,17,pagos web,507
bbva,impuesto predial,p,15,pagos web,506
bancolombia - botón bancolombi,impuesto predial,n,21,pagos web,505
bancolombia,circulacion y transito,p,16,pagos web,505
occidente,servicios,presencial,15,pagos presencial,504
bancolombia,circulacion y transito,presencial,7,pagos presencial,503
bancolombia,industria y comercio,a,18,pagos web,502
bancolombia - botón bancolombi,impuesto predial,n,8,pagos web,500
bancolombia,circulacion y transito,p,9,pagos web,500
banco falabella,impuesto predial,p,16,pagos web,499
scotiabank colpatria s.a.,impuesto predial,p,15,pagos web,499
bbva,industria y comercio,presencial,14,pagos presencial,499
bancolombia - botón bancolombi,facilidades,p,14,pagos web,499
bancolombia,rentas contractuales,presencial,13,pagos presencial,498
bancolombia,circulacion y transito,p,17,pagos web,497
scotiabank colpatria s.a.,impuesto predial,p,9,pagos web,496
banco caja social,impuesto predial,p,21,pagos web,495
bbva,impuesto predial,p,12,pagos web,494
banco colpatria,impuesto predial,p,12,pagos web,494
bogota_1,publicidad exterior visual,presencial,10,pagos presencial,494
banco falabella,impuesto predial,p,15,pagos web,493
confiar,circulacion y transito,presencial,15,pagos presencial,493
scotiabank colpatria s.a.,impuesto predial,p,10,pagos web,491
confiar,circulacion y transito,presencial,9,pagos presencial,489
bbva,impuesto predial,p,17,pagos web,487
bogota_1,circulacion y transito,presencial,14,pagos presencial,487
banco colpatria,impuesto predial,p,17,pagos web,487
banco de bogota,industria y comercio,p,13,pagos web,486
bancolombia - botón bancolombi,industria y comercio,p,20,pagos web,485
bancolombia,impuesto predial,n,23,pagos web,485
bancocajasocial,industria y comercio,presencial,14,pagos presencial,484
bancolombia,rentas contractuales,presencial,8,pagos presencial,484
davivienda,ingresos no tributarios,presencial,10,pagos presencial,483
banco falabella,impuesto predial,p,12,pagos web,483
bancolombia,publicidad exterior visual,presencial,16,pagos presencial,482
bbva,impuesto predial,p,14,pagos web,482
bancolombia - botón bancolombi,impuesto predial,n,19,pagos web,481
bancolombia - botón bancolombi,facilidades,p,19,pagos web,480
occidente,industria y comercio,presencial,12,pagos presencial,480
popular,circulacion y transito,presencial,16,pagos presencial,479
bancolombia - botón bancolombi,facilidades,p,18,pagos web,478
bancolombia,impuesto predial,n,6,pagos web,478
bancolombia,publicidad exterior visual,p,10,pagos web,477
bancolombia - botón bancolombi,impuesto predial,a,22,pagos web,477
banco falabella,impuesto predial,p,9,pagos web,477
bancolombia - botón bancolombi,industria y comercio,p,19,pagos web,476
bancolombia - botón bancolombi,facilidades,p,17,pagos web,475
bancolombia,industria y comercio,p,5,pagos web,475
bancolombia,publicidad exterior visual,p,11,pagos web,474
cotrafa,circulacion y transito,presencial,11,pagos presencial,471
bancolombia - botón bancolombi,facilidades,p,12,pagos web,470
bancolombia s.a.,industria y comercio,p,13,pagos web,470
bancolombia,servicios,presencial,17,pagos presencial,469
cotrafa,circulacion y transito,presencial,10,pagos presencial,469
scotiabank colpatria s.a.,impuesto predial,p,16,pagos web,469
bancolombia,circulacion y transito,p,13,pagos web,468
scotiabank colpatria s.a.,impuesto predial,p,14,pagos web,468
cotrafa,industria y comercio,presencial,17,pagos presencial,467
bancolombia,otros ingresos,presencial,15,pagos presencial,467
davivienda,ingresos no tributarios,presencial,11,pagos presencial,464
bancolombia,préstamos hipotecarios,presencial,18,pagos presencial,463
coofinep,industria y comercio,presencial,14,pagos presencial,463
bancolombia,industria y comercio,a,20,pagos web,463
bancolombia,industria y comercio,a,19,pagos web,463
coofinep,industria y comercio,presencial,10,pagos presencial,463
bancolombia s.a.,industria y comercio,p,8,pagos web,462
banco de occidente,impuesto predial,p,8,pagos web,461
banco itau,impuesto predial,p,10,pagos web,461
bancolombia - botón bancolombi,facilidades,p,9,pagos web,459
coofinep,industria y comercio,presencial,15,pagos presencial,459
bancolombia,industria y comercio,a,8,pagos web,459
bancolombia,industria y comercio,n,18,pagos web,458
confiar,circulacion y transito,presencial,13,pagos presencial,457
bancolombia - botón bancolombi,impuesto predial,n,18,pagos web,454
banco av villas,impuesto predial,p,10,pagos web,454
bancolombia,alumbrado publico,p,10,pagos web,454
bancolombia s.a.,impuesto predial,n,10,pagos web,451
bancolombia - botón bancolombi,industria y comercio,p,21,pagos web,451
banco av villas,impuesto predial,p,14,pagos web,448
bancocajasocial,industria y comercio,presencial,10,pagos presencial,447
occidente,servicios,presencial,14,pagos presencial,447
bancolombia - botón bancolombi,facilidades,p,13,pagos web,447
bancolombia - botón bancolombi,impuesto predial,a,7,pagos web,446
bancocajasocial,industria y comercio,presencial,11,pagos presencial,445
banco caja social,industria y comercio,p,15,pagos web,444
scotiabank colpatria,impuesto predial,p,22,pagos web,444
bbva,impuesto predial,p,20,pagos web,444
banco av villas,impuesto predial,p,11,pagos web,444
banco de occidente,industria y comercio,p,17,pagos web,441
banco de occidente,impuesto predial,p,17,pagos web,439
banco falabella,impuesto predial,p,14,pagos web,439
compania de financiamiento tuy,impuesto predial,p,11,pagos web,438
confiar,circulacion y transito,presencial,11,pagos presencial,438
banco falabella,impuesto predial,p,13,pagos web,437
banco de bogota,industria y comercio,p,8,pagos web,436
banco davivienda,industria y comercio,p,20,pagos web,434
bancocajasocial,impuesto predial,presencial,15,pagos presencial,434
banco av villas,impuesto predial,p,15,pagos web,433
bancolombia s.a.,impuesto predial,n,11,pagos web,431
bbva,industria y comercio,presencial,10,pagos presencial,431
banco de occidente,industria y comercio,p,8,pagos web,431
bancolombia - botón bancolombi,facilidades,p,20,pagos web,431
banco caja social,industria y comercio,p,10,pagos web,431
banco colpatria,impuesto predial,p,13,pagos web,431
banco colpatria,impuesto predial,p,18,pagos web,429
bancolombia,industria y comercio,a,21,pagos web,426
davivienda,ingresos no tributarios,presencial,15,pagos presencial,425
bancolombia,rendimientos financieros y recursos no ejecutados,p,16,pagos web,423
scotiabank colpatria s.a.,impuesto predial,p,12,pagos web,423
banco davivienda,industria y comercio,p,7,pagos web,421
bancocajasocial,impuesto predial,presencial,11,pagos presencial,421
bancocajasocial,industria y comercio,presencial,9,pagos presencial,421
davivienda,industria y comercio,presencial,17,pagos presencial,421
bancocajasocial,industria y comercio,presencial,15,pagos presencial,420
bancolombia,otros ingresos,presencial,14,pagos presencial,419
banco caja social,industria y comercio,p,11,pagos web,417
banco itau,impuesto predial,p,14,pagos web,416
bancolombia,alumbrado publico,p,12,pagos web,416
bbva,impuesto predial,p,13,pagos web,415
coofinep,industria y comercio,presencial,11,pagos presencial,415
cotrafa,circulacion y transito,presencial,14,pagos presencial,414
banco av villas,impuesto predial,p,9,pagos web,412
bancolombia,otros ingresos,presencial,9,pagos presencial,412
bancolombia - botón bancolombi,facilidades,p,21,pagos web,410
davivienda,ingresos no tributarios,presencial,9,pagos presencial,410
bancolombia,alumbrado publico,presencial,18,pagos presencial,409
bbva,impuesto predial,p,8,pagos web,409
banco itau,impuesto predial,p,9,pagos web,408
bancocajasocial,impuesto predial,presencial,10,pagos presencial,406
davivienda,ingresos no tributarios,presencial,14,pagos presencial,406
banco av villas,impuesto predial,p,16,pagos web,406
banco falabella,impuesto predial,p,18,pagos web,404
bbva,impuesto predial,p,18,pagos web,404
occidente,circulacion y transito,presencial,13,pagos presencial,403
bancolombia,otros ingresos,presencial,10,pagos presencial,403
compania de financiamiento tuy,impuesto predial,p,10,pagos web,402
banco caja social,industria y comercio,p,12,pagos web,400
banco caja social,industria y comercio,p,14,pagos web,398
bancolombia,otros ingresos,presencial,12,pagos presencial,397
bancolombia,ingresos no tributarios,presencial,17,pagos presencial,397
banco itau,impuesto predial,p,15,pagos web,397
popular,circulacion y transito,presencial,13,pagos presencial,395
banco colpatria,impuesto predial,p,20,pagos web,394
banco colpatria,impuesto predial,p,21,pagos web,392
bancocajasocial,impuesto predial,presencial,14,pagos presencial,391
banco colpatria,impuesto predial,p,8,pagos web,391
bancocajasocial,impuesto predial,presencial,9,pagos presencial,390
bancolombia,rendimientos financieros y recursos no ejecutados,p,14,pagos web,389
