Banco;Contrato;Origen;Tipo archivo recaudo;Hora;Dia semana;Total recaudo;Total transacciones
nequi;industria y comercio;p;pagos web;8;3;3723718;25
nequi;industria y comercio;p;pagos web;8;4;2069086;15
nequi;industria y comercio;p;pagos web;8;5;791060;8
nequi;industria y comercio;p;pagos web;8;6;85670;1
nequi;industria y comercio;p;pagos web;9;0;4316282;34
nequi;industria y comercio;p;pagos web;9;1;5632625;37
nequi;industria y comercio;p;pagos web;9;2;6858812;40
nequi;industria y comercio;p;pagos web;9;3;3149315;26
nequi;industria y comercio;p;pagos web;9;4;7729819;28
nequi;industria y comercio;p;pagos web;9;5;781495;8
nequi;industria y comercio;p;pagos web;9;6;1352089;4
nequi;industria y comercio;p;pagos web;10;0;5847905;30
nequi;industria y comercio;p;pagos web;10;1;3529026;36
nequi;industria y comercio;p;pagos web;10;2;4958649;41
nequi;industria y comercio;p;pagos web;10;3;5401788;38
nequi;industria y comercio;p;pagos web;10;4;6215555;40
nequi;industria y comercio;p;pagos web;10;5;1249244;13
nequi;industria y comercio;p;pagos web;10;6;1214284;9
nequi;industria y comercio;p;pagos web;11;0;3204666;39
nequi;industria y comercio;p;pagos web;11;1;4182044;39
nequi;industria y comercio;p;pagos web;11;2;7718869;54
nequi;industria y comercio;p;pagos web;11;3;5592692;46
nequi;industria y comercio;p;pagos web;11;4;6353530;38
nequi;industria y comercio;p;pagos web;11;5;1809154;19
nequi;industria y comercio;p;pagos web;11;6;1756702;15
nequi;industria y comercio;p;pagos web;12;0;4799809;28
nequi;industria y comercio;p;pagos web;12;1;14783926;47
nequi;industria y comercio;p;pagos web;12;2;5818962;37
nequi;industria y comercio;p;pagos web;12;3;6890227;36
nequi;industria y comercio;p;pagos web;12;4;10537250;38
nequi;industria y comercio;p;pagos web;12;5;2368605;20
nequi;industria y comercio;p;pagos web;12;6;1077602;12
nequi;industria y comercio;p;pagos web;13;0;4899409;29
nequi;industria y comercio;p;pagos web;13;1;7577405;38
nequi;industria y comercio;p;pagos web;13;2;5025162;36
nequi;industria y comercio;p;pagos web;13;3;8022051;33
nequi;industria y comercio;p;pagos web;13;4;4517828;33
nequi;industria y comercio;p;pagos web;13;5;4727768;20
nequi;industria y comercio;p;pagos web;13;6;975436;11
nequi;industria y comercio;p;pagos web;14;0;6034667;30
nequi;industria y comercio;p;pagos web;14;1;5260552;39
nequi;industria y comercio;p;pagos web;14;2;5085776;45
nequi;industria y comercio;p;pagos web;14;3;6397729;38
nequi;industria y comercio;p;pagos web;14;4;4618970;34
nequi;industria y comercio;p;pagos web;14;5;4628854;12
nequi;industria y comercio;p;pagos web;14;6;434347;3
nequi;industria y comercio;p;pagos web;15;0;6049017;30
nequi;industria y comercio;p;pagos web;15;1;9129882;50
nequi;industria y comercio;p;pagos web;15;2;5551910;40
nequi;industria y comercio;p;pagos web;15;3;7207833;47
nequi;industria y comercio;p;pagos web;15;4;5432048;43
nequi;industria y comercio;p;pagos web;15;5;2221533;13
nequi;industria y comercio;p;pagos web;15;6;901001;11
nequi;industria y comercio;p;pagos web;16;0;4004783;32
nequi;industria y comercio;p;pagos web;16;1;5441193;33
nequi;industria y comercio;p;pagos web;16;2;9611590;41
nequi;industria y comercio;p;pagos web;16;3;5967119;34
nequi;industria y comercio;p;pagos web;16;4;4492535;36
nequi;industria y comercio;p;pagos web;16;5;1952541;16
nequi;industria y comercio;p;pagos web;16;6;456271;9
nequi;industria y comercio;p;pagos web;17;0;3786935;35
nequi;industria y comercio;p;pagos web;17;1;4270324;31
nequi;industria y comercio;p;pagos web;17;2;5463458;38
nequi;industria y comercio;p;pagos web;17;3;3824599;27
nequi;industria y comercio;p;pagos web;17;4;3273397;38
nequi;industria y comercio;p;pagos web;17;5;511211;7
nequi;industria y comercio;p;pagos web;17;6;615107;7
nequi;industria y comercio;p;pagos web;18;0;4419747;26
nequi;industria y comercio;p;pagos web;18;1;3356861;23
nequi;industria y comercio;p;pagos web;18;2;3934019;32
nequi;industria y comercio;p;pagos web;18;3;6067912;24
nequi;industria y comercio;p;pagos web;18;4;4453699;25
nequi;industria y comercio;p;pagos web;18;5;1183014;11
nequi;industria y comercio;p;pagos web;18;6;865110;10
nequi;industria y comercio;p;pagos web;19;0;3790954;22
nequi;industria y comercio;p;pagos web;19;1;4532062;30
nequi;industria y comercio;p;pagos web;19;2;5387000;34
nequi;industria y comercio;p;pagos web;19;3;5057817;26
nequi;industria y comercio;p;pagos web;19;4;6640526;26
nequi;industria y comercio;p;pagos web;19;5;1322732;10
nequi;industria y comercio;p;pagos web;19;6;898882;10
nequi;industria y comercio;p;pagos web;20;0;5476006;27
nequi;industria y comercio;p;pagos web;20;1;2880040;24
nequi;industria y comercio;p;pagos web;20;2;4873730;24
nequi;industria y comercio;p;pagos web;20;3;3121621;23
nequi;industria y comercio;p;pagos web;20;4;6109804;14
nequi;industria y comercio;p;pagos web;20;5;577208;7
nequi;industria y comercio;p;pagos web;20;6;1260254;8
nequi;industria y comercio;p;pagos web;21;0;3376922;19
nequi;industria y comercio;p;pagos web;21;1;3752549;20
nequi;industria y comercio;p;pagos web;21;2;2439289;20
nequi;industria y comercio;p;pagos web;21;3;4149918;27
nequi;industria y comercio;p;pagos web;21;4;2027979;11
nequi;industria y comercio;p;pagos web;21;5;1045772;10
nequi;industria y comercio;p;pagos web;21;6;403043;6
nequi;industria y comercio;p;pagos web;22;0;2711332;16
nequi;industria y comercio;p;pagos web;22;1;1465501;14
nequi;industria y comercio;p;pagos web;22;2;2669034;12
nequi;industria y comercio;p;pagos web;22;3;1450799;16
nequi;industria y comercio;p;pagos web;22;4;3391885;13
nequi;industria y comercio;p;pagos web;22;5;852902;5
nequi;industria y comercio;p;pagos web;22;6;213937;3
nequi;industria y comercio;p;pagos web;23;0;975798;8
nequi;industria y comercio;p;pagos web;23;1;2560480;13
nequi;industria y comercio;p;pagos web;23;2;854306;7
nequi;industria y comercio;p;pagos web;23;3;550846;9
nequi;industria y comercio;p;pagos web;23;4;1356884;5
nequi;industria y comercio;p;pagos web;23;5;60957;1
nequi;industria y comercio;p;pagos web;23;6;324373;6
nequi;industria y comercio;w;pagos web;11;0;828;1
nequi;industria y comercio;w;pagos web;11;1;182736;1
nequi;industria y comercio;w;pagos web;13;2;198465;1
nequi;industria y comercio;w;pagos web;14;4;168459;1
nequi;industria y comercio;w;pagos web;15;0;435657;1
nequi;industria y comercio;w;pagos web;15;3;550500;1
nequi;industria y comercio;w;pagos web;16;4;2185;1
nequi;industria y comercio;w;pagos web;19;5;334063;1
nequi;ingresos no tributarios;n;pagos web;10;3;85043;1
nequi;ingresos no tributarios;n;pagos web;11;1;85043;1
nequi;ingresos no tributarios;n;pagos web;17;3;64882;1
nequi;ingresos no tributarios;n;pagos web;19;1;85043;1
nequi;ingresos no tributarios;n;pagos web;19;3;89829;1
nequi;ingresos no tributarios;n;pagos web;20;0;64882;1
nequi;ingresos no tributarios;p;pagos web;10;1;674420;2
nequi;ingresos no tributarios;p;pagos web;13;0;85043;1
nequi;ingresos no tributarios;p;pagos web;16;3;496952;1
nequi;ingresos no tributarios;p;pagos web;18;3;66178;1
nequi;ingresos no tributarios;p;pagos web;22;0;394516;1
nequi;movilidad;n;pagos web;10;1;274000;1
nequi;movilidad;p;pagos web;9;1;598500;2
nequi;movilidad;p;pagos web;9;3;385500;1
nequi;movilidad;p;pagos web;10;3;274000;1
nequi;movilidad;p;pagos web;11;3;274000;1
nequi;movilidad;p;pagos web;13;1;548000;2
nequi;movilidad;p;pagos web;13;2;274000;1
nequi;movilidad;p;pagos web;14;1;245500;1
nequi;movilidad;p;pagos web;14;3;245500;1
nequi;movilidad;p;pagos web;15;2;659500;2
nequi;movilidad;p;pagos web;16;3;990000;1
nequi;movilidad;p;pagos web;16;4;245500;1
nequi;movilidad;p;pagos web;18;0;240600;1
nequi;otros ingresos;n;pagos web;16;2;7730;1
nequi;otros ingresos;p;pagos web;18;3;60000;1
nequi;publicidad exterior visual;p;pagos web;14;2;136000;1
nequi;publicidad exterior visual;p;pagos web;17;3;151000;1
nequi;publicidad exterior visual;p;pagos web;17;4;151000;1
nequi;publicidad exterior visual;p;pagos web;21;1;303000;1
nequi;rendimientos financieros y recursos no ejecutados;p;pagos web;7;1;875;1
nequi;rentas contractuales;n;pagos web;6;2;358758;1
nequi;rentas contractuales;n;pagos web;6;3;317147;1
nequi;rentas contractuales;n;pagos web;7;1;306251;1
nequi;rentas contractuales;n;pagos web;7;3;1119654;4
nequi;rentas contractuales;n;pagos web;8;1;907395;2
nequi;rentas contractuales;n;pagos web;8;5;896187;4
nequi;rentas contractuales;n;pagos web;9;0;297038;1
nequi;rentas contractuales;n;pagos web;9;2;294635;1
nequi;rentas contractuales;n;pagos web;9;3;501090;2
nequi;rentas contractuales;n;pagos web;10;0;501090;2
nequi;rentas contractuales;n;pagos web;10;1;496883;2
nequi;rentas contractuales;n;pagos web;10;2;504989;2
nequi;rentas contractuales;n;pagos web;10;3;319757;2
nequi;rentas contractuales;n;pagos web;10;4;457355;2
nequi;rentas contractuales;n;pagos web;11;0;651813;3
nequi;rentas contractuales;n;pagos web;11;1;514263;2
nequi;rentas contractuales;n;pagos web;11;2;207895;1
nequi;rentas contractuales;n;pagos web;11;3;1150630;2
nequi;rentas contractuales;n;pagos web;11;4;208296;1
nequi;rentas contractuales;n;pagos web;12;0;294635;1
nequi;rentas contractuales;n;pagos web;12;3;63657;1
nequi;rentas contractuales;n;pagos web;12;4;892846;3
nequi;rentas contractuales;n;pagos web;13;2;78354;1
nequi;rentas contractuales;n;pagos web;13;4;294635;1
nequi;rentas contractuales;n;pagos web;14;1;389678;2
nequi;rentas contractuales;n;pagos web;14;2;383714;2
nequi;rentas contractuales;n;pagos web;14;3;761002;3
nequi;rentas contractuales;n;pagos web;14;4;647044;2
nequi;rentas contractuales;n;pagos web;15;1;225286;2
nequi;rentas contractuales;n;pagos web;15;2;81932;1
nequi;rentas contractuales;n;pagos web;15;4;259453;1
nequi;rentas contractuales;n;pagos web;16;2;63350;1
nequi;rentas contractuales;n;pagos web;16;4;95315;1
nequi;rentas contractuales;n;pagos web;17;1;297038;1
nequi;rentas contractuales;n;pagos web;17;3;14535;1
nequi;rentas contractuales;n;pagos web;18;0;33307;1
nequi;rentas contractuales;n;pagos web;18;3;2762703;2
nequi;rentas contractuales;n;pagos web;18;4;70295;2
nequi;rentas contractuales;n;pagos web;19;0;148512;1
nequi;rentas contractuales;n;pagos web;21;1;1062196;1
nequi;rentas contractuales;n;pagos web;22;2;1062196;1
nequi;rentas contractuales;n;pagos web;23;3;302708;1
nequi;rentas contractuales;n;pagos web;23;4;285947;1
nequi;rentas contractuales;p;pagos web;1;4;247450;2
nequi;rentas contractuales;p;pagos web;7;1;17811;1
nequi;rentas contractuales;p;pagos web;7;2;916588;3
nequi;rentas contractuales;p;pagos web;8;1;606535;1
nequi;rentas contractuales;p;pagos web;8;4;674927;1
nequi;rentas contractuales;p;pagos web;9;3;598909;1
nequi;rentas contractuales;p;pagos web;10;0;619968;2
nequi;rentas contractuales;p;pagos web;10;3;783072;3
nequi;rentas contractuales;p;pagos web;10;4;133702;2
nequi;rentas contractuales;p;pagos web;11;0;381496;1
nequi;rentas contractuales;p;pagos web;11;2;381496;1
nequi;rentas contractuales;p;pagos web;11;3;333843;1
nequi;rentas contractuales;p;pagos web;11;4;381496;1
nequi;rentas contractuales;p;pagos web;12;0;762992;2
nequi;rentas contractuales;p;pagos web;12;1;1094173;4
nequi;rentas contractuales;p;pagos web;12;5;381496;1
nequi;rentas contractuales;p;pagos web;13;0;355542;1
nequi;rentas contractuales;p;pagos web;13;1;355542;1
nequi;rentas contractuales;p;pagos web;13;3;980405;2
nequi;rentas contractuales;p;pagos web;14;1;1069441;2
nequi;rentas contractuales;p;pagos web;14;2;381496;1
nequi;rentas contractuales;p;pagos web;15;1;381497;1
nequi;rentas contractuales;p;pagos web;15;3;381496;1
nequi;rentas contractuales;p;pagos web;15;4;2338374;1
nequi;rentas contractuales;p;pagos web;15;5;85684;1
nequi;rentas contractuales;p;pagos web;16;0;357959;2
nequi;rentas contractuales;p;pagos web;16;1;1012214;4
nequi;rentas contractuales;p;pagos web;16;2;355542;1
nequi;rentas contractuales;p;pagos web;16;3;355542;1
nequi;rentas contractuales;p;pagos web;17;3;598909;1
nequi;rentas contractuales;p;pagos web;17;4;2424;1
nequi;rentas contractuales;p;pagos web;18;2;122409;1
nequi;rentas contractuales;p;pagos web;19;0;381496;1
nequi;rentas contractuales;p;pagos web;19;1;9581;1
nequi;rentas contractuales;p;pagos web;20;0;181819;2
nequi;rentas contractuales;p;pagos web;20;2;355542;1
nequi;rentas contractuales;p;pagos web;22;6;361011;1
nequi;rentas contractuales;p;pagos web;23;2;52851;1
nequi;rentas contractuales;p;pagos web;23;3;598909;1
nequi;retencion ica;n;pagos web;8;2;23000;1
nequi;retencion ica;n;pagos web;8;3;8000;1
nequi;retencion ica;n;pagos web;14;2;21000;1
nequi;retencion ica;n;pagos web;16;1;32000;1
nequi;retencion ica;n;pagos web;16;2;130000;1
nequi;retencion ica;p;pagos web;8;2;20000;1
nequi;retencion ica;p;pagos web;9;1;32000;1
nequi;retencion ica;p;pagos web;14;1;228000;1
nequi;retencion ica;p;pagos web;14;2;182000;1
nequi;retencion ica;p;pagos web;15;2;20000;1
nequi;retencion ica;p;pagos web;16;0;441000;1
nequi;retencion ica;p;pagos web;16;1;28000;2
nequi;retencion ica;p;pagos web;16;2;115000;1
nequi;retencion ica;p;pagos web;16;3;21000;1
nequi;retencion ica;p;pagos web;22;0;262000;1
nequi;retencion ica;p;pagos web;23;4;15000;1
nequi;servicios;n;pagos web;0;6;12854;1
nequi;servicios;n;pagos web;2;5;6427;1
nequi;servicios;n;pagos web;4;1;12854;1
nequi;servicios;n;pagos web;5;3;6427;1
nequi;servicios;n;pagos web;6;4;25708;1
nequi;servicios;n;pagos web;8;1;12854;1
nequi;servicios;n;pagos web;8;2;32135;2
nequi;servicios;n;pagos web;8;3;44989;2
nequi;servicios;n;pagos web;8;4;38562;2
nequi;servicios;n;pagos web;8;5;25708;1
nequi;servicios;n;pagos web;9;0;19281;1
nequi;servicios;n;pagos web;9;1;19281;2
nequi;servicios;n;pagos web;9;4;77124;3
nequi;servicios;n;pagos web;9;5;38562;2
nequi;servicios;n;pagos web;10;0;12854;1
nequi;servicios;n;pagos web;10;1;6427;1
nequi;servicios;n;pagos web;10;3;12854;1
nequi;servicios;n;pagos web;11;0;12854;1
nequi;servicios;n;pagos web;11;1;64270;4
nequi;servicios;n;pagos web;11;2;64270;4
nequi;servicios;n;pagos web;11;3;19281;1
nequi;servicios;n;pagos web;11;4;12854;1
nequi;servicios;n;pagos web;12;1;25708;2
nequi;servicios;n;pagos web;12;2;12854;2
nequi;servicios;n;pagos web;12;4;179956;2
nequi;servicios;n;pagos web;13;0;6427;1
nequi;servicios;n;pagos web;13;1;6427;1
nequi;servicios;n;pagos web;13;3;12854;1
nequi;servicios;n;pagos web;13;4;51416;4
nequi;servicios;n;pagos web;14;0;12854;1
nequi;servicios;n;pagos web;14;1;38562;2
nequi;servicios;n;pagos web;14;2;57843;3
nequi;servicios;n;pagos web;14;3;32135;1
nequi;servicios;n;pagos web;14;4;32135;2
nequi;servicios;n;pagos web;15;0;25708;3
nequi;servicios;n;pagos web;15;1;96405;12
nequi;servicios;n;pagos web;15;2;51416;5
nequi;servicios;n;pagos web;15;3;160675;2
nequi;servicios;n;pagos web;15;6;25708;1
nequi;servicios;n;pagos web;16;0;6427;1
nequi;servicios;n;pagos web;16;1;19281;1
nequi;servicios;n;pagos web;16;2;12854;1
nequi;servicios;n;pagos web;16;4;38562;2
nequi;servicios;n;pagos web;17;0;19281;1
nequi;servicios;n;pagos web;17;1;38562;2
nequi;servicios;n;pagos web;17;2;12854;1
nequi;servicios;n;pagos web;17;4;6427;1
nequi;servicios;n;pagos web;18;0;6427;1
nequi;servicios;n;pagos web;18;1;25708;2
nequi;servicios;n;pagos web;18;3;12854;2
nequi;servicios;n;pagos web;19;0;12854;1
nequi;servicios;n;pagos web;19;1;64270;2
nequi;servicios;n;pagos web;19;2;51416;2
nequi;servicios;n;pagos web;19;4;12854;2
nequi;servicios;n;pagos web;19;5;12854;2
nequi;servicios;n;pagos web;20;1;12854;1
nequi;servicios;n;pagos web;20;6;6427;1
nequi;servicios;n;pagos web;21;1;38562;6
nequi;servicios;n;pagos web;21;2;12854;1
nequi;servicios;n;pagos web;22;1;19281;2
nequi;servicios;n;pagos web;23;4;6427;1
nequi;servicios;p;pagos web;5;3;104500;1
nequi;servicios;p;pagos web;10;2;32900;1
nequi;servicios;p;pagos web;10;3;19281;1
nequi;servicios;p;pagos web;11;0;6427;1
nequi;servicios;p;pagos web;11;1;48854;2
nequi;servicios;p;pagos web;13;3;14900;1
nequi;servicios;p;pagos web;15;1;14900;1
nequi;servicios;p;pagos web;16;1;19281;1
nequi;servicios;p;pagos web;19;2;14900;1
nequi;servicios;p;pagos web;23;2;6000;1
netspend;impuesto predial;n;pagos web;23;4;361487;1
netspend;impuesto predial;p;pagos web;19;2;570776;1
nexi payments spa;impuesto predial;a;pagos web;2;1;4778;1
nexi payments spa;impuesto predial;a;pagos web;3;3;481;1
nexi payments spa;impuesto predial;a;pagos web;7;2;3643289;3
nexi payments spa;impuesto predial;n;pagos web;10;2;4778;1
nexi payments spa;servicios;p;pagos web;9;2;12854;1
nium pte. ltd.;impuesto predial;n;pagos web;1;0;520672;1
nium pte. ltd.;impuesto predial;n;pagos web;14;0;551856;1
nium pte. ltd.;impuesto predial;n;pagos web;17;5;211360;2
nium pte. ltd.;impuesto predial;p;pagos web;2;6;852583;2
nium pte. ltd.;impuesto predial;p;pagos web;8;2;1887984;1
nium pte. ltd.;impuesto predial;p;pagos web;8;3;292258;2
nium pte. ltd.;impuesto predial;p;pagos web;10;1;1102285;3
nium pte. ltd.;impuesto predial;p;pagos web;11;0;3164953;1
nium pte. ltd.;impuesto predial;p;pagos web;12;5;624390;1
nium pte. ltd.;impuesto predial;p;pagos web;12;6;5791606;1
nium pte. ltd.;impuesto predial;p;pagos web;13;0;906308;3
nium pte. ltd.;impuesto predial;p;pagos web;14;6;11761012;1
nium pte. ltd.;impuesto predial;p;pagos web;15;2;408264;1
nium pte. ltd.;impuesto predial;p;pagos web;18;0;296013;1
nium pte. ltd.;impuesto predial;p;pagos web;18;2;1828053;1
nium pte. ltd.;impuesto predial;p;pagos web;18;3;2333067;1
nium pte. ltd.;impuesto predial;p;pagos web;18;6;211360;2
nium pte. ltd.;impuesto predial;p;pagos web;19;3;1256267;1
nium pte. ltd.;impuesto predial;p;pagos web;20;0;211360;2
nium pte. ltd.;impuesto predial;p;pagos web;21;0;1887984;1
nu bn servicios mexico;impuesto predial;n;pagos web;10;4;643979;1
nu bn servicios mexico;impuesto predial;p;pagos web;16;6;7612150;1
nu pagamentos sa;alumbrado publico;n;pagos web;10;4;2383124;2
nu pagamentos sa;alumbrado publico;p;pagos web;13;2;49958;1
nu pagamentos sa;alumbrado publico;p;pagos web;15;0;22963;1
nu pagamentos sa;alumbrado publico;p;pagos web;18;2;60971;1
nu pagamentos sa;alumbrado publico;p;pagos web;19;2;74194;2
nu pagamentos sa;alumbrado publico;p;pagos web;20;1;76333;1
nu pagamentos sa;alumbrado publico;p;pagos web;20;4;29129;1
nu pagamentos sa;alumbrado publico;p;pagos web;23;4;462704;1
nu pagamentos sa;aprov.esp.pub;n;pagos web;8;1;337173;1
nu pagamentos sa;aprov.esp.pub;n;pagos web;9;4;200143;1
nu pagamentos sa;aprov.esp.pub;n;pagos web;18;4;200143;1
nu pagamentos sa;aprov.esp.pub;p;pagos web;10;3;625714;1
nu pagamentos sa;circulacion y transito;n;pagos web;19;0;10009;1
nu pagamentos sa;circulacion y transito;p;pagos web;7;5;33540;1
nu pagamentos sa;circulacion y transito;p;pagos web;8;3;241280;1
nu pagamentos sa;circulacion y transito;p;pagos web;9;4;95920;3
nu pagamentos sa;circulacion y transito;p;pagos web;11;2;56069;1
nu pagamentos sa;circulacion y transito;p;pagos web;14;3;63849;1
nu pagamentos sa;circulacion y transito;p;pagos web;18;0;11660;1
nu pagamentos sa;circulacion y transito;p;pagos web;21;3;737353;1
nu pagamentos sa;circulacion y transito;p;pagos web;22;6;12340;1
nu pagamentos sa;delineacion urbana;p;pagos web;7;1;925000;1
nu pagamentos sa;delineacion urbana;p;pagos web;10;5;3061000;1
nu pagamentos sa;delineacion urbana;p;pagos web;19;0;856000;1
nu pagamentos sa;facilidades;a;pagos web;5;1;250561;1
nu pagamentos sa;facilidades;a;pagos web;6;0;792253;1
nu pagamentos sa;facilidades;a;pagos web;6;2;250561;1
nu pagamentos sa;facilidades;a;pagos web;6;3;250100;1
nu pagamentos sa;facilidades;a;pagos web;7;0;250561;1
nu pagamentos sa;facilidades;a;pagos web;7;1;250561;1
nu pagamentos sa;facilidades;a;pagos web;7;4;250561;1
nu pagamentos sa;facilidades;a;pagos web;9;2;501122;2
nu pagamentos sa;facilidades;a;pagos web;10;1;250561;1
nu pagamentos sa;facilidades;a;pagos web;10;4;250561;1
nu pagamentos sa;facilidades;a;pagos web;13;1;57901;1
nu pagamentos sa;facilidades;a;pagos web;15;0;250561;1
nu pagamentos sa;facilidades;a;pagos web;16;2;250561;1
nu pagamentos sa;facilidades;a;pagos web;17;4;211569;1
nu pagamentos sa;facilidades;a;pagos web;18;1;250561;1
nu pagamentos sa;facilidades;a;pagos web;18;4;1027200;1
nu pagamentos sa;facilidades;a;pagos web;20;0;334320;1
nu pagamentos sa;facilidades;a;pagos web;22;0;801370;1
nu pagamentos sa;facilidades;n;pagos web;7;1;2465803;2
nu pagamentos sa;facilidades;n;pagos web;7;3;1113905;2
nu pagamentos sa;facilidades;n;pagos web;8;5;343926;1
nu pagamentos sa;facilidades;n;pagos web;9;0;423463;2
nu pagamentos sa;facilidades;n;pagos web;9;5;364998;2
nu pagamentos sa;facilidades;n;pagos web;10;1;148650;1
nu pagamentos sa;facilidades;n;pagos web;10;5;73329;1
nu pagamentos sa;facilidades;n;pagos web;11;2;2643667;1
nu pagamentos sa;facilidades;n;pagos web;12;0;175548;1
nu pagamentos sa;facilidades;n;pagos web;12;3;193021;1
nu pagamentos sa;facilidades;n;pagos web;13;2;1975589;2
nu pagamentos sa;facilidades;n;pagos web;14;2;1005000;2
nu pagamentos sa;facilidades;n;pagos web;14;3;73329;1
nu pagamentos sa;facilidades;n;pagos web;15;3;244308;1
nu pagamentos sa;facilidades;n;pagos web;15;4;1033448;1
nu pagamentos sa;facilidades;n;pagos web;16;1;789610;3
nu pagamentos sa;facilidades;n;pagos web;16;2;1440242;2
nu pagamentos sa;facilidades;n;pagos web;16;3;610640;1
nu pagamentos sa;facilidades;n;pagos web;16;6;2472496;1
nu pagamentos sa;facilidades;n;pagos web;18;1;2222516;3
nu pagamentos sa;facilidades;n;pagos web;18;3;460038;1
nu pagamentos sa;facilidades;n;pagos web;18;4;124372;1
nu pagamentos sa;facilidades;n;pagos web;18;6;1011494;2
nu pagamentos sa;facilidades;n;pagos web;19;2;5130172;1
nu pagamentos sa;facilidades;n;pagos web;19;3;1278915;1
nu pagamentos sa;facilidades;n;pagos web;20;1;2349876;1
nu pagamentos sa;facilidades;n;pagos web;20;6;124426;1
nu pagamentos sa;facilidades;n;pagos web;21;1;545755;1
nu pagamentos sa;facilidades;n;pagos web;21;6;1086811;1
nu pagamentos sa;facilidades;n;pagos web;22;2;68939;1
nu pagamentos sa;facilidades;n;pagos web;22;3;351253;1
nu pagamentos sa;facilidades;n;pagos web;23;1;465211;1
nu pagamentos sa;facilidades;n;pagos web;23;2;1174052;1
nu pagamentos sa;facilidades;p;pagos web;0;4;1491650;1
nu pagamentos sa;facilidades;p;pagos web;5;4;1549962;1
nu pagamentos sa;facilidades;p;pagos web;6;3;152834;1
nu pagamentos sa;facilidades;p;pagos web;6;4;1267755;2
nu pagamentos sa;facilidades;p;pagos web;7;0;4344229;3
nu pagamentos sa;facilidades;p;pagos web;7;2;135473;1
nu pagamentos sa;facilidades;p;pagos web;7;3;3272055;2
nu pagamentos sa;facilidades;p;pagos web;7;5;3278626;2
nu pagamentos sa;facilidades;p;pagos web;7;6;1728739;1
nu pagamentos sa;facilidades;p;pagos web;8;0;1550821;2
nu pagamentos sa;facilidades;p;pagos web;8;1;5550474;4
nu pagamentos sa;facilidades;p;pagos web;8;2;1076623;1
nu pagamentos sa;facilidades;p;pagos web;8;3;3020682;4
nu pagamentos sa;facilidades;p;pagos web;8;6;268775;1
nu pagamentos sa;facilidades;p;pagos web;9;0;1356624;5
nu pagamentos sa;facilidades;p;pagos web;9;1;469884;3
nu pagamentos sa;facilidades;p;pagos web;9;2;6503901;5
nu pagamentos sa;facilidades;p;pagos web;9;3;588137;1
nu pagamentos sa;facilidades;p;pagos web;9;4;2334577;4
nu pagamentos sa;facilidades;p;pagos web;9;5;233713;2
nu pagamentos sa;facilidades;p;pagos web;9;6;329096;1
nu pagamentos sa;facilidades;p;pagos web;10;0;847281;3
nu pagamentos sa;facilidades;p;pagos web;10;1;5131409;5
nu pagamentos sa;facilidades;p;pagos web;10;2;4787805;3
nu pagamentos sa;facilidades;p;pagos web;10;3;6091022;6
nu pagamentos sa;facilidades;p;pagos web;10;4;3087234;3
nu pagamentos sa;facilidades;p;pagos web;11;0;3069659;3
nu pagamentos sa;facilidades;p;pagos web;11;1;7292936;5
nu pagamentos sa;facilidades;p;pagos web;11;2;7500834;9
nu pagamentos sa;facilidades;p;pagos web;11;3;503921;1
nu pagamentos sa;facilidades;p;pagos web;11;4;576653;2
nu pagamentos sa;facilidades;p;pagos web;11;5;3649360;2
nu pagamentos sa;facilidades;p;pagos web;12;0;1029775;1
nu pagamentos sa;facilidades;p;pagos web;12;1;7626218;6
nu pagamentos sa;facilidades;p;pagos web;12;2;3031246;4
nu pagamentos sa;facilidades;p;pagos web;12;3;486286;1
nu pagamentos sa;facilidades;p;pagos web;12;4;1581309;6
nu pagamentos sa;facilidades;p;pagos web;12;5;570442;3
nu pagamentos sa;facilidades;p;pagos web;12;6;65711;1
nu pagamentos sa;facilidades;p;pagos web;13;0;2375639;3
nu pagamentos sa;facilidades;p;pagos web;13;1;2890611;2
nu pagamentos sa;facilidades;p;pagos web;13;2;1851454;2
nu pagamentos sa;facilidades;p;pagos web;13;3;1139694;3
nu pagamentos sa;facilidades;p;pagos web;13;4;4066246;4
nu pagamentos sa;facilidades;p;pagos web;14;0;24011;1
nu pagamentos sa;facilidades;p;pagos web;14;1;3722776;3
nu pagamentos sa;facilidades;p;pagos web;14;2;36712;1
nu pagamentos sa;facilidades;p;pagos web;14;3;600110;3
nu pagamentos sa;facilidades;p;pagos web;14;4;4690662;4
nu pagamentos sa;facilidades;p;pagos web;15;0;2112280;2
nu pagamentos sa;facilidades;p;pagos web;15;1;3320956;2
nu pagamentos sa;facilidades;p;pagos web;15;2;240440;1
nu pagamentos sa;facilidades;p;pagos web;15;3;758250;3
nu pagamentos sa;facilidades;p;pagos web;15;4;2679779;2
nu pagamentos sa;facilidades;p;pagos web;15;5;201995;1
nu pagamentos sa;facilidades;p;pagos web;16;0;3994925;2
nu pagamentos sa;facilidades;p;pagos web;16;1;282355;1
nu pagamentos sa;facilidades;p;pagos web;16;2;582905;3
nu pagamentos sa;facilidades;p;pagos web;16;3;2294904;4
nu pagamentos sa;facilidades;p;pagos web;16;4;8192600;4
nu pagamentos sa;facilidades;p;pagos web;16;6;391591;2
nu pagamentos sa;facilidades;p;pagos web;17;0;784878;2
nu pagamentos sa;facilidades;p;pagos web;17;1;4304450;5
nu pagamentos sa;facilidades;p;pagos web;17;3;9423593;1
